"Group","Freq","SurveyName","Country","StartYear"
"Not Married, Not Sexually Active",0.687600720074635,"RWIR70FL.DTA","Rwanda",2014
"Not Married, Sexually Active",0.0617151437704377,"RWIR70FL.DTA","Rwanda",2014
"Infecund, Menopausal",0.0788192990898104,"RWIR81FL.DTA","Rwanda",2019
"Married, Does Not Want Child within 2 Years",0.0919914541668066,"RWIR81FL.DTA","Rwanda",2019
"Married, Wants Child within 2 Years",0.0210370043864307,"RWIR81FL.DTA","Rwanda",2019
"Not Married, Not Sexually Active",0.760905181129752,"RWIR81FL.DTA","Rwanda",2019
"Not Married, Sexually Active",0.0472470612272007,"RWIR81FL.DTA","Rwanda",2019
"Infecund, Menopausal",0.0686309287432466,"SNIR61FL.DTA","Senegal",2010
"Married, Does Not Want Child within 2 Years",0.357915629891108,"SNIR61FL.DTA","Senegal",2010
"Married, Wants Child within 2 Years",0.0999822694293874,"SNIR61FL.DTA","Senegal",2010
"Not Married, Not Sexually Active",0.451562163556178,"SNIR61FL.DTA","Senegal",2010
"Not Married, Sexually Active",0.0219090083800799,"SNIR61FL.DTA","Senegal",2010
"Infecund, Menopausal",0.0299569711998931,"SNIR6DFL.DTA","Senegal",2012
"Married, Does Not Want Child within 2 Years",0.463912931748941,"SNIR6DFL.DTA","Senegal",2012
"Married, Wants Child within 2 Years",0.0518503608097828,"SNIR6DFL.DTA","Senegal",2012
"Not Married, Not Sexually Active",0.432904996409274,"SNIR6DFL.DTA","Senegal",2012
"Not Married, Sexually Active",0.0213747398321095,"SNIR6DFL.DTA","Senegal",2012
"Infecund, Menopausal",0.0397522671428212,"SNIR70FL.DTA","Senegal",2014
"Married, Does Not Want Child within 2 Years",0.345549132246954,"SNIR70FL.DTA","Senegal",2014
"Married, Wants Child within 2 Years",0.0631236219268655,"SNIR70FL.DTA","Senegal",2014
"Not Married, Not Sexually Active",0.517345318714249,"SNIR70FL.DTA","Senegal",2014
"Not Married, Sexually Active",0.0342296599691104,"SNIR70FL.DTA","Senegal",2014
"Infecund, Menopausal",0.0280356467612175,"SNIR7HFL.DTA","Senegal",2015
"Married, Does Not Want Child within 2 Years",0.369990609077725,"SNIR7HFL.DTA","Senegal",2015
"Married, Wants Child within 2 Years",0.083578321518126,"SNIR7HFL.DTA","Senegal",2015
"Not Married, Not Sexually Active",0.500499258606757,"SNIR7HFL.DTA","Senegal",2015
"Not Married, Sexually Active",0.0178961640361753,"SNIR7HFL.DTA","Senegal",2015
"Infecund, Menopausal",0.0262389738233132,"SNIR7QFL.DTA","Senegal",2016
"Married, Does Not Want Child within 2 Years",0.345028923820506,"SNIR7QFL.DTA","Senegal",2016
"Married, Wants Child within 2 Years",0.0862738104608424,"SNIR7QFL.DTA","Senegal",2016
"Not Married, Not Sexually Active",0.528088961730903,"SNIR7QFL.DTA","Senegal",2016
"Not Married, Sexually Active",0.0143693301644351,"SNIR7QFL.DTA","Senegal",2016
"Infecund, Menopausal",0.0306078922597684,"SNIR7ZFL.DTA","Senegal",2017
"Married, Does Not Want Child within 2 Years",0.310412530306727,"SNIR7ZFL.DTA","Senegal",2017
"Married, Wants Child within 2 Years",0.0724225659950142,"SNIR7ZFL.DTA","Senegal",2017
"Not Married, Not Sexually Active",0.563637940872789,"SNIR7ZFL.DTA","Senegal",2017
"Not Married, Sexually Active",0.0229190705657012,"SNIR7ZFL.DTA","Senegal",2017
"Infecund, Menopausal",0.0263628741503348,"SNIR80FL.DTA","Senegal",2018
"Married, Does Not Want Child within 2 Years",0.285500878908189,"SNIR80FL.DTA","Senegal",2018
"Married, Wants Child within 2 Years",0.0614808379757712,"SNIR80FL.DTA","Senegal",2018
"Not Married, Not Sexually Active",0.611701107309899,"SNIR80FL.DTA","Senegal",2018
"Not Married, Sexually Active",0.0149543016558059,"SNIR80FL.DTA","Senegal",2018
"Infecund, Menopausal",0.03090161094542,"SNIR8AFL.DTA","Senegal",2019
"Married, Does Not Want Child within 2 Years",0.294380551897324,"SNIR8AFL.DTA","Senegal",2019
"Married, Wants Child within 2 Years",0.0900635836115808,"SNIR8AFL.DTA","Senegal",2019
"Not Married, Not Sexually Active",0.573686035570308,"SNIR8AFL.DTA","Senegal",2019
"Not Married, Sexually Active",0.0109682179753671,"SNIR8AFL.DTA","Senegal",2019
"Infecund, Menopausal",0.125257176686304,"SLIR61FL.DTA","Sierra Leone",2013
"Married, Does Not Want Child within 2 Years",0.433060203095555,"SLIR61FL.DTA","Sierra Leone",2013
"Married, Wants Child within 2 Years",0.108835034550716,"SLIR61FL.DTA","Sierra Leone",2013
"Not Married, Not Sexually Active",0.215533456326787,"SLIR61FL.DTA","Sierra Leone",2013
"Not Married, Sexually Active",0.117314129340639,"SLIR61FL.DTA","Sierra Leone",2013
"Infecund, Menopausal",0.127730199923012,"SLIR7AFL.DTA","Sierra Leone",2019
"Married, Does Not Want Child within 2 Years",0.33706114440398,"SLIR7AFL.DTA","Sierra Leone",2019
"Married, Wants Child within 2 Years",0.10041785813568,"SLIR7AFL.DTA","Sierra Leone",2019
"Not Married, Not Sexually Active",0.295829786122424,"SLIR7AFL.DTA","Sierra Leone",2019
"Not Married, Sexually Active",0.138961011414904,"SLIR7AFL.DTA","Sierra Leone",2019
"Infecund, Menopausal",0.0997517043379579,"ZAIR71FL.DTA","South Africa",2016
"Married, Does Not Want Child within 2 Years",0.0468508343470654,"ZAIR71FL.DTA","South Africa",2016
"Married, Wants Child within 2 Years",0.0379970933498172,"ZAIR71FL.DTA","South Africa",2016
"Not Married, Not Sexually Active",0.664570954859091,"ZAIR71FL.DTA","South Africa",2016
"Not Married, Sexually Active",0.150829413106068,"ZAIR71FL.DTA","South Africa",2016
"Infecund, Menopausal",0.0674612284804317,"TJIR61FL.DTA","Tajikistan",2012
"Married, Does Not Want Child within 2 Years",0.54297352905424,"TJIR61FL.DTA","Tajikistan",2012
"Married, Wants Child within 2 Years",0.140636986060115,"TJIR61FL.DTA","Tajikistan",2012
"Not Married, Not Sexually Active",0.247178424968456,"TJIR61FL.DTA","Tajikistan",2012
"Not Married, Sexually Active",0.00174983143675786,"TJIR61FL.DTA","Tajikistan",2012
"Infecund, Menopausal",0.139007334527863,"TJIR71FL.DTA","Tajikistan",2017
"Married, Does Not Want Child within 2 Years",0.433884619442699,"TJIR71FL.DTA","Tajikistan",2017
"Married, Wants Child within 2 Years",0.20247599140598,"TJIR71FL.DTA","Tajikistan",2017
"Not Married, Not Sexually Active",0.222104459164895,"TJIR71FL.DTA","Tajikistan",2017
"Not Married, Sexually Active",0.00252759545856311,"TJIR71FL.DTA","Tajikistan",2017
"Infecund, Menopausal",0.0613718056010573,"TZIR7BFL.DTA","Tanzania",2015
"Married, Does Not Want Child within 2 Years",0.326786759961464,"TZIR7BFL.DTA","Tanzania",2015
"Married, Wants Child within 2 Years",0.0778485699369763,"TZIR7BFL.DTA","Tanzania",2015
"Not Married, Not Sexually Active",0.433156198790059,"TZIR7BFL.DTA","Tanzania",2015
"Not Married, Sexually Active",0.100836665710444,"TZIR7BFL.DTA","Tanzania",2015
"Infecund, Menopausal",0.052496851114675,"TZIR82FL.DTA","Tanzania",2022
"Married, Does Not Want Child within 2 Years",0.306951452606152,"TZIR82FL.DTA","Tanzania",2022
"Married, Wants Child within 2 Years",0.0731326333398962,"TZIR82FL.DTA","Tanzania",2022
"Not Married, Not Sexually Active",0.461876017907642,"TZIR82FL.DTA","Tanzania",2022
"Not Married, Sexually Active",0.105543045031635,"TZIR82FL.DTA","Tanzania",2022
"Infecund, Menopausal",0.088511137411779,"TLIR71FL.DTA","Timor-Leste",2016
"Married, Does Not Want Child within 2 Years",0.30368603225899,"TLIR71FL.DTA","Timor-Leste",2016
"Married, Wants Child within 2 Years",0.0667256372388693,"TLIR71FL.DTA","Timor-Leste",2016
"Not Married, Not Sexually Active",0.534587318447864,"TLIR71FL.DTA","Timor-Leste",2016
"Not Married, Sexually Active",0.0064898746424978,"TLIR71FL.DTA","Timor-Leste",2016
"Infecund, Menopausal",0.0672743182686627,"TGIR61FL.DTA","Togo",2013
"Married, Does Not Want Child within 2 Years",0.503671947858649,"TGIR61FL.DTA","Togo",2013
"Married, Wants Child within 2 Years",0.0528543574238668,"TGIR61FL.DTA","Togo",2013
"Not Married, Not Sexually Active",0.302899239374676,"TGIR61FL.DTA","Togo",2013
"Not Married, Sexually Active",0.0733001370741458,"TGIR61FL.DTA","Togo",2013
"Infecund, Menopausal",0.0121647938633152,"TRIR61FL.DTA","Turkey",2013
"Married, Does Not Want Child within 2 Years",0.0271334521180873,"TRIR61FL.DTA","Turkey",2013
"Married, Wants Child within 2 Years",0.005038880821154,"TRIR61FL.DTA","Turkey",2013
"Not Married, Not Sexually Active",0.00576613224965837,"TRIR61FL.DTA","Turkey",2013
"Not Married, Sexually Active",0.949896740947785,"TRIR61FL.DTA","Turkey",2013
"Infecund, Menopausal",0.0770959517958263,"UGIR60FL.DTA","Uganda",2011
"Married, Does Not Want Child within 2 Years",0.425871471614888,"UGIR60FL.DTA","Uganda",2011
"Married, Wants Child within 2 Years",0.0521590348753522,"UGIR60FL.DTA","Uganda",2011
"Not Married, Not Sexually Active",0.432074596138898,"UGIR60FL.DTA","Uganda",2011
"Not Married, Sexually Active",0.012798945575035,"UGIR60FL.DTA","Uganda",2011
"Infecund, Menopausal",0.0541772907993817,"UGIR7BFL.DTA","Uganda",2016
"Married, Does Not Want Child within 2 Years",0.335898912256869,"UGIR7BFL.DTA","Uganda",2016
"Married, Wants Child within 2 Years",0.0588921181733147,"UGIR7BFL.DTA","Uganda",2016
"Not Married, Not Sexually Active",0.477010976838085,"UGIR7BFL.DTA","Uganda",2016
"Not Married, Sexually Active",0.0740207019323498,"UGIR7BFL.DTA","Uganda",2016
"Infecund, Menopausal",0.0479066900170774,"ZMIR61FL.DTA","Zambia",2013
"Married, Does Not Want Child within 2 Years",0.258368683395236,"ZMIR61FL.DTA","Zambia",2013
"Married, Wants Child within 2 Years",0.048214442866708,"ZMIR61FL.DTA","Zambia",2013
"Not Married, Not Sexually Active",0.52339882544657,"ZMIR61FL.DTA","Zambia",2013
"Not Married, Sexually Active",0.122111358274409,"ZMIR61FL.DTA","Zambia",2013
"Infecund, Menopausal",0.0622837696729322,"ZMIR71FL.DTA","Zambia",2018
"Married, Does Not Want Child within 2 Years",0.179291915957072,"ZMIR71FL.DTA","Zambia",2018
"Married, Wants Child within 2 Years",0.0411636395916202,"ZMIR71FL.DTA","Zambia",2018
"Not Married, Not Sexually Active",0.58585825515306,"ZMIR71FL.DTA","Zambia",2018
"Not Married, Sexually Active",0.131402419625316,"ZMIR71FL.DTA","Zambia",2018
"Infecund, Menopausal",0.117121499942374,"ZWIR62FL.DTA","Zimbabwe",2010
"Married, Does Not Want Child within 2 Years",0.140889891901086,"ZWIR62FL.DTA","Zimbabwe",2010
"Married, Wants Child within 2 Years",0.0751316753839801,"ZWIR62FL.DTA","Zimbabwe",2010
"Not Married, Not Sexually Active",0.629237885775157,"ZWIR62FL.DTA","Zimbabwe",2010
"Not Married, Sexually Active",0.0376190469974036,"ZWIR62FL.DTA","Zimbabwe",2010
"Infecund, Menopausal",0.067124398625005,"ZWIR71FL.DTA","Zimbabwe",2015
"Married, Does Not Want Child within 2 Years",0.0968329062927221,"ZWIR71FL.DTA","Zimbabwe",2015
"Married, Wants Child within 2 Years",0.0618849510946755,"ZWIR71FL.DTA","Zimbabwe",2015
"Not Married, Not Sexually Active",0.738740448743638,"ZWIR71FL.DTA","Zimbabwe",2015
"Not Married, Sexually Active",0.0354172952439592,"ZWIR71FL.DTA","Zimbabwe",2015
