"Method","Var","Freq","SurveyName","Country","StartYear"
"IUD","Told What to Do About Side Effects",0.157221785281994,"CGIR60FL.DTA","Congo",2011
"Injections","Told What to Do About Side Effects",0.53744375140846,"CGIR60FL.DTA","Congo",2011
"Female Sterilization","Told What to Do About Side Effects",0.579715242538815,"CGIR60FL.DTA","Congo",2011
"Implant","Told What to Do About Side Effects",0.792361021900498,"CGIR60FL.DTA","Congo",2011
"Total","Method Information Index",0.321644207173662,"CGIR60FL.DTA","Congo",2011
"Total","Told About Other Methods",0.516314913832217,"CGIR60FL.DTA","Congo",2011
"Total","Told About Side Effects",0.564655373506276,"CGIR60FL.DTA","Congo",2011
"Total","Told What to Do About Side Effects",0.467697007632986,"CGIR60FL.DTA","Congo",2011
"Pill","Method Information Index",0.32229916084803,"DRIR61FL.DTA","Dominican Republic",2013
"IUD","Method Information Index",0.555609870687615,"DRIR61FL.DTA","Dominican Republic",2013
"Injections","Method Information Index",0.359441299113373,"DRIR61FL.DTA","Dominican Republic",2013
"Female Sterilization","Method Information Index",0.18460395759963,"DRIR61FL.DTA","Dominican Republic",2013
"Implant","Method Information Index",0.564063849860667,"DRIR61FL.DTA","Dominican Republic",2013
"Pill","Told About Other Methods",0.63203766576262,"DRIR61FL.DTA","Dominican Republic",2013
"IUD","Told About Other Methods",0.784470506109525,"DRIR61FL.DTA","Dominican Republic",2013
"Injections","Told About Other Methods",0.69581118413125,"DRIR61FL.DTA","Dominican Republic",2013
"Female Sterilization","Told About Other Methods",0.385828127847294,"DRIR61FL.DTA","Dominican Republic",2013
"Implant","Told About Other Methods",0.812049077076697,"DRIR61FL.DTA","Dominican Republic",2013
"Pill","Told About Side Effects",0.464090332612604,"DRIR61FL.DTA","Dominican Republic",2013
"IUD","Told About Side Effects",0.723297821723247,"DRIR61FL.DTA","Dominican Republic",2013
"Injections","Told About Side Effects",0.569615342953374,"DRIR61FL.DTA","Dominican Republic",2013
"Female Sterilization","Told About Side Effects",0.325848398471362,"DRIR61FL.DTA","Dominican Republic",2013
"Implant","Told About Side Effects",0.639264427985178,"DRIR61FL.DTA","Dominican Republic",2013
"Pill","Told What to Do About Side Effects",0.361880481375582,"DRIR61FL.DTA","Dominican Republic",2013
"IUD","Told What to Do About Side Effects",0.637396964696214,"DRIR61FL.DTA","Dominican Republic",2013
"Injections","Told What to Do About Side Effects",0.38487669049443,"DRIR61FL.DTA","Dominican Republic",2013
"Female Sterilization","Told What to Do About Side Effects",0.247963299081097,"DRIR61FL.DTA","Dominican Republic",2013
"Implant","Told What to Do About Side Effects",0.581698081038979,"DRIR61FL.DTA","Dominican Republic",2013
"Total","Method Information Index",0.24765058669365,"DRIR61FL.DTA","Dominican Republic",2013
"Total","Told About Other Methods",0.488707331027053,"DRIR61FL.DTA","Dominican Republic",2013
"Total","Told About Side Effects",0.395483534104865,"DRIR61FL.DTA","Dominican Republic",2013
"Total","Told What to Do About Side Effects",0.30203852371023,"DRIR61FL.DTA","Dominican Republic",2013
"Pill","Method Information Index",0.254537638418293,"EGIR61FL.DTA","Egypt",2014
"IUD","Method Information Index",0.304257016325054,"EGIR61FL.DTA","Egypt",2014
"Female Sterilization","Method Information Index",0.254430372381596,"EGIR61FL.DTA","Egypt",2014
"Implant","Method Information Index",0.27245222233037,"EGIR61FL.DTA","Egypt",2014
"Pill","Told About Other Methods",0.545893568137506,"EGIR61FL.DTA","Egypt",2014
"IUD","Told About Other Methods",0.553887244274039,"EGIR61FL.DTA","Egypt",2014
"Female Sterilization","Told About Other Methods",0.479426531702452,"EGIR61FL.DTA","Egypt",2014
"Implant","Told About Other Methods",0.668188343358151,"EGIR61FL.DTA","Egypt",2014
"Pill","Told About Side Effects",0.384932940947854,"EGIR61FL.DTA","Egypt",2014
"IUD","Told About Side Effects",0.467135881202192,"EGIR61FL.DTA","Egypt",2014
"Female Sterilization","Told About Side Effects",0.494237828858983,"EGIR61FL.DTA","Egypt",2014
"Implant","Told About Side Effects",0.515270698565416,"EGIR61FL.DTA","Egypt",2014
"Pill","Told What to Do About Side Effects",0.279683606613509,"EGIR61FL.DTA","Egypt",2014
"IUD","Told What to Do About Side Effects",0.362352671896952,"EGIR61FL.DTA","Egypt",2014
"Female Sterilization","Told What to Do About Side Effects",0.328669928589197,"EGIR61FL.DTA","Egypt",2014
"Implant","Told What to Do About Side Effects",0.302025814756294,"EGIR61FL.DTA","Egypt",2014
"Total","Method Information Index",0.288162888235449,"EGIR61FL.DTA","Egypt",2014
"Total","Told About Other Methods",0.559122703564155,"EGIR61FL.DTA","Egypt",2014
"Total","Told About Side Effects",0.450373941027086,"EGIR61FL.DTA","Egypt",2014
"Total","Told What to Do About Side Effects",0.334946435478862,"EGIR61FL.DTA","Egypt",2014
"Pill","Method Information Index",0.223901632596004,"ETIR70FL.DTA","Ethiopia",2016
"IUD","Method Information Index",0.444871849323545,"ETIR70FL.DTA","Ethiopia",2016
"Injections","Method Information Index",0.238510298841154,"ETIR70FL.DTA","Ethiopia",2016
"Female Sterilization","Method Information Index",0.354044187283583,"ETIR70FL.DTA","Ethiopia",2016
"Implant","Method Information Index",0.315500010685002,"ETIR70FL.DTA","Ethiopia",2016
"Pill","Told About Other Methods",0.443403151981849,"ETIR70FL.DTA","Ethiopia",2016
"IUD","Told About Other Methods",0.626544497699163,"ETIR70FL.DTA","Ethiopia",2016
"Injections","Told About Other Methods",0.47596969452911,"ETIR70FL.DTA","Ethiopia",2016
"Female Sterilization","Told About Other Methods",0.354044187283583,"ETIR70FL.DTA","Ethiopia",2016
"Implant","Told About Other Methods",0.500230543747571,"ETIR70FL.DTA","Ethiopia",2016
"Pill","Told About Side Effects",0.380500740076041,"ETIR70FL.DTA","Ethiopia",2016
"IUD","Told About Side Effects",0.544246621631227,"ETIR70FL.DTA","Ethiopia",2016
"Injections","Told About Side Effects",0.35960047610734,"ETIR70FL.DTA","Ethiopia",2016
"Female Sterilization","Told About Side Effects",0.436178626572538,"ETIR70FL.DTA","Ethiopia",2016
"Implant","Told About Side Effects",0.506321719208381,"ETIR70FL.DTA","Ethiopia",2016
"Pill","Told What to Do About Side Effects",0.312355584629023,"ETIR70FL.DTA","Ethiopia",2016
"IUD","Told What to Do About Side Effects",0.497873678404876,"ETIR70FL.DTA","Ethiopia",2016
"Injections","Told What to Do About Side Effects",0.28127928302068,"ETIR70FL.DTA","Ethiopia",2016
"Female Sterilization","Told What to Do About Side Effects",0.436178626572538,"ETIR70FL.DTA","Ethiopia",2016
"Implant","Told What to Do About Side Effects",0.419282002473276,"ETIR70FL.DTA","Ethiopia",2016
"Total","Method Information Index",0.268984344311016,"ETIR70FL.DTA","Ethiopia",2016
"Total","Told About Other Methods",0.487804493901098,"ETIR70FL.DTA","Ethiopia",2016
"Total","Told About Side Effects",0.407387652964215,"ETIR70FL.DTA","Ethiopia",2016
"Total","Told What to Do About Side Effects",0.329817812402787,"ETIR70FL.DTA","Ethiopia",2016
"Pill","Method Information Index",0.23157358321292,"ETIR61FL.DTA","Ethiopia",2011
"IUD","Method Information Index",0.193657189304261,"ETIR61FL.DTA","Ethiopia",2011
"Injections","Method Information Index",0.142391607557379,"ETIR61FL.DTA","Ethiopia",2011
"Female Sterilization","Method Information Index",0.201457445776833,"ETIR61FL.DTA","Ethiopia",2011
"Implant","Method Information Index",0.304631588222956,"ETIR61FL.DTA","Ethiopia",2011
"Pill","Told About Other Methods",0.48176823922633,"ETIR61FL.DTA","Ethiopia",2011
"IUD","Told About Other Methods",0.48027047956282,"ETIR61FL.DTA","Ethiopia",2011
"Injections","Told About Other Methods",0.341386371590508,"ETIR61FL.DTA","Ethiopia",2011
"Female Sterilization","Told About Other Methods",0.222793614317751,"ETIR61FL.DTA","Ethiopia",2011
"Implant","Told About Other Methods",0.486140714745776,"ETIR61FL.DTA","Ethiopia",2011
"Pill","Told About Side Effects",0.342041793702722,"ETIR61FL.DTA","Ethiopia",2011
"IUD","Told About Side Effects",0.632445059967428,"ETIR61FL.DTA","Ethiopia",2011
"Injections","Told About Side Effects",0.23962458262942,"ETIR61FL.DTA","Ethiopia",2011
"Female Sterilization","Told About Side Effects",0.342883627777409,"ETIR61FL.DTA","Ethiopia",2011
"Implant","Told About Side Effects",0.451497684683617,"ETIR61FL.DTA","Ethiopia",2011
"Pill","Told What to Do About Side Effects",0.25411458540167,"ETIR61FL.DTA","Ethiopia",2011
"IUD","Told What to Do About Side Effects",0.471672144211122,"ETIR61FL.DTA","Ethiopia",2011
"Injections","Told What to Do About Side Effects",0.18127403044145,"ETIR61FL.DTA","Ethiopia",2011
"Female Sterilization","Told What to Do About Side Effects",0.289260265875309,"ETIR61FL.DTA","Ethiopia",2011
"Implant","Told What to Do About Side Effects",0.408515960084016,"ETIR61FL.DTA","Ethiopia",2011
"Total","Method Information Index",0.171753903970953,"ETIR61FL.DTA","Ethiopia",2011
"Total","Told About Other Methods",0.372214372701012,"ETIR61FL.DTA","Ethiopia",2011
"Total","Told About Side Effects",0.280948489362294,"ETIR61FL.DTA","Ethiopia",2011
"Total","Told What to Do About Side Effects",0.221018325786486,"ETIR61FL.DTA","Ethiopia",2011
"Pill","Method Information Index",0.179171035282636,"GAIR60FL.DTA","Gabon",2012
"IUD","Method Information Index",0.513635093218197,"GAIR60FL.DTA","Gabon",2012
"Injections","Method Information Index",0.24857354472574,"GAIR60FL.DTA","Gabon",2012
"Female Sterilization","Method Information Index",0.366735502909942,"GAIR60FL.DTA","Gabon",2012
"Implant","Method Information Index",0.891713811401001,"GAIR60FL.DTA","Gabon",2012
"Pill","Told About Other Methods",0.341366772291631,"GAIR60FL.DTA","Gabon",2012
"IUD","Told About Other Methods",0.513635093218197,"GAIR60FL.DTA","Gabon",2012
"Injections","Told About Other Methods",0.36899999269892,"GAIR60FL.DTA","Gabon",2012
"Female Sterilization","Told About Other Methods",0.384508790250425,"GAIR60FL.DTA","Gabon",2012
"Implant","Told About Other Methods",0.891713811401001,"GAIR60FL.DTA","Gabon",2012
"Pill","Told About Side Effects",0.541858787415525,"GAIR60FL.DTA","Gabon",2012
"IUD","Told About Side Effects",0.513635093218197,"GAIR60FL.DTA","Gabon",2012
"Injections","Told About Side Effects",0.582733107937275,"GAIR60FL.DTA","Gabon",2012
"Female Sterilization","Told About Side Effects",0.533876731757566,"GAIR60FL.DTA","Gabon",2012
"Implant","Told About Side Effects",1,"GAIR60FL.DTA","Gabon",2012
"Pill","Told What to Do About Side Effects",0.419121989849195,"GAIR60FL.DTA","Gabon",2012
"IUD","Told What to Do About Side Effects",0.513635093218197,"GAIR60FL.DTA","Gabon",2012
"Injections","Told What to Do About Side Effects",0.267500377898495,"GAIR60FL.DTA","Gabon",2012
"Female Sterilization","Told What to Do About Side Effects",0.52422002235054,"GAIR60FL.DTA","Gabon",2012
"Implant","Told What to Do About Side Effects",1,"GAIR60FL.DTA","Gabon",2012
"Total","Method Information Index",0.210783369309651,"GAIR60FL.DTA","Gabon",2012
"Total","Told About Other Methods",0.351072963064762,"GAIR60FL.DTA","Gabon",2012
"Total","Told About Side Effects",0.544674082690335,"GAIR60FL.DTA","Gabon",2012
"Total","Told What to Do About Side Effects",0.425132563399847,"GAIR60FL.DTA","Gabon",2012
"Pill","Method Information Index",0.461143084809815,"GMIR81FL.DTA","Gambia",2019
"IUD","Method Information Index",0.661850852236767,"GMIR81FL.DTA","Gambia",2019
"Injections","Method Information Index",0.508214373290638,"GMIR81FL.DTA","Gambia",2019
"Female Sterilization","Method Information Index",0.26034340207345,"GMIR81FL.DTA","Gambia",2019
"Implant","Method Information Index",0.587234190811294,"GMIR81FL.DTA","Gambia",2019
"Pill","Told About Other Methods",0.648267326156964,"GMIR81FL.DTA","Gambia",2019
"IUD","Told About Other Methods",0.666360332589747,"GMIR81FL.DTA","Gambia",2019
"Injections","Told About Other Methods",0.696764615224902,"GMIR81FL.DTA","Gambia",2019
"Female Sterilization","Told About Other Methods",0.415938654548635,"GMIR81FL.DTA","Gambia",2019
"Implant","Told About Other Methods",0.708321213485373,"GMIR81FL.DTA","Gambia",2019
"Pill","Told About Side Effects",0.573211348318082,"GMIR81FL.DTA","Gambia",2019
"IUD","Told About Side Effects",0.99549051964702,"GMIR81FL.DTA","Gambia",2019
"Injections","Told About Side Effects",0.700544738019116,"GMIR81FL.DTA","Gambia",2019
"Female Sterilization","Told About Side Effects",0.447089756459225,"GMIR81FL.DTA","Gambia",2019
"Implant","Told About Side Effects",0.78083354039845,"GMIR81FL.DTA","Gambia",2019
"Pill","Told What to Do About Side Effects",0.521228796747844,"GMIR81FL.DTA","Gambia",2019
"IUD","Told What to Do About Side Effects",0.99549051964702,"GMIR81FL.DTA","Gambia",2019
"Injections","Told What to Do About Side Effects",0.612877716454239,"GMIR81FL.DTA","Gambia",2019
"Female Sterilization","Told What to Do About Side Effects",0.447089756459225,"GMIR81FL.DTA","Gambia",2019
"Implant","Told What to Do About Side Effects",0.736903655942598,"GMIR81FL.DTA","Gambia",2019
"Total","Method Information Index",0.532578723975277,"GMIR81FL.DTA","Gambia",2019
"Total","Told About Other Methods",0.691833236647694,"GMIR81FL.DTA","Gambia",2019
"Total","Told About Side Effects",0.720755428758465,"GMIR81FL.DTA","Gambia",2019
"Total","Told What to Do About Side Effects",0.656700720094755,"GMIR81FL.DTA","Gambia",2019
"Pill","Method Information Index",0.285523454436793,"GMIR60FL.DTA","Gambia",2013
"IUD","Method Information Index",0.299012234578666,"GMIR60FL.DTA","Gambia",2013
"Injections","Method Information Index",0.347748979724931,"GMIR60FL.DTA","Gambia",2013
"Implant","Method Information Index",0.30099821247183,"GMIR60FL.DTA","Gambia",2013
"Pill","Told About Other Methods",0.613854863348343,"GMIR60FL.DTA","Gambia",2013
"IUD","Told About Other Methods",0.52686555807206,"GMIR60FL.DTA","Gambia",2013
"Injections","Told About Other Methods",0.578866777173075,"GMIR60FL.DTA","Gambia",2013
"Female Sterilization","Told About Other Methods",0.25057787298234,"GMIR60FL.DTA","Gambia",2013
"Implant","Told About Other Methods",0.65297680013037,"GMIR60FL.DTA","Gambia",2013
"Pill","Told About Side Effects",0.508309001409338,"GMIR60FL.DTA","Gambia",2013
"IUD","Told About Side Effects",0.559708572550385,"GMIR60FL.DTA","Gambia",2013
"Injections","Told About Side Effects",0.472013874051072,"GMIR60FL.DTA","Gambia",2013
"Implant","Told About Side Effects",0.504321836974391,"GMIR60FL.DTA","Gambia",2013
"Pill","Told What to Do About Side Effects",0.40183477577844,"GMIR60FL.DTA","Gambia",2013
"IUD","Told What to Do About Side Effects",0.559708572550385,"GMIR60FL.DTA","Gambia",2013
"Injections","Told What to Do About Side Effects",0.388496054014487,"GMIR60FL.DTA","Gambia",2013
"Implant","Told What to Do About Side Effects",0.419575375511793,"GMIR60FL.DTA","Gambia",2013
"Total","Method Information Index",0.323461088205495,"GMIR60FL.DTA","Gambia",2013
"Total","Told About Other Methods",0.5682032644792,"GMIR60FL.DTA","Gambia",2013
"Total","Told About Side Effects",0.48980010567983,"GMIR60FL.DTA","Gambia",2013
"Total","Told What to Do About Side Effects",0.404353032585729,"GMIR60FL.DTA","Gambia",2013
"Pill","Method Information Index",0.240920018516713,"GHIR72FL.DTA","Ghana",2014
"IUD","Method Information Index",0.781475046158576,"GHIR72FL.DTA","Ghana",2014
"Injections","Method Information Index",0.596376492727314,"GHIR72FL.DTA","Ghana",2014
"Female Sterilization","Method Information Index",0.410481275598735,"GHIR72FL.DTA","Ghana",2014
"Implant","Method Information Index",0.602549329797716,"GHIR72FL.DTA","Ghana",2014
"Pill","Told About Other Methods",0.450079365967402,"GHIR72FL.DTA","Ghana",2014
"IUD","Told About Other Methods",0.894253070589743,"GHIR72FL.DTA","Ghana",2014
"Injections","Told About Other Methods",0.781054258704247,"GHIR72FL.DTA","Ghana",2014
"Female Sterilization","Told About Other Methods",0.483677519001969,"GHIR72FL.DTA","Ghana",2014
"Implant","Told About Other Methods",0.754844459653974,"GHIR72FL.DTA","Ghana",2014
"Pill","Told About Side Effects",0.331572717696844,"GHIR72FL.DTA","Ghana",2014
"IUD","Told About Side Effects",0.889977000945492,"GHIR72FL.DTA","Ghana",2014
"Injections","Told About Side Effects",0.726092195676733,"GHIR72FL.DTA","Ghana",2014
"Female Sterilization","Told About Side Effects",0.524813791815389,"GHIR72FL.DTA","Ghana",2014
"Implant","Told About Side Effects",0.79227397791838,"GHIR72FL.DTA","Ghana",2014
"Pill","Told What to Do About Side Effects",0.266597258377295,"GHIR72FL.DTA","Ghana",2014
"IUD","Told What to Do About Side Effects",0.788987694783025,"GHIR72FL.DTA","Ghana",2014
"Injections","Told What to Do About Side Effects",0.640864577858746,"GHIR72FL.DTA","Ghana",2014
"Female Sterilization","Told What to Do About Side Effects",0.484134500579316,"GHIR72FL.DTA","Ghana",2014
"Implant","Told What to Do About Side Effects",0.682411240087744,"GHIR72FL.DTA","Ghana",2014
"Total","Method Information Index",0.503692324685656,"GHIR72FL.DTA","Ghana",2014
"Total","Told About Other Methods",0.676873345720844,"GHIR72FL.DTA","Ghana",2014
"Total","Told About Side Effects",0.637169827128972,"GHIR72FL.DTA","Ghana",2014
"Total","Told What to Do About Side Effects",0.553077677841291,"GHIR72FL.DTA","Ghana",2014
"Pill","Method Information Index",0.363795841132866,"GUIR71FL.DTA","Guatemala",2014
"IUD","Method Information Index",0.615236151791764,"GUIR71FL.DTA","Guatemala",2014
"Injections","Method Information Index",0.331811827079961,"GUIR71FL.DTA","Guatemala",2014
"Female Sterilization","Method Information Index",0.223038731131959,"GUIR71FL.DTA","Guatemala",2014
"Implant","Method Information Index",0.582965168674077,"GUIR71FL.DTA","Guatemala",2014
"Pill","Told About Other Methods",0.701890687609892,"GUIR71FL.DTA","Guatemala",2014
"IUD","Told About Other Methods",0.8512747777293,"GUIR71FL.DTA","Guatemala",2014
"Injections","Told About Other Methods",0.700563444323473,"GUIR71FL.DTA","Guatemala",2014
"Female Sterilization","Told About Other Methods",0.510442033101567,"GUIR71FL.DTA","Guatemala",2014
"Implant","Told About Other Methods",0.812468884820058,"GUIR71FL.DTA","Guatemala",2014
"Pill","Told About Side Effects",0.539920061375869,"GUIR71FL.DTA","Guatemala",2014
"IUD","Told About Side Effects",0.772119974911114,"GUIR71FL.DTA","Guatemala",2014
"Injections","Told About Side Effects",0.51751436863287,"GUIR71FL.DTA","Guatemala",2014
"Female Sterilization","Told About Side Effects",0.390473656171752,"GUIR71FL.DTA","Guatemala",2014
"Implant","Told About Side Effects",0.767918616041812,"GUIR71FL.DTA","Guatemala",2014
"Pill","Told What to Do About Side Effects",0.390172159753589,"GUIR71FL.DTA","Guatemala",2014
"IUD","Told What to Do About Side Effects",0.68128536165666,"GUIR71FL.DTA","Guatemala",2014
"Injections","Told What to Do About Side Effects",0.370885522844925,"GUIR71FL.DTA","Guatemala",2014
"Female Sterilization","Told What to Do About Side Effects",0.275737112820375,"GUIR71FL.DTA","Guatemala",2014
"Implant","Told What to Do About Side Effects",0.670637248091603,"GUIR71FL.DTA","Guatemala",2014
"Total","Method Information Index",0.326622419728489,"GUIR71FL.DTA","Guatemala",2014
"Total","Told About Other Methods",0.652380429915537,"GUIR71FL.DTA","Guatemala",2014
"Total","Told About Side Effects",0.504274304544972,"GUIR71FL.DTA","Guatemala",2014
"Total","Told What to Do About Side Effects",0.372954668546343,"GUIR71FL.DTA","Guatemala",2014
"Pill","Method Information Index",0.283268070594242,"GNIR71FL.DTA","Guinea",2018
"IUD","Method Information Index",0.358493741402038,"GNIR71FL.DTA","Guinea",2018
"Injections","Method Information Index",0.338136675386233,"GNIR71FL.DTA","Guinea",2018
"Female Sterilization","Method Information Index",0.161364334629056,"GNIR71FL.DTA","Guinea",2018
"Implant","Method Information Index",0.363623648246283,"GNIR71FL.DTA","Guinea",2018
"Pill","Told About Other Methods",0.486942370168595,"GNIR71FL.DTA","Guinea",2018
"IUD","Told About Other Methods",0.813885124484336,"GNIR71FL.DTA","Guinea",2018
"Injections","Told About Other Methods",0.657974246657899,"GNIR71FL.DTA","Guinea",2018
"Female Sterilization","Told About Other Methods",0.494433370717022,"GNIR71FL.DTA","Guinea",2018
"Implant","Told About Other Methods",0.572453248238595,"GNIR71FL.DTA","Guinea",2018
"Pill","Told About Side Effects",0.442919972738613,"GNIR71FL.DTA","Guinea",2018
"IUD","Told About Side Effects",0.543900877255461,"GNIR71FL.DTA","Guinea",2018
"Injections","Told About Side Effects",0.516333533604581,"GNIR71FL.DTA","Guinea",2018
"Female Sterilization","Told About Side Effects",0.446814122796917,"GNIR71FL.DTA","Guinea",2018
"Implant","Told About Side Effects",0.586490707688261,"GNIR71FL.DTA","Guinea",2018
"Pill","Told What to Do About Side Effects",0.378692031178321,"GNIR71FL.DTA","Guinea",2018
"IUD","Told What to Do About Side Effects",0.465582057075159,"GNIR71FL.DTA","Guinea",2018
"Injections","Told What to Do About Side Effects",0.436674195880763,"GNIR71FL.DTA","Guinea",2018
"Female Sterilization","Told What to Do About Side Effects",0.446814122796917,"GNIR71FL.DTA","Guinea",2018
"Implant","Told What to Do About Side Effects",0.517607953068762,"GNIR71FL.DTA","Guinea",2018
"Total","Method Information Index",0.331202382020344,"GNIR71FL.DTA","Guinea",2018
"Total","Told About Other Methods",0.589736690110369,"GNIR71FL.DTA","Guinea",2018
"Total","Told About Side Effects",0.520028130253753,"GNIR71FL.DTA","Guinea",2018
"Total","Told What to Do About Side Effects",0.44887282705042,"GNIR71FL.DTA","Guinea",2018
"Pill","Method Information Index",0.293209733556332,"GNIR62FL.DTA","Guinea",2012
"IUD","Method Information Index",0.684464775607392,"GNIR62FL.DTA","Guinea",2012
"Injections","Method Information Index",0.313025558806428,"GNIR62FL.DTA","Guinea",2012
"Female Sterilization","Method Information Index",0.125556864916151,"GNIR62FL.DTA","Guinea",2012
"Implant","Method Information Index",0.601369504643665,"GNIR62FL.DTA","Guinea",2012
"Pill","Told About Other Methods",0.529550949140007,"GNIR62FL.DTA","Guinea",2012
"IUD","Told About Other Methods",0.921159246209259,"GNIR62FL.DTA","Guinea",2012
"Injections","Told About Other Methods",0.419289220199536,"GNIR62FL.DTA","Guinea",2012
"Female Sterilization","Told About Other Methods",0.125556864916151,"GNIR62FL.DTA","Guinea",2012
"Implant","Told About Other Methods",1,"GNIR62FL.DTA","Guinea",2012
"Pill","Told About Side Effects",0.445564096987349,"GNIR62FL.DTA","Guinea",2012
"IUD","Told About Side Effects",0.711475838973273,"GNIR62FL.DTA","Guinea",2012
"Injections","Told About Side Effects",0.551644774837655,"GNIR62FL.DTA","Guinea",2012
"Female Sterilization","Told About Side Effects",0.334261137905566,"GNIR62FL.DTA","Guinea",2012
"Implant","Told About Side Effects",0.601369504643665,"GNIR62FL.DTA","Guinea",2012
"Pill","Told What to Do About Side Effects",0.368676481398016,"GNIR62FL.DTA","Guinea",2012
"IUD","Told What to Do About Side Effects",0.684464775607392,"GNIR62FL.DTA","Guinea",2012
"Injections","Told What to Do About Side Effects",0.482650608118536,"GNIR62FL.DTA","Guinea",2012
"Female Sterilization","Told What to Do About Side Effects",0.334261137905566,"GNIR62FL.DTA","Guinea",2012
"Implant","Told What to Do About Side Effects",0.601369504643665,"GNIR62FL.DTA","Guinea",2012
"Total","Method Information Index",0.327439023560291,"GNIR62FL.DTA","Guinea",2012
"Total","Told About Other Methods",0.508098506437061,"GNIR62FL.DTA","Guinea",2012
"Total","Told About Side Effects",0.508069717736164,"GNIR62FL.DTA","Guinea",2012
"Total","Told What to Do About Side Effects",0.44070662309798,"GNIR62FL.DTA","Guinea",2012
"Pill","Method Information Index",0.206285685513612,"HNIR62FL.DTA","Honduras",2011
"IUD","Method Information Index",0.509310902468052,"HNIR62FL.DTA","Honduras",2011
"Injections","Method Information Index",0.271096186607773,"HNIR62FL.DTA","Honduras",2011
"Female Sterilization","Method Information Index",0.155795069320761,"HNIR62FL.DTA","Honduras",2011
"Implant","Method Information Index",0,"HNIR62FL.DTA","Honduras",2011
"Pill","Told About Other Methods",0.574697419629961,"HNIR62FL.DTA","Honduras",2011
"IUD","Told About Other Methods",0.822823506213447,"HNIR62FL.DTA","Honduras",2011
"Injections","Told About Other Methods",0.685793504135077,"HNIR62FL.DTA","Honduras",2011
"Female Sterilization","Told About Other Methods",0.4231052210971,"HNIR62FL.DTA","Honduras",2011
"Implant","Told About Other Methods",0,"HNIR62FL.DTA","Honduras",2011
"Pill","Told About Side Effects",0.364219429796476,"HNIR62FL.DTA","Honduras",2011
"IUD","Told About Side Effects",0.672804094660315,"HNIR62FL.DTA","Honduras",2011
"Injections","Told About Side Effects",0.448278969538944,"HNIR62FL.DTA","Honduras",2011
"Female Sterilization","Told About Side Effects",0.334327526768954,"HNIR62FL.DTA","Honduras",2011
"Implant","Told About Side Effects",1,"HNIR62FL.DTA","Honduras",2011
"Pill","Told What to Do About Side Effects",0.249892699760946,"HNIR62FL.DTA","Honduras",2011
"IUD","Told What to Do About Side Effects",0.572819591436708,"HNIR62FL.DTA","Honduras",2011
"Injections","Told What to Do About Side Effects",0.308390934059733,"HNIR62FL.DTA","Honduras",2011
"Female Sterilization","Told What to Do About Side Effects",0.228632511448052,"HNIR62FL.DTA","Honduras",2011
"Implant","Told What to Do About Side Effects",0,"HNIR62FL.DTA","Honduras",2011
"Total","Method Information Index",0.256708608972784,"HNIR62FL.DTA","Honduras",2011
"Total","Told About Other Methods",0.612084960258502,"HNIR62FL.DTA","Honduras",2011
"Total","Told About Side Effects",0.427929182415603,"HNIR62FL.DTA","Honduras",2011
"Total","Told What to Do About Side Effects",0.307302166252581,"HNIR62FL.DTA","Honduras",2011
"Pill","Method Information Index",0.491900114366901,"IAIR7DFL.DTA","India",2019
"IUD","Method Information Index",0.571064224002818,"IAIR7DFL.DTA","India",2019
"Injections","Method Information Index",0.570569892655132,"IAIR7DFL.DTA","India",2019
"Female Sterilization","Method Information Index",0.422544347033186,"IAIR7DFL.DTA","India",2019
"Pill","Told About Other Methods",0.69131999322032,"IAIR7DFL.DTA","India",2019
"IUD","Told About Other Methods",0.729431949550824,"IAIR7DFL.DTA","India",2019
"Injections","Told About Other Methods",0.779599103585269,"IAIR7DFL.DTA","India",2019
"Female Sterilization","Told About Other Methods",0.592666525669142,"IAIR7DFL.DTA","India",2019
"Pill","Told About Side Effects",0.592360807334021,"IAIR7DFL.DTA","India",2019
"IUD","Told About Side Effects",0.701649127266556,"IAIR7DFL.DTA","India",2019
"Injections","Told About Side Effects",0.703929767717525,"IAIR7DFL.DTA","India",2019
"Female Sterilization","Told About Side Effects",0.547304366839665,"IAIR7DFL.DTA","India",2019
"Pill","Told What to Do About Side Effects",0.524717007011305,"IAIR7DFL.DTA","India",2019
"IUD","Told What to Do About Side Effects",0.634193597727001,"IAIR7DFL.DTA","India",2019
"Injections","Told What to Do About Side Effects",0.616847137694883,"IAIR7DFL.DTA","India",2019
"Female Sterilization","Told What to Do About Side Effects",0.482102176139633,"IAIR7DFL.DTA","India",2019
"Total","Method Information Index",0.459561763278922,"IAIR7DFL.DTA","India",2019
"Total","Told About Other Methods",0.651434139873137,"IAIR7DFL.DTA","India",2019
"Total","Told About Side Effects",0.579695787521303,"IAIR7DFL.DTA","India",2019
"Total","Told What to Do About Side Effects",0.512996964473487,"IAIR7DFL.DTA","India",2019
"Pill","Method Information Index",0.390657709089969,"IAIR73FL.DTA","India",2015
"IUD","Method Information Index",0.489644248127618,"IAIR73FL.DTA","India",2015
"Injections","Method Information Index",0.339921436830083,"IAIR73FL.DTA","India",2015
"Female Sterilization","Method Information Index",0.281154553886986,"IAIR73FL.DTA","India",2015
"Pill","Told About Other Methods",0.592121552985226,"IAIR73FL.DTA","India",2015
"IUD","Told About Other Methods",0.669947668576466,"IAIR73FL.DTA","India",2015
