"Method","Freq","SurveyName","Country","StartYear"
"Periodic Abstinence",0.0902169827778432,"IAIR7DFL.DTA","India",2019
"Withdrawal",0.0583354601283127,"IAIR7DFL.DTA","India",2019
"Other Traditional Method",0.0000148581264152114,"IAIR7DFL.DTA","India",2019
"Lactational Amenorrhea",0.0106553665274994,"IAIR7DFL.DTA","India",2019
"Female Condom",0.000461992032587512,"IAIR7DFL.DTA","India",2019
"Foam Or Jelly",0.0000465373677877587,"IAIR7DFL.DTA","India",2019
"Emergency Contraception",0.000825108911021695,"IAIR7DFL.DTA","India",2019
"Other Modern Method",0.000000730664696807598,"IAIR7DFL.DTA","India",2019
"Standard Days Method",0.00279457286662475,"IAIR7DFL.DTA","India",2019
"Pill",0.0729779877564888,"IAIR73FL.DTA","India",2015
"IUD",0.0276893788968949,"IAIR73FL.DTA","India",2015
"Injections",0.00330988244345121,"IAIR73FL.DTA","India",2015
"Diaphragm",0.00000402790617192996,"IAIR73FL.DTA","India",2015
"Male Condom",0.102034357934294,"IAIR73FL.DTA","India",2015
"Female Sterilization",0.68290625566258,"IAIR73FL.DTA","India",2015
"Male Sterilization",0.00497016687891131,"IAIR73FL.DTA","India",2015
"Periodic Abstinence",0.0633223700382195,"IAIR73FL.DTA","India",2015
"Withdrawal",0.0406660467065983,"IAIR73FL.DTA","India",2015
"Lactational Amenorrhea",0.00142808740359462,"IAIR73FL.DTA","India",2015
"Female Condom",0.000475655402617821,"IAIR73FL.DTA","India",2015
"Foam Or Jelly",0.0000703495479715852,"IAIR73FL.DTA","India",2015
"Standard Days Method",0.000145433422206382,"IAIR73FL.DTA","India",2015
"Pill",0.18995090978925,"IDIR71FL.DTA","Indonesia",2017
"IUD",0.0751823173134118,"IDIR71FL.DTA","Indonesia",2017
"Injections",0.387610563478719,"IDIR71FL.DTA","Indonesia",2017
"Male Condom",0.0399116056844058,"IDIR71FL.DTA","Indonesia",2017
"Female Sterilization",0.0601379772753132,"IDIR71FL.DTA","Indonesia",2017
"Male Sterilization",0.00264231567565536,"IDIR71FL.DTA","Indonesia",2017
"Periodic Abstinence",0.0298962028328313,"IDIR71FL.DTA","Indonesia",2017
"Withdrawal",0.0664406686321666,"IDIR71FL.DTA","Indonesia",2017
"Other Traditional Method",0.00431084258705162,"IDIR71FL.DTA","Indonesia",2017
"Implant",0.0747981611057487,"IDIR71FL.DTA","Indonesia",2017
"Lactational Amenorrhea",0.0014271025106065,"IDIR71FL.DTA","Indonesia",2017
"Other Modern Method",0.000255582728112411,"IDIR71FL.DTA","Indonesia",2017
"Injection 1 Months",0.0674357503867281,"IDIR71FL.DTA","Indonesia",2017
"Pill",0.218233231630485,"IDIR63FL.DTA","Indonesia",2012
"IUD",0.0649448032691258,"IDIR63FL.DTA","Indonesia",2012
"Injections",0.51346730606812,"IDIR63FL.DTA","Indonesia",2012
"Male Condom",0.0283785082591137,"IDIR63FL.DTA","Indonesia",2012
"Female Sterilization",0.0535366836406682,"IDIR63FL.DTA","Indonesia",2012
"Male Sterilization",0.00249079455419518,"IDIR63FL.DTA","Indonesia",2012
"Periodic Abstinence",0.0210599151780682,"IDIR63FL.DTA","Indonesia",2012
"Withdrawal",0.0375274420728452,"IDIR63FL.DTA","Indonesia",2012
"Other Traditional Method",0.00602448708844816,"IDIR63FL.DTA","Indonesia",2012
"Implant",0.0535385871772056,"IDIR63FL.DTA","Indonesia",2012
"Lactational Amenorrhea",0.000738746783381755,"IDIR63FL.DTA","Indonesia",2012
"Other Modern Method",0.0000594942783428186,"IDIR63FL.DTA","Indonesia",2012
"Pill",0.151079477457906,"JOIR72FL.DTA","Jordan",2017
"IUD",0.401401471519018,"JOIR72FL.DTA","Jordan",2017
"Injections",0.0147313225519025,"JOIR72FL.DTA","Jordan",2017
"Male Condom",0.0991670204111005,"JOIR72FL.DTA","Jordan",2017
"Female Sterilization",0.0296399025243737,"JOIR72FL.DTA","Jordan",2017
"Male Sterilization",0.0000702343311492545,"JOIR72FL.DTA","Jordan",2017
"Periodic Abstinence",0.0257561307878004,"JOIR72FL.DTA","Jordan",2017
"Withdrawal",0.251170103254026,"JOIR72FL.DTA","Jordan",2017
"Implant",0.00536836428079963,"JOIR72FL.DTA","Jordan",2017
"Lactational Amenorrhea",0.0208182947595083,"JOIR72FL.DTA","Jordan",2017
"Female Condom",0.000797678122416044,"JOIR72FL.DTA","Jordan",2017
"Pill",0.132531323090654,"JOIR6CFL.DTA","Jordan",2012
"IUD",0.347935882444736,"JOIR6CFL.DTA","Jordan",2012
"Injections",0.0152440032186892,"JOIR6CFL.DTA","Jordan",2012
"Male Condom",0.128742728355128,"JOIR6CFL.DTA","Jordan",2012
"Female Sterilization",0.0372211397420471,"JOIR6CFL.DTA","Jordan",2012
"Periodic Abstinence",0.0577068491313825,"JOIR6CFL.DTA","Jordan",2012
"Withdrawal",0.234034462860297,"JOIR6CFL.DTA","Jordan",2012
"Other",0.0161958771079144,"JOIR6CFL.DTA","Jordan",2012
"Implant",0.00532082260143062,"JOIR6CFL.DTA","Jordan",2012
"Lactational Amenorrhea",0.0216424268703558,"JOIR6CFL.DTA","Jordan",2012
"Other Modern Method",0.00342448457736484,"JOIR6CFL.DTA","Jordan",2012
"Pill",0.128673790154427,"KEIR72FL.DTA","Kenya",2014
"IUD",0.0538122863447729,"KEIR72FL.DTA","Kenya",2014
"Injections",0.439470747582756,"KEIR72FL.DTA","Kenya",2014
"Male Condom",0.0736501200148599,"KEIR72FL.DTA","Kenya",2014
"Female Sterilization",0.0522188050657904,"KEIR72FL.DTA","Kenya",2014
"Male Sterilization",0.000397853891456339,"KEIR72FL.DTA","Kenya",2014
"Periodic Abstinence",0.065691424650597,"KEIR72FL.DTA","Kenya",2014
"Withdrawal",0.0102950616645344,"KEIR72FL.DTA","Kenya",2014
"Other",0.00527258273576532,"KEIR72FL.DTA","Kenya",2014
"Implant",0.167190217509121,"KEIR72FL.DTA","Kenya",2014
"Lactational Amenorrhea",0.00130628898445034,"KEIR72FL.DTA","Kenya",2014
"Female Condom",0.000958581552729144,"KEIR72FL.DTA","Kenya",2014
"Other Modern Method",0.00106223984873938,"KEIR72FL.DTA","Kenya",2014
"Pill",0.0438708625054808,"KYIR61FL.DTA","Kyrgyz Republic",2012
"IUD",0.598530859519505,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Injections",0.013145389867357,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Male Condom",0.218658440641913,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Female Sterilization",0.0462704116408765,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Periodic Abstinence",0.00652515198962006,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Withdrawal",0.0634545446988091,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Other",0.00136761131568702,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Lactational Amenorrhea",0.0057400757967498,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Foam Or Jelly",0.000665032031585487,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Other Modern Method",0.00177161999241661,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Pill",0.186122004256953,"LSIR71FL.DTA","Lesotho",2014
"IUD",0.0195415705352198,"LSIR71FL.DTA","Lesotho",2014
"Injections",0.345013078580059,"LSIR71FL.DTA","Lesotho",2014
"Male Condom",0.388818933607555,"LSIR71FL.DTA","Lesotho",2014
"Female Sterilization",0.0225538928137694,"LSIR71FL.DTA","Lesotho",2014
"Male Sterilization",0.000780830889625387,"LSIR71FL.DTA","Lesotho",2014
"Periodic Abstinence",0.00276515906597188,"LSIR71FL.DTA","Lesotho",2014
"Withdrawal",0.00424740757384503,"LSIR71FL.DTA","Lesotho",2014
"Other",0.000150665738145432,"LSIR71FL.DTA","Lesotho",2014
"Implant",0.0250544704430652,"LSIR71FL.DTA","Lesotho",2014
"Female Condom",0.00495198649579061,"LSIR71FL.DTA","Lesotho",2014
"Pill",0.117753790518778,"LBIR7AFL.DTA","Liberia",2019
"IUD",0.00332341633350436,"LBIR7AFL.DTA","Liberia",2019
"Injections",0.578534861168632,"LBIR7AFL.DTA","Liberia",2019
"Male Condom",0.0554145923400099,"LBIR7AFL.DTA","Liberia",2019
"Female Sterilization",0.00540996410191846,"LBIR7AFL.DTA","Liberia",2019
"Periodic Abstinence",0.0201619090643169,"LBIR7AFL.DTA","Liberia",2019
"Withdrawal",0.0158014643239221,"LBIR7AFL.DTA","Liberia",2019
"Implant",0.190674132437931,"LBIR7AFL.DTA","Liberia",2019
"Lactational Amenorrhea",0.00344794561971095,"LBIR7AFL.DTA","Liberia",2019
"Emergency Contraception",0.00298550348780893,"LBIR7AFL.DTA","Liberia",2019
"Other Modern Method",0.00232759253583726,"LBIR7AFL.DTA","Liberia",2019
"Standard Days Method",0.00416482806763071,"LBIR7AFL.DTA","Liberia",2019
"Pill",0.201106626969768,"LBIR6AFL.DTA","Liberia",2013
"IUD",0.00210374185907046,"LBIR6AFL.DTA","Liberia",2013
"Injections",0.573220317807148,"LBIR6AFL.DTA","Liberia",2013
"Male Condom",0.0474422571073555,"LBIR6AFL.DTA","Liberia",2013
"Female Sterilization",0.00881696033747942,"LBIR6AFL.DTA","Liberia",2013
"Periodic Abstinence",0.0533907663204761,"LBIR6AFL.DTA","Liberia",2013
"Withdrawal",0.00159625609898603,"LBIR6AFL.DTA","Liberia",2013
"Other",0.000809128648390211,"LBIR6AFL.DTA","Liberia",2013
"Implant",0.105205265040175,"LBIR6AFL.DTA","Liberia",2013
"Lactational Amenorrhea",0.000128142703923824,"LBIR6AFL.DTA","Liberia",2013
"Other Modern Method",0.0048212883410509,"LBIR6AFL.DTA","Liberia",2013
"Standard Days Method",0.00135924876617692,"LBIR6AFL.DTA","Liberia",2013
"Pill",0.0700955461192692,"MDIR81FL.DTA","Madagascar",2021
"IUD",0.0134968008934168,"MDIR81FL.DTA","Madagascar",2021
"Injections",0.532153404631043,"MDIR81FL.DTA","Madagascar",2021
"Male Condom",0.0145650484357104,"MDIR81FL.DTA","Madagascar",2021
"Female Sterilization",0.0203403853208681,"MDIR81FL.DTA","Madagascar",2021
"Periodic Abstinence",0.125509913577872,"MDIR81FL.DTA","Madagascar",2021
"Withdrawal",0.0198558662475043,"MDIR81FL.DTA","Madagascar",2021
"Other Traditional Method",0.00366955955491014,"MDIR81FL.DTA","Madagascar",2021
"Implant",0.183813685767813,"MDIR81FL.DTA","Madagascar",2021
"Lactational Amenorrhea",0.00598170386166056,"MDIR81FL.DTA","Madagascar",2021
"Emergency Contraception",0.000330782419836167,"MDIR81FL.DTA","Madagascar",2021
"Other Modern Method",0.000221555816023634,"MDIR81FL.DTA","Madagascar",2021
"Standard Days Method",0.00996574735407165,"MDIR81FL.DTA","Madagascar",2021
"Pill",0.0378426360334725,"MWIR7AFL.DTA","Malawi",2015
"IUD",0.0174777060197613,"MWIR7AFL.DTA","Malawi",2015
"Injections",0.489561968396449,"MWIR7AFL.DTA","Malawi",2015
"Male Condom",0.0559114544186761,"MWIR7AFL.DTA","Malawi",2015
"Female Sterilization",0.18111099265902,"MWIR7AFL.DTA","Malawi",2015
"Male Sterilization",0.0016358976028921,"MWIR7AFL.DTA","Malawi",2015
"Periodic Abstinence",0.00405198472313289,"MWIR7AFL.DTA","Malawi",2015
"Withdrawal",0.00802597094357987,"MWIR7AFL.DTA","Malawi",2015
"Other Traditional Method",0.00535159541215401,"MWIR7AFL.DTA","Malawi",2015
"Implant",0.194931883764257,"MWIR7AFL.DTA","Malawi",2015
"Lactational Amenorrhea",0.00158047731336542,"MWIR7AFL.DTA","Malawi",2015
"Female Condom",0.000629906461790105,"MWIR7AFL.DTA","Malawi",2015
"Emergency Contraception",0.000870352280345429,"MWIR7AFL.DTA","Malawi",2015
"Other Modern Method",0.000177495175606853,"MWIR7AFL.DTA","Malawi",2015
"Standard Days Method",0.000839678795496608,"MWIR7AFL.DTA","Malawi",2015
"Pill",0.118987410324163,"MVIR71FL.DTA","Maldives",2016
"IUD",0.0228549043653827,"MVIR71FL.DTA","Maldives",2016
"Injections",0.0421470130488098,"MVIR71FL.DTA","Maldives",2016
"Male Condom",0.33553493867948,"MVIR71FL.DTA","Maldives",2016
"Female Sterilization",0.247254896987478,"MVIR71FL.DTA","Maldives",2016
"Male Sterilization",0.00734811059700454,"MVIR71FL.DTA","Maldives",2016
"Periodic Abstinence",0.0281274876387914,"MVIR71FL.DTA","Maldives",2016
"Withdrawal",0.173240931629851,"MVIR71FL.DTA","Maldives",2016
"Implant",0.0174304107879365,"MVIR71FL.DTA","Maldives",2016
"Other Modern Method",0.00106308659356952,"MVIR71FL.DTA","Maldives",2016
"Standard Days Method",0.00601080934753308,"MVIR71FL.DTA","Maldives",2016
"Pill",0.118562206270853,"MLIR7HFL.DTA","Mali",2018
"IUD",0.0571664440582089,"MLIR7HFL.DTA","Mali",2018
"Injections",0.324399772428057,"MLIR7HFL.DTA","Mali",2018
"Male Condom",0.0075401796721006,"MLIR7HFL.DTA","Mali",2018
"Female Sterilization",0.0185940394805433,"MLIR7HFL.DTA","Mali",2018
"Periodic Abstinence",0.00595458708937964,"MLIR7HFL.DTA","Mali",2018
"Withdrawal",0.0178201169263754,"MLIR7HFL.DTA","Mali",2018
"Other Traditional Method",0.0231436040244234,"MLIR7HFL.DTA","Mali",2018
"Implant",0.417475758444291,"MLIR7HFL.DTA","Mali",2018
"Lactational Amenorrhea",0.00641852120549832,"MLIR7HFL.DTA","Mali",2018
"Female Condom",0.000300867189684381,"MLIR7HFL.DTA","Mali",2018
"Standard Days Method",0.00262390321058562,"MLIR7HFL.DTA","Mali",2018
"Pill",0.264873904640035,"MLIR6AFL.DTA","Mali",2012
"IUD",0.0327331636503437,"MLIR6AFL.DTA","Mali",2012
"Injections",0.382172661384168,"MLIR6AFL.DTA","Mali",2012
"Diaphragm",0.00278317657563721,"MLIR6AFL.DTA","Mali",2012
"Male Condom",0.0194829368423366,"MLIR6AFL.DTA","Mali",2012
"Female Sterilization",0.00871361545630241,"MLIR6AFL.DTA","Mali",2012
"Male Sterilization",0.00359252808594963,"MLIR6AFL.DTA","Mali",2012
"Periodic Abstinence",0.00366806131373068,"MLIR6AFL.DTA","Mali",2012
"Withdrawal",0.00023309900275595,"MLIR6AFL.DTA","Mali",2012
"Other",0.0328605589509929,"MLIR6AFL.DTA","Mali",2012
"Implant",0.238283807456988,"MLIR6AFL.DTA","Mali",2012
"Lactational Amenorrhea",0.000485703643891334,"MLIR6AFL.DTA","Mali",2012
"Female Condom",0.00062860706947312,"MLIR6AFL.DTA","Mali",2012
"Other Modern Method",0.00368885049569282,"MLIR6AFL.DTA","Mali",2012
"Standard Days Method",0.00579932543170208,"MLIR6AFL.DTA","Mali",2012
"Pill",0.481591645288975,"MRIR71FL.DTA","Mauritania",2019
"IUD",0.00939811558935827,"MRIR71FL.DTA","Mauritania",2019
"Injections",0.22188377794614,"MRIR71FL.DTA","Mauritania",2019
"Male Condom",0.032669547687954,"MRIR71FL.DTA","Mauritania",2019
"Periodic Abstinence",0.00342787434419513,"MRIR71FL.DTA","Mauritania",2019
"Withdrawal",0.0935119674449859,"MRIR71FL.DTA","Mauritania",2019
"Other Traditional Method",0.00607608556437443,"MRIR71FL.DTA","Mauritania",2019
"Implant",0.143933216696039,"MRIR71FL.DTA","Mauritania",2019
"Lactational Amenorrhea",0.00550244379809667,"MRIR71FL.DTA","Mauritania",2019
"Female Condom",0.000505987668293522,"MRIR71FL.DTA","Mauritania",2019
"Other Modern Method",0.0004946894310812,"MRIR71FL.DTA","Mauritania",2019
"Standard Days Method",0.00100464854050792,"MRIR71FL.DTA","Mauritania",2019
"Pill",0.345654331405958,"MZIR62FL.DTA","Mozambique",2011
"IUD",0.0121728467695994,"MZIR62FL.DTA","Mozambique",2011
"Injections",0.349192928817738,"MZIR62FL.DTA","Mozambique",2011
"Male Condom",0.238999442283395,"MZIR62FL.DTA","Mozambique",2011
"Female Sterilization",0.0138280558958152,"MZIR62FL.DTA","Mozambique",2011
"Periodic Abstinence",0.00719830686621071,"MZIR62FL.DTA","Mozambique",2011
"Withdrawal",0.00449601237264698,"MZIR62FL.DTA","Mozambique",2011
"Other",0.00863392072838236,"MZIR62FL.DTA","Mozambique",2011
"Implant",0.0012402227166891,"MZIR62FL.DTA","Mozambique",2011
"Lactational Amenorrhea",0.0101115324886519,"MZIR62FL.DTA","Mozambique",2011
"Female Condom",0.00788953080280768,"MZIR62FL.DTA","Mozambique",2011
"Other Modern Method",0.00058286885210521,"MZIR62FL.DTA","Mozambique",2011
"Pill",0.0870480919843049,"NPIR7HFL.DTA","Nepal",2016
"IUD",0.0267705835261663,"NPIR7HFL.DTA","Nepal",2016
"Injections",0.16833246630534,"NPIR7HFL.DTA","Nepal",2016
"Male Condom",0.0800659356761479,"NPIR7HFL.DTA","Nepal",2016
"Female Sterilization",0.284508911364927,"NPIR7HFL.DTA","Nepal",2016
"Male Sterilization",0.103858982867234,"NPIR7HFL.DTA","Nepal",2016
"Periodic Abstinence",0.0198146441987904,"NPIR7HFL.DTA","Nepal",2016
"Withdrawal",0.164537501690459,"NPIR7HFL.DTA","Nepal",2016
"Other Traditional Method",0.000983428214710749,"NPIR7HFL.DTA","Nepal",2016
"Implant",0.0627276538793,"NPIR7HFL.DTA","Nepal",2016
"Lactational Amenorrhea",0.000131585951575766,"NPIR7HFL.DTA","Nepal",2016
"Emergency Contraception",0.00122021434104462,"NPIR7HFL.DTA","Nepal",2016
"Pill",0.082662502350112,"NPIR60FL.DTA","Nepal",2011
"IUD",0.0256886166036022,"NPIR60FL.DTA","Nepal",2011
"Injections",0.182264555558443,"NPIR60FL.DTA","Nepal",2011
"Male Condom",0.0870430939162792,"NPIR60FL.DTA","Nepal",2011
"Female Sterilization",0.311307672393877,"NPIR60FL.DTA","Nepal",2011
"Male Sterilization",0.157096497474274,"NPIR60FL.DTA","Nepal",2011
"Periodic Abstinence",0.022795197116496,"NPIR60FL.DTA","Nepal",2011
"Withdrawal",0.106543382607054,"NPIR60FL.DTA","Nepal",2011
"Other",0.000799530267194985,"NPIR60FL.DTA","Nepal",2011
"Implant",0.0235217925597841,"NPIR60FL.DTA","Nepal",2011
"Other Modern Method",0.00027715915288409,"NPIR60FL.DTA","Nepal",2011
"Pill",0.399463662828316,"NIIR61FL.DTA","Niger",2012
"IUD",0.00484265513223682,"NIIR61FL.DTA","Niger",2012
"Injections",0.153771095346849,"NIIR61FL.DTA","Niger",2012
"Male Condom",0.00718059301449886,"NIIR61FL.DTA","Niger",2012
"Female Sterilization",0.00960856943118898,"NIIR61FL.DTA","Niger",2012
"Periodic Abstinence",0.00731293844068806,"NIIR61FL.DTA","Niger",2012
"Withdrawal",0.000758542481855212,"NIIR61FL.DTA","Niger",2012
"Other",0.112401323390315,"NIIR61FL.DTA","Niger",2012
"Implant",0.0222484003433306,"NIIR61FL.DTA","Niger",2012
"Lactational Amenorrhea",0.279463529457012,"NIIR61FL.DTA","Niger",2012
"Female Condom",0.000773762897671466,"NIIR61FL.DTA","Niger",2012
"Other Modern Method",0.00217492723603892,"NIIR61FL.DTA","Niger",2012
"Pill",0.0809333274807591,"NGIR7AFL.DTA","Nigeria",2018
"IUD",0.0412411181423515,"NGIR7AFL.DTA","Nigeria",2018
"Injections",0.168340477735175,"NGIR7AFL.DTA","Nigeria",2018
"Male Condom",0.174902752264834,"NGIR7AFL.DTA","Nigeria",2018
"Female Sterilization",0.0122182606655154,"NGIR7AFL.DTA","Nigeria",2018
"Periodic Abstinence",0.08185531743402,"NGIR7AFL.DTA","Nigeria",2018
"Withdrawal",0.144132052300441,"NGIR7AFL.DTA","Nigeria",2018
"Other Traditional Method",0.0388796698136861,"NGIR7AFL.DTA","Nigeria",2018
"Implant",0.175690939449183,"NGIR7AFL.DTA","Nigeria",2018
"Lactational Amenorrhea",0.0578657784765753,"NGIR7AFL.DTA","Nigeria",2018
"Female Condom",0.000853467080355481,"NGIR7AFL.DTA","Nigeria",2018
"Emergency Contraception",0.0173605460512296,"NGIR7AFL.DTA","Nigeria",2018
"Other Modern Method",0.00404232714721403,"NGIR7AFL.DTA","Nigeria",2018
"Standard Days Method",0.00168396595866127,"NGIR7AFL.DTA","Nigeria",2018
"Pill",0.116289566271585,"NGIR6AFL.DTA","Nigeria",2013
"IUD",0.0516491384765433,"NGIR6AFL.DTA","Nigeria",2013
"Injections",0.154714387702583,"NGIR6AFL.DTA","Nigeria",2013
"Diaphragm",0.00163135164260646,"NGIR6AFL.DTA","Nigeria",2013
"Male Condom",0.284448050619736,"NGIR6AFL.DTA","Nigeria",2013
"Female Sterilization",0.0167859254049314,"NGIR6AFL.DTA","Nigeria",2013
"Male Sterilization",0.000277750856045999,"NGIR6AFL.DTA","Nigeria",2013
"Periodic Abstinence",0.127396681842906,"NGIR6AFL.DTA","Nigeria",2013
"Withdrawal",0.135023297194901,"NGIR6AFL.DTA","Nigeria",2013
"Other",0.0401791643684833,"NGIR6AFL.DTA","Nigeria",2013
"Implant",0.0179739174567773,"NGIR6AFL.DTA","Nigeria",2013
"Lactational Amenorrhea",0.0205419167711645,"NGIR6AFL.DTA","Nigeria",2013
"Female Condom",0.000827993404279376,"NGIR6AFL.DTA","Nigeria",2013
"Foam Or Jelly",0.0000595483948831629,"NGIR6AFL.DTA","Nigeria",2013
"Other Modern Method",0.0269395346215721,"NGIR6AFL.DTA","Nigeria",2013
"Standard Days Method",0.00526177497100153,"NGIR6AFL.DTA","Nigeria",2013
"Pill",0.0481016709507486,"PKIR71FL.DTA","Pakistan",2017
"IUD",0.0619453720878277,"PKIR71FL.DTA","Pakistan",2017
"Injections",0.0722587311641134,"PKIR71FL.DTA","Pakistan",2017
"Male Condom",0.266826318694367,"PKIR71FL.DTA","Pakistan",2017
"Female Sterilization",0.265474421442199,"PKIR71FL.DTA","Pakistan",2017
"Male Sterilization",0.00145076227864545,"PKIR71FL.DTA","Pakistan",2017
"Periodic Abstinence",0.0298430488552589,"PKIR71FL.DTA","Pakistan",2017
"Withdrawal",0.231901022286963,"PKIR71FL.DTA","Pakistan",2017
"Other Traditional Method",0.00290741457366728,"PKIR71FL.DTA","Pakistan",2017
"Implant",0.0128824211047487,"PKIR71FL.DTA","Pakistan",2017
"Lactational Amenorrhea",0.00521663147309826,"PKIR71FL.DTA","Pakistan",2017
"Emergency Contraception",0.000932970386977608,"PKIR71FL.DTA","Pakistan",2017
"Other Modern Method",0.0000652056615142243,"PKIR71FL.DTA","Pakistan",2017
"Standard Days Method",0.000194009039871293,"PKIR71FL.DTA","Pakistan",2017
"Pill",0.341970349623579,"PHIR61FL.DTA","Philippines",2013
"IUD",0.0629754316400279,"PHIR61FL.DTA","Philippines",2013
"Injections",0.0654559639536288,"PHIR61FL.DTA","Philippines",2013
"Male Condom",0.0393454567565492,"PHIR61FL.DTA","Philippines",2013
"Female Sterilization",0.15516821052899,"PHIR61FL.DTA","Philippines",2013
"Male Sterilization",0.00189251807862102,"PHIR61FL.DTA","Philippines",2013
"Periodic Abstinence",0.0912312234579519,"PHIR61FL.DTA","Philippines",2013
"Withdrawal",0.223566710439067,"PHIR61FL.DTA","Philippines",2013
"Other",0.00445968890427089,"PHIR61FL.DTA","Philippines",2013
"Implant",0.000367985639623275,"PHIR61FL.DTA","Philippines",2013
"Lactational Amenorrhea",0.00870059547316539,"PHIR61FL.DTA","Philippines",2013
"Other Modern Method",0.00044396204320668,"PHIR61FL.DTA","Philippines",2013
"Standard Days Method",0.00207223399331138,"PHIR61FL.DTA","Philippines",2013
"Billings Method",0.00144385875914239,"PHIR61FL.DTA","Philippines",2013
"Basal Body Temperature",0.000729705977422372,"PHIR61FL.DTA","Philippines",2013
"Basal Body Temperature",0.000176104731442425,"PHIR61FL.DTA","Philippines",2013
"Pill",0.0976682824260182,"RWIR81FL.DTA","Rwanda",2019
"IUD",0.0307069954896264,"RWIR81FL.DTA","Rwanda",2019
"Injections",0.23702315116487,"RWIR81FL.DTA","Rwanda",2019
"Male Condom",0.0618315613143979,"RWIR81FL.DTA","Rwanda",2019
"Female Sterilization",0.0277847725533878,"RWIR81FL.DTA","Rwanda",2019
"Male Sterilization",0.00221905958884689,"RWIR81FL.DTA","Rwanda",2019
"Periodic Abstinence",0.0478828202860195,"RWIR81FL.DTA","Rwanda",2019
"Withdrawal",0.039643577984622,"RWIR81FL.DTA","Rwanda",2019
"Other Traditional Method",0.00233557205848844,"RWIR81FL.DTA","Rwanda",2019
"Implant",0.428210844636419,"RWIR81FL.DTA","Rwanda",2019
"Lactational Amenorrhea",0.00265040335041736,"RWIR81FL.DTA","Rwanda",2019
"Female Condom",0.000560138461468027,"RWIR81FL.DTA","Rwanda",2019
"Emergency Contraception",0.00158309230619009,"RWIR81FL.DTA","Rwanda",2019
"Standard Days Method",0.0198997283792285,"RWIR81FL.DTA","Rwanda",2019
"Pill",0.151518967172741,"RWIR70FL.DTA","Rwanda",2014
"IUD",0.0218826073918465,"RWIR70FL.DTA","Rwanda",2014
"Injections",0.4570252378357,"RWIR70FL.DTA","Rwanda",2014
"Male Condom",0.0708434368765989,"RWIR70FL.DTA","Rwanda",2014
"Female Sterilization",0.0229370796267872,"RWIR70FL.DTA","Rwanda",2014
"Male Sterilization",0.00387629634528754,"RWIR70FL.DTA","Rwanda",2014
"Periodic Abstinence",0.0490246668815318,"RWIR70FL.DTA","Rwanda",2014
"Withdrawal",0.051995543122679,"RWIR70FL.DTA","Rwanda",2014
"Implant",0.153061589022667,"RWIR70FL.DTA","Rwanda",2014
"Lactational Amenorrhea",0.00315817409423901,"RWIR70FL.DTA","Rwanda",2014
"Female Condom",0.000170929929586918,"RWIR70FL.DTA","Rwanda",2014
"Standard Days Method",0.0145054717003341,"RWIR70FL.DTA","Rwanda",2014
"Pill",0.135620870671252,"RWIR61FL.DTA","Rwanda",2010
"IUD",0.00866603213047198,"RWIR61FL.DTA","Rwanda",2010
"Injections",0.509244473418078,"RWIR61FL.DTA","Rwanda",2010
"Diaphragm",0.00023245212689483,"RWIR61FL.DTA","Rwanda",2010
"Male Condom",0.0643930804382157,"RWIR61FL.DTA","Rwanda",2010
"Female Sterilization",0.0161332007233019,"RWIR61FL.DTA","Rwanda",2010
"Male Sterilization",0.00075453688407423,"RWIR61FL.DTA","Rwanda",2010
"Periodic Abstinence",0.0553519082921445,"RWIR61FL.DTA","Rwanda",2010
"Withdrawal",0.0619993249943971,"RWIR61FL.DTA","Rwanda",2010
"Other",0.00100343729011052,"RWIR61FL.DTA","Rwanda",2010
"Implant",0.125497827391846,"RWIR61FL.DTA","Rwanda",2010
"Lactational Amenorrhea",0.00951155898919151,"RWIR61FL.DTA","Rwanda",2010
"Standard Days Method",0.0115912966500216,"RWIR61FL.DTA","Rwanda",2010
"Pill",0.148137272390449,"SNIR8AFL.DTA","Senegal",2019
"IUD",0.0714042055385342,"SNIR8AFL.DTA","Senegal",2019
"Injections",0.295973596160571,"SNIR8AFL.DTA","Senegal",2019
"Male Condom",0.0294243469913666,"SNIR8AFL.DTA","Senegal",2019
"Female Sterilization",0.025561258932836,"SNIR8AFL.DTA","Senegal",2019
"Male Sterilization",0.00170838437309635,"SNIR8AFL.DTA","Senegal",2019
"Periodic Abstinence",0.0190709406054519,"SNIR8AFL.DTA","Senegal",2019
"Withdrawal",0.00370407374515491,"SNIR8AFL.DTA","Senegal",2019
"Other Traditional Method",0.0265574225714664,"SNIR8AFL.DTA","Senegal",2019
"Implant",0.374106707805216,"SNIR8AFL.DTA","Senegal",2019
"Lactational Amenorrhea",0.000774264154041508,"SNIR8AFL.DTA","Senegal",2019
"Emergency Contraception",0.000578973476326082,"SNIR8AFL.DTA","Senegal",2019
