"Var1","Freq","WhyDisc","SurveyName","Country","StartYear"
"Not Married, Sexually Active",0,"Marital Dissolution","KMIR61FL.DTA","Comoros",2012
"Infecund, Menopausal",0,"Other","KMIR61FL.DTA","Comoros",2012
"Married, Does Not Want Child within 2 Years",0.0385503421469464,"Other","KMIR61FL.DTA","Comoros",2012
"Married, Wants Child within 2 Years",0,"Other","KMIR61FL.DTA","Comoros",2012
"Not Married, Not Sexually Active",0.0872479058576721,"Other","KMIR61FL.DTA","Comoros",2012
"Not Married, Sexually Active",0,"Other","KMIR61FL.DTA","Comoros",2012
"Infecund, Menopausal",0,"Don't Know","KMIR61FL.DTA","Comoros",2012
"Married, Does Not Want Child within 2 Years",0,"Don't Know","KMIR61FL.DTA","Comoros",2012
"Married, Wants Child within 2 Years",0,"Don't Know","KMIR61FL.DTA","Comoros",2012
"Not Married, Not Sexually Active",0,"Don't Know","KMIR61FL.DTA","Comoros",2012
"Not Married, Sexually Active",0.48737954974024,"Don't Know","KMIR61FL.DTA","Comoros",2012
"Infecund, Menopausal",0.0772983245643875,"Missing","KMIR61FL.DTA","Comoros",2012
"Married, Does Not Want Child within 2 Years",0.120934548335571,"Missing","KMIR61FL.DTA","Comoros",2012
"Married, Wants Child within 2 Years",0.112444913290516,"Missing","KMIR61FL.DTA","Comoros",2012
"Not Married, Not Sexually Active",0.460458212622759,"Missing","KMIR61FL.DTA","Comoros",2012
"Not Married, Sexually Active",0,"Missing","KMIR61FL.DTA","Comoros",2012
"All Former Users",0.078633075484643,"Became Pregnant","EGIR61FL.DTA","Egypt",2014
"All Former Users",0.382654263978748,"Wanted To Become Pregnant","EGIR61FL.DTA","Egypt",2014
"All Former Users",0.00643329861107342,"Husband Disapproved","EGIR61FL.DTA","Egypt",2014
"All Former Users",0.224574207011973,"Side Effects","EGIR61FL.DTA","Egypt",2014
"All Former Users",0.0625631765419389,"Health Concerns","EGIR61FL.DTA","Egypt",2014
"All Former Users",0.000755636345996161,"Access, Availability","EGIR61FL.DTA","Egypt",2014
"All Former Users",0.00196349153656188,"Wanted More Effective Method","EGIR61FL.DTA","Egypt",2014
"All Former Users",0.00804753932905378,"Inconvenient To Use","EGIR61FL.DTA","Egypt",2014
"All Former Users",0.158054315902139,"Infrequent Sex, Husband Away","EGIR61FL.DTA","Egypt",2014
"All Former Users",0.0000302146695299276,"Cost","EGIR61FL.DTA","Egypt",2014
"All Former Users",0.00281640118069921,"Fatalistic","EGIR61FL.DTA","Egypt",2014
"All Former Users",0.0278865479953511,"Difficult Pregnancy, Menopause","EGIR61FL.DTA","Egypt",2014
"All Former Users",0.0399030828195514,"Marital Dissolution","EGIR61FL.DTA","Egypt",2014
"All Former Users",0.00568474859274115,"Other","EGIR61FL.DTA","Egypt",2014
"Infecund, Menopausal",0.0137502753808024,"Became Pregnant","EGIR61FL.DTA","Egypt",2014
"Married, Does Not Want Child within 2 Years",0.113148135120462,"Became Pregnant","EGIR61FL.DTA","Egypt",2014
"Married, Wants Child within 2 Years",0.0147909476622338,"Became Pregnant","EGIR61FL.DTA","Egypt",2014
"Not Married, Not Sexually Active",0.0166057883638304,"Became Pregnant","EGIR61FL.DTA","Egypt",2014
"Not Married, Sexually Active",0.129822456091021,"Became Pregnant","EGIR61FL.DTA","Egypt",2014
"Infecund, Menopausal",0.060076137836334,"Wanted To Become Pregnant","EGIR61FL.DTA","Egypt",2014
"Married, Does Not Want Child within 2 Years",0.362145070561949,"Wanted To Become Pregnant","EGIR61FL.DTA","Egypt",2014
"Married, Wants Child within 2 Years",0.689922888892759,"Wanted To Become Pregnant","EGIR61FL.DTA","Egypt",2014
"Not Married, Not Sexually Active",0.0635014469311604,"Wanted To Become Pregnant","EGIR61FL.DTA","Egypt",2014
"Not Married, Sexually Active",0.119373006229435,"Wanted To Become Pregnant","EGIR61FL.DTA","Egypt",2014
"Infecund, Menopausal",0.0146018785075094,"Husband Disapproved","EGIR61FL.DTA","Egypt",2014
"Married, Does Not Want Child within 2 Years",0.00735190088255832,"Husband Disapproved","EGIR61FL.DTA","Egypt",2014
"Married, Wants Child within 2 Years",0.00256892890735089,"Husband Disapproved","EGIR61FL.DTA","Egypt",2014
"Not Married, Not Sexually Active",0,"Husband Disapproved","EGIR61FL.DTA","Egypt",2014
"Not Married, Sexually Active",0,"Husband Disapproved","EGIR61FL.DTA","Egypt",2014
"Infecund, Menopausal",0.319131984486982,"Side Effects","EGIR61FL.DTA","Egypt",2014
"Married, Does Not Want Child within 2 Years",0.244413080637892,"Side Effects","EGIR61FL.DTA","Egypt",2014
"Married, Wants Child within 2 Years",0.179186359616119,"Side Effects","EGIR61FL.DTA","Egypt",2014
"Not Married, Not Sexually Active",0.0682768804611746,"Side Effects","EGIR61FL.DTA","Egypt",2014
"Not Married, Sexually Active",0.183208644219279,"Side Effects","EGIR61FL.DTA","Egypt",2014
"Infecund, Menopausal",0.131937618821813,"Health Concerns","EGIR61FL.DTA","Egypt",2014
"Married, Does Not Want Child within 2 Years",0.0732039368209298,"Health Concerns","EGIR61FL.DTA","Egypt",2014
"Married, Wants Child within 2 Years",0.0193460039296507,"Health Concerns","EGIR61FL.DTA","Egypt",2014
"Not Married, Not Sexually Active",0.0116475521631529,"Health Concerns","EGIR61FL.DTA","Egypt",2014
"Not Married, Sexually Active",0,"Health Concerns","EGIR61FL.DTA","Egypt",2014
"Infecund, Menopausal",0.00282835310108483,"Access, Availability","EGIR61FL.DTA","Egypt",2014
"Married, Does Not Want Child within 2 Years",0.000820329026007037,"Access, Availability","EGIR61FL.DTA","Egypt",2014
"Married, Wants Child within 2 Years",0,"Access, Availability","EGIR61FL.DTA","Egypt",2014
"Not Married, Not Sexually Active",0,"Access, Availability","EGIR61FL.DTA","Egypt",2014
"Not Married, Sexually Active",0,"Access, Availability","EGIR61FL.DTA","Egypt",2014
"Infecund, Menopausal",0,"Wanted More Effective Method","EGIR61FL.DTA","Egypt",2014
"Married, Does Not Want Child within 2 Years",0.00300727057648247,"Wanted More Effective Method","EGIR61FL.DTA","Egypt",2014
"Married, Wants Child within 2 Years",0.0000880864334889655,"Wanted More Effective Method","EGIR61FL.DTA","Egypt",2014
"Not Married, Not Sexually Active",0,"Wanted More Effective Method","EGIR61FL.DTA","Egypt",2014
"Not Married, Sexually Active",0,"Wanted More Effective Method","EGIR61FL.DTA","Egypt",2014
"Infecund, Menopausal",0.000559263567321766,"Inconvenient To Use","EGIR61FL.DTA","Egypt",2014
"Married, Does Not Want Child within 2 Years",0.0103379258452669,"Inconvenient To Use","EGIR61FL.DTA","Egypt",2014
"Married, Wants Child within 2 Years",0.00607327849959791,"Inconvenient To Use","EGIR61FL.DTA","Egypt",2014
"Not Married, Not Sexually Active",0.00134380970542662,"Inconvenient To Use","EGIR61FL.DTA","Egypt",2014
"Not Married, Sexually Active",0,"Inconvenient To Use","EGIR61FL.DTA","Egypt",2014
"Infecund, Menopausal",0.095934151821901,"Infrequent Sex, Husband Away","EGIR61FL.DTA","Egypt",2014
"Married, Does Not Want Child within 2 Years",0.169695330969576,"Infrequent Sex, Husband Away","EGIR61FL.DTA","Egypt",2014
"Married, Wants Child within 2 Years",0.0838995510323582,"Infrequent Sex, Husband Away","EGIR61FL.DTA","Egypt",2014
"Not Married, Not Sexually Active",0.33533986052125,"Infrequent Sex, Husband Away","EGIR61FL.DTA","Egypt",2014
"Not Married, Sexually Active",0,"Infrequent Sex, Husband Away","EGIR61FL.DTA","Egypt",2014
"Infecund, Menopausal",0,"Cost","EGIR61FL.DTA","Egypt",2014
"Married, Does Not Want Child within 2 Years",0.0000392141896067456,"Cost","EGIR61FL.DTA","Egypt",2014
"Married, Wants Child within 2 Years",0,"Cost","EGIR61FL.DTA","Egypt",2014
"Not Married, Not Sexually Active",0.0000682398699063067,"Cost","EGIR61FL.DTA","Egypt",2014
"Not Married, Sexually Active",0,"Cost","EGIR61FL.DTA","Egypt",2014
"Infecund, Menopausal",0.00255881971186098,"Fatalistic","EGIR61FL.DTA","Egypt",2014
"Married, Does Not Want Child within 2 Years",0.0039903488426867,"Fatalistic","EGIR61FL.DTA","Egypt",2014
"Married, Wants Child within 2 Years",0,"Fatalistic","EGIR61FL.DTA","Egypt",2014
"Not Married, Not Sexually Active",0.000437947170147653,"Fatalistic","EGIR61FL.DTA","Egypt",2014
"Not Married, Sexually Active",0,"Fatalistic","EGIR61FL.DTA","Egypt",2014
"Infecund, Menopausal",0.319759180822982,"Difficult Pregnancy, Menopause","EGIR61FL.DTA","Egypt",2014
"Married, Does Not Want Child within 2 Years",0.00381091527617289,"Difficult Pregnancy, Menopause","EGIR61FL.DTA","Egypt",2014
"Married, Wants Child within 2 Years",0,"Difficult Pregnancy, Menopause","EGIR61FL.DTA","Egypt",2014
"Not Married, Not Sexually Active",0,"Difficult Pregnancy, Menopause","EGIR61FL.DTA","Egypt",2014
"Not Married, Sexually Active",0,"Difficult Pregnancy, Menopause","EGIR61FL.DTA","Egypt",2014
"Infecund, Menopausal",0.0265721945058639,"Marital Dissolution","EGIR61FL.DTA","Egypt",2014
"Married, Does Not Want Child within 2 Years",0.00198428486611541,"Marital Dissolution","EGIR61FL.DTA","Egypt",2014
"Married, Wants Child within 2 Years",0.00386331685764966,"Marital Dissolution","EGIR61FL.DTA","Egypt",2014
"Not Married, Not Sexually Active",0.492357783383574,"Marital Dissolution","EGIR61FL.DTA","Egypt",2014
"Not Married, Sexually Active",0.567595893460265,"Marital Dissolution","EGIR61FL.DTA","Egypt",2014
"Infecund, Menopausal",0.0122901414355446,"Other","EGIR61FL.DTA","Egypt",2014
"Married, Does Not Want Child within 2 Years",0.00605225638429529,"Other","EGIR61FL.DTA","Egypt",2014
"Married, Wants Child within 2 Years",0.000260638168791412,"Other","EGIR61FL.DTA","Egypt",2014
"Not Married, Not Sexually Active",0.0104206914303763,"Other","EGIR61FL.DTA","Egypt",2014
"Not Married, Sexually Active",0,"Other","EGIR61FL.DTA","Egypt",2014
"All Former Users",0.0167769614139943,"Became Pregnant","ETIR70FL.DTA","Ethiopia",2016
"All Former Users",0.450401309203193,"Wanted To Become Pregnant","ETIR70FL.DTA","Ethiopia",2016
"All Former Users",0.0137496169463399,"Husband Disapproved","ETIR70FL.DTA","Ethiopia",2016
"All Former Users",0.197218650745423,"Side Effects","ETIR70FL.DTA","Ethiopia",2016
"All Former Users",0.0330628553131556,"Access, Availability","ETIR70FL.DTA","Ethiopia",2016
"All Former Users",0.0144308198200847,"Wanted More Effective Method","ETIR70FL.DTA","Ethiopia",2016
"All Former Users",0.0496883432787392,"Inconvenient To Use","ETIR70FL.DTA","Ethiopia",2016
"All Former Users",0.115074243092876,"Infrequent Sex, Husband Away","ETIR70FL.DTA","Ethiopia",2016
"All Former Users",0.0211611520232471,"Fatalistic","ETIR70FL.DTA","Ethiopia",2016
"All Former Users",0.0143533243833414,"Difficult Pregnancy, Menopause","ETIR70FL.DTA","Ethiopia",2016
"All Former Users",0.0321218889930328,"Marital Dissolution","ETIR70FL.DTA","Ethiopia",2016
"All Former Users",0.0400391556615464,"Other","ETIR70FL.DTA","Ethiopia",2016
"All Former Users",0.00192167912502616,"Don't Know","ETIR70FL.DTA","Ethiopia",2016
"Infecund, Menopausal",0.00942625585278086,"Became Pregnant","ETIR70FL.DTA","Ethiopia",2016
"Married, Does Not Want Child within 2 Years",0.0215509679700335,"Became Pregnant","ETIR70FL.DTA","Ethiopia",2016
"Married, Wants Child within 2 Years",0,"Became Pregnant","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Not Sexually Active",0.00903190152304025,"Became Pregnant","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Sexually Active",0.043713501107404,"Became Pregnant","ETIR70FL.DTA","Ethiopia",2016
"Infecund, Menopausal",0.271329280054693,"Wanted To Become Pregnant","ETIR70FL.DTA","Ethiopia",2016
"Married, Does Not Want Child within 2 Years",0.495927283016942,"Wanted To Become Pregnant","ETIR70FL.DTA","Ethiopia",2016
"Married, Wants Child within 2 Years",0.63051914628173,"Wanted To Become Pregnant","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Not Sexually Active",0.0924621086945593,"Wanted To Become Pregnant","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Sexually Active",0.420276692857863,"Wanted To Become Pregnant","ETIR70FL.DTA","Ethiopia",2016
"Infecund, Menopausal",0,"Husband Disapproved","ETIR70FL.DTA","Ethiopia",2016
"Married, Does Not Want Child within 2 Years",0.0184999418752869,"Husband Disapproved","ETIR70FL.DTA","Ethiopia",2016
"Married, Wants Child within 2 Years",0.00604962911232232,"Husband Disapproved","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Not Sexually Active",0.00575849796068283,"Husband Disapproved","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Sexually Active",0,"Husband Disapproved","ETIR70FL.DTA","Ethiopia",2016
"Infecund, Menopausal",0.19850810901168,"Side Effects","ETIR70FL.DTA","Ethiopia",2016
"Married, Does Not Want Child within 2 Years",0.237120948174853,"Side Effects","ETIR70FL.DTA","Ethiopia",2016
"Married, Wants Child within 2 Years",0.15570324571508,"Side Effects","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Not Sexually Active",0.0512075298029412,"Side Effects","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Sexually Active",0.0939802665853562,"Side Effects","ETIR70FL.DTA","Ethiopia",2016
"Infecund, Menopausal",0,"Access, Availability","ETIR70FL.DTA","Ethiopia",2016
"Married, Does Not Want Child within 2 Years",0.0466026790434724,"Access, Availability","ETIR70FL.DTA","Ethiopia",2016
"Married, Wants Child within 2 Years",0.000209300281911438,"Access, Availability","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Not Sexually Active",0.00241553268347128,"Access, Availability","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Sexually Active",0.0949487657049573,"Access, Availability","ETIR70FL.DTA","Ethiopia",2016
"Infecund, Menopausal",0.0314935064547243,"Wanted More Effective Method","ETIR70FL.DTA","Ethiopia",2016
"Married, Does Not Want Child within 2 Years",0.0165726067806363,"Wanted More Effective Method","ETIR70FL.DTA","Ethiopia",2016
"Married, Wants Child within 2 Years",0.0109674183106092,"Wanted More Effective Method","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Not Sexually Active",0.0021131677790018,"Wanted More Effective Method","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Sexually Active",0,"Wanted More Effective Method","ETIR70FL.DTA","Ethiopia",2016
"Infecund, Menopausal",0.00769843885401643,"Inconvenient To Use","ETIR70FL.DTA","Ethiopia",2016
"Married, Does Not Want Child within 2 Years",0.0554828021774416,"Inconvenient To Use","ETIR70FL.DTA","Ethiopia",2016
"Married, Wants Child within 2 Years",0.0678423408407139,"Inconvenient To Use","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Not Sexually Active",0.0151560691506349,"Inconvenient To Use","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Sexually Active",0.061369806062312,"Inconvenient To Use","ETIR70FL.DTA","Ethiopia",2016
"Infecund, Menopausal",0.165854203841349,"Infrequent Sex, Husband Away","ETIR70FL.DTA","Ethiopia",2016
"Married, Does Not Want Child within 2 Years",0.030740494292334,"Infrequent Sex, Husband Away","ETIR70FL.DTA","Ethiopia",2016
"Married, Wants Child within 2 Years",0.0561271307488555,"Infrequent Sex, Husband Away","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Not Sexually Active",0.592800114091164,"Infrequent Sex, Husband Away","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Sexually Active",0.170216429637077,"Infrequent Sex, Husband Away","ETIR70FL.DTA","Ethiopia",2016
"Infecund, Menopausal",0.0253252642717549,"Fatalistic","ETIR70FL.DTA","Ethiopia",2016
"Married, Does Not Want Child within 2 Years",0.0239862140161543,"Fatalistic","ETIR70FL.DTA","Ethiopia",2016
"Married, Wants Child within 2 Years",0.0284333589304647,"Fatalistic","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Not Sexually Active",0,"Fatalistic","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Sexually Active",0,"Fatalistic","ETIR70FL.DTA","Ethiopia",2016
"Infecund, Menopausal",0.193686188373143,"Difficult Pregnancy, Menopause","ETIR70FL.DTA","Ethiopia",2016
"Married, Does Not Want Child within 2 Years",0.00251519931577294,"Difficult Pregnancy, Menopause","ETIR70FL.DTA","Ethiopia",2016
"Married, Wants Child within 2 Years",0.00257063390576852,"Difficult Pregnancy, Menopause","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Not Sexually Active",0.0142035604740243,"Difficult Pregnancy, Menopause","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Sexually Active",0,"Difficult Pregnancy, Menopause","ETIR70FL.DTA","Ethiopia",2016
"Infecund, Menopausal",0.050099389492943,"Marital Dissolution","ETIR70FL.DTA","Ethiopia",2016
"Married, Does Not Want Child within 2 Years",0.00274207925746852,"Marital Dissolution","ETIR70FL.DTA","Ethiopia",2016
"Married, Wants Child within 2 Years",0.0100618548848881,"Marital Dissolution","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Not Sexually Active",0.190806900073544,"Marital Dissolution","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Sexually Active",0.10544107291199,"Marital Dissolution","ETIR70FL.DTA","Ethiopia",2016
"Infecund, Menopausal",0.0465793637929151,"Other","ETIR70FL.DTA","Ethiopia",2016
"Married, Does Not Want Child within 2 Years",0.0453399012846268,"Other","ETIR70FL.DTA","Ethiopia",2016
"Married, Wants Child within 2 Years",0.0315159409876567,"Other","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Not Sexually Active",0.0240446177669361,"Other","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Sexually Active",0.0100534651330406,"Other","ETIR70FL.DTA","Ethiopia",2016
"Infecund, Menopausal",0,"Don't Know","ETIR70FL.DTA","Ethiopia",2016
"Married, Does Not Want Child within 2 Years",0.00291888279497755,"Don't Know","ETIR70FL.DTA","Ethiopia",2016
"Married, Wants Child within 2 Years",0,"Don't Know","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Not Sexually Active",0,"Don't Know","ETIR70FL.DTA","Ethiopia",2016
"Not Married, Sexually Active",0,"Don't Know","ETIR70FL.DTA","Ethiopia",2016
"All Former Users",0.02965931955432,"Became Pregnant","GMIR81FL.DTA","Gambia",2019
"All Former Users",0.356822482774332,"Wanted To Become Pregnant","GMIR81FL.DTA","Gambia",2019
"All Former Users",0.073398904669295,"Husband Disapproved","GMIR81FL.DTA","Gambia",2019
"All Former Users",0.261322321025498,"Side Effects","GMIR81FL.DTA","Gambia",2019
"All Former Users",0.0114461598164844,"Access, Availability","GMIR81FL.DTA","Gambia",2019
"All Former Users",0.0144493991044648,"Wanted More Effective Method","GMIR81FL.DTA","Gambia",2019
"All Former Users",0.0444671935259635,"Inconvenient To Use","GMIR81FL.DTA","Gambia",2019
"All Former Users",0.0949552386141881,"Infrequent Sex, Husband Away","GMIR81FL.DTA","Gambia",2019
"All Former Users",0.0113521226170333,"Fatalistic","GMIR81FL.DTA","Gambia",2019
"All Former Users",0.00277537078820087,"Difficult Pregnancy, Menopause","GMIR81FL.DTA","Gambia",2019
"All Former Users",0.0136857425025109,"Marital Dissolution","GMIR81FL.DTA","Gambia",2019
"All Former Users",0.0829615097832337,"Other","GMIR81FL.DTA","Gambia",2019
"All Former Users",0.00270423522447614,"Don't Know","GMIR81FL.DTA","Gambia",2019
"Infecund, Menopausal",0.0296809024915771,"Became Pregnant","GMIR81FL.DTA","Gambia",2019
"Married, Does Not Want Child within 2 Years",0.0406714774663127,"Became Pregnant","GMIR81FL.DTA","Gambia",2019
"Married, Wants Child within 2 Years",0.00700067800824793,"Became Pregnant","GMIR81FL.DTA","Gambia",2019
"Not Married, Not Sexually Active",0.034956604576906,"Became Pregnant","GMIR81FL.DTA","Gambia",2019
"Not Married, Sexually Active",0.00979539186415762,"Became Pregnant","GMIR81FL.DTA","Gambia",2019
"Infecund, Menopausal",0.343758673597781,"Wanted To Become Pregnant","GMIR81FL.DTA","Gambia",2019
"Married, Does Not Want Child within 2 Years",0.383121327828899,"Wanted To Become Pregnant","GMIR81FL.DTA","Gambia",2019
"Married, Wants Child within 2 Years",0.372077373176252,"Wanted To Become Pregnant","GMIR81FL.DTA","Gambia",2019
"Not Married, Not Sexually Active",0.117015444424596,"Wanted To Become Pregnant","GMIR81FL.DTA","Gambia",2019
"Not Married, Sexually Active",0.210548642766467,"Wanted To Become Pregnant","GMIR81FL.DTA","Gambia",2019
"Infecund, Menopausal",0.0340591841151666,"Husband Disapproved","GMIR81FL.DTA","Gambia",2019
"Married, Does Not Want Child within 2 Years",0.0685161510832204,"Husband Disapproved","GMIR81FL.DTA","Gambia",2019
"Married, Wants Child within 2 Years",0.107100811815867,"Husband Disapproved","GMIR81FL.DTA","Gambia",2019
"Not Married, Not Sexually Active",0,"Husband Disapproved","GMIR81FL.DTA","Gambia",2019
"Not Married, Sexually Active",0.00883293232270073,"Husband Disapproved","GMIR81FL.DTA","Gambia",2019
"Infecund, Menopausal",0.227723985455339,"Side Effects","GMIR81FL.DTA","Gambia",2019
"Married, Does Not Want Child within 2 Years",0.25234915479205,"Side Effects","GMIR81FL.DTA","Gambia",2019
"Married, Wants Child within 2 Years",0.27950107750565,"Side Effects","GMIR81FL.DTA","Gambia",2019
"Not Married, Not Sexually Active",0.257597881434148,"Side Effects","GMIR81FL.DTA","Gambia",2019
"Not Married, Sexually Active",0.313682706581623,"Side Effects","GMIR81FL.DTA","Gambia",2019
"Infecund, Menopausal",0.120418082324692,"Access, Availability","GMIR81FL.DTA","Gambia",2019
"Married, Does Not Want Child within 2 Years",0.0155889813756114,"Access, Availability","GMIR81FL.DTA","Gambia",2019
"Married, Wants Child within 2 Years",0.000972817299297157,"Access, Availability","GMIR81FL.DTA","Gambia",2019
"Not Married, Not Sexually Active",0,"Access, Availability","GMIR81FL.DTA","Gambia",2019
"Not Married, Sexually Active",0,"Access, Availability","GMIR81FL.DTA","Gambia",2019
"Infecund, Menopausal",0.0214351406606903,"Wanted More Effective Method","GMIR81FL.DTA","Gambia",2019
"Married, Does Not Want Child within 2 Years",0.0135192339291337,"Wanted More Effective Method","GMIR81FL.DTA","Gambia",2019
"Married, Wants Child within 2 Years",0.0198531498877194,"Wanted More Effective Method","GMIR81FL.DTA","Gambia",2019
"Not Married, Not Sexually Active",0.00201214413024771,"Wanted More Effective Method","GMIR81FL.DTA","Gambia",2019
"Not Married, Sexually Active",0,"Wanted More Effective Method","GMIR81FL.DTA","Gambia",2019
"Infecund, Menopausal",0.122057282243345,"Inconvenient To Use","GMIR81FL.DTA","Gambia",2019
"Married, Does Not Want Child within 2 Years",0.0546533839644243,"Inconvenient To Use","GMIR81FL.DTA","Gambia",2019
"Married, Wants Child within 2 Years",0.0203195659753579,"Inconvenient To Use","GMIR81FL.DTA","Gambia",2019
"Not Married, Not Sexually Active",0.0516407527777382,"Inconvenient To Use","GMIR81FL.DTA","Gambia",2019
"Not Married, Sexually Active",0,"Inconvenient To Use","GMIR81FL.DTA","Gambia",2019
"Infecund, Menopausal",0.020120645023123,"Infrequent Sex, Husband Away","GMIR81FL.DTA","Gambia",2019
"Married, Does Not Want Child within 2 Years",0.0703826020358903,"Infrequent Sex, Husband Away","GMIR81FL.DTA","Gambia",2019
"Married, Wants Child within 2 Years",0.0866371399503575,"Infrequent Sex, Husband Away","GMIR81FL.DTA","Gambia",2019
"Not Married, Not Sexually Active",0.309409765251875,"Infrequent Sex, Husband Away","GMIR81FL.DTA","Gambia",2019
"Not Married, Sexually Active",0.249578239942587,"Infrequent Sex, Husband Away","GMIR81FL.DTA","Gambia",2019
"Infecund, Menopausal",0,"Fatalistic","GMIR81FL.DTA","Gambia",2019
"Married, Does Not Want Child within 2 Years",0.0128638954186094,"Fatalistic","GMIR81FL.DTA","Gambia",2019
"Married, Wants Child within 2 Years",0.012304456445335,"Fatalistic","GMIR81FL.DTA","Gambia",2019
"Not Married, Not Sexually Active",0,"Fatalistic","GMIR81FL.DTA","Gambia",2019
"Not Married, Sexually Active",0,"Fatalistic","GMIR81FL.DTA","Gambia",2019
"Infecund, Menopausal",0.0362341233751294,"Difficult Pregnancy, Menopause","GMIR81FL.DTA","Gambia",2019
"Married, Does Not Want Child within 2 Years",0.00312477848565362,"Difficult Pregnancy, Menopause","GMIR81FL.DTA","Gambia",2019
"Married, Wants Child within 2 Years",0.00120672002073877,"Difficult Pregnancy, Menopause","GMIR81FL.DTA","Gambia",2019
"Not Married, Not Sexually Active",0,"Difficult Pregnancy, Menopause","GMIR81FL.DTA","Gambia",2019
"Not Married, Sexually Active",0,"Difficult Pregnancy, Menopause","GMIR81FL.DTA","Gambia",2019
"Infecund, Menopausal",0.0264437439607901,"Marital Dissolution","GMIR81FL.DTA","Gambia",2019
"Married, Does Not Want Child within 2 Years",0.0057898041011685,"Marital Dissolution","GMIR81FL.DTA","Gambia",2019
"Married, Wants Child within 2 Years",0.00372374646094608,"Marital Dissolution","GMIR81FL.DTA","Gambia",2019
"Not Married, Not Sexually Active",0.112954927834037,"Marital Dissolution","GMIR81FL.DTA","Gambia",2019
"Not Married, Sexually Active",0.0194308179964794,"Marital Dissolution","GMIR81FL.DTA","Gambia",2019
"Infecund, Menopausal",0.0180682367523664,"Other","GMIR81FL.DTA","Gambia",2019
"Married, Does Not Want Child within 2 Years",0.0781517013134985,"Other","GMIR81FL.DTA","Gambia",2019
"Married, Wants Child within 2 Years",0.0893024634542307,"Other","GMIR81FL.DTA","Gambia",2019
"Not Married, Not Sexually Active",0.0883393639052028,"Other","GMIR81FL.DTA","Gambia",2019
"Not Married, Sexually Active",0.188131268525985,"Other","GMIR81FL.DTA","Gambia",2019
"Infecund, Menopausal",0,"Don't Know","GMIR81FL.DTA","Gambia",2019
"Married, Does Not Want Child within 2 Years",0.00126750820552874,"Don't Know","GMIR81FL.DTA","Gambia",2019
"Married, Wants Child within 2 Years",0,"Don't Know","GMIR81FL.DTA","Gambia",2019
"Not Married, Not Sexually Active",0.026073115665249,"Don't Know","GMIR81FL.DTA","Gambia",2019
"Not Married, Sexually Active",0,"Don't Know","GMIR81FL.DTA","Gambia",2019
"All Former Users",0.0601030499244325,"Became Pregnant","GMIR60FL.DTA","Gambia",2013
"All Former Users",0.382746472540294,"Wanted To Become Pregnant","GMIR60FL.DTA","Gambia",2013
"All Former Users",0.0666419493452942,"Husband Disapproved","GMIR60FL.DTA","Gambia",2013
"All Former Users",0.204055315606863,"Side Effects","GMIR60FL.DTA","Gambia",2013
"All Former Users",0.0212727334453409,"Access, Availability","GMIR60FL.DTA","Gambia",2013
"All Former Users",0.0404812045384187,"Wanted More Effective Method","GMIR60FL.DTA","Gambia",2013
"All Former Users",0.0493302998877334,"Inconvenient To Use","GMIR60FL.DTA","Gambia",2013
"All Former Users",0.0456261145492968,"Infrequent Sex, Husband Away","GMIR60FL.DTA","Gambia",2013
"All Former Users",0.00168219431696117,"Cost","GMIR60FL.DTA","Gambia",2013
"All Former Users",0.000543264193894594,"Fatalistic","GMIR60FL.DTA","Gambia",2013
"All Former Users",0.0011721715754551,"Marital Dissolution","GMIR60FL.DTA","Gambia",2013
"All Former Users",0.0192998333067754,"Other","GMIR60FL.DTA","Gambia",2013
"All Former Users",0.10704539676924,"Missing","GMIR60FL.DTA","Gambia",2013
"Infecund, Menopausal",0,"Became Pregnant","GMIR60FL.DTA","Gambia",2013
"Married, Does Not Want Child within 2 Years",0.0802996728709715,"Became Pregnant","GMIR60FL.DTA","Gambia",2013
"Married, Wants Child within 2 Years",0.0111340390383925,"Became Pregnant","GMIR60FL.DTA","Gambia",2013
"Not Married, Not Sexually Active",0.0445191664153771,"Became Pregnant","GMIR60FL.DTA","Gambia",2013
