Group,Freq,SurveyName,Country,StartYear
"Not Married, Sexually Active",0.001749831,TJIR61FL.DTA,Tajikistan,2012
"Infecund, Menopausal",0.061371806,TZIR7BFL.DTA,Tanzania,2015
"Married, Does Not Want Child within 2 Years",0.32678676,TZIR7BFL.DTA,Tanzania,2015
"Married, Wants Child within 2 Years",0.07784857,TZIR7BFL.DTA,Tanzania,2015
"Not Married, Not Sexually Active",0.433156199,TZIR7BFL.DTA,Tanzania,2015
"Not Married, Sexually Active",0.100836666,TZIR7BFL.DTA,Tanzania,2015
"Infecund, Menopausal",0.088511137,TLIR71FL.DTA,Timor-Leste,2016
"Married, Does Not Want Child within 2 Years",0.303686032,TLIR71FL.DTA,Timor-Leste,2016
"Married, Wants Child within 2 Years",0.066725637,TLIR71FL.DTA,Timor-Leste,2016
"Not Married, Not Sexually Active",0.534587318,TLIR71FL.DTA,Timor-Leste,2016
"Not Married, Sexually Active",0.006489875,TLIR71FL.DTA,Timor-Leste,2016
"Infecund, Menopausal",0.067274318,TGIR61FL.DTA,Togo,2013
"Married, Does Not Want Child within 2 Years",0.503671948,TGIR61FL.DTA,Togo,2013
"Married, Wants Child within 2 Years",0.052854357,TGIR61FL.DTA,Togo,2013
"Not Married, Not Sexually Active",0.302899239,TGIR61FL.DTA,Togo,2013
"Not Married, Sexually Active",0.073300137,TGIR61FL.DTA,Togo,2013
"Infecund, Menopausal",0.012164794,TRIR61FL.DTA,Turkey,2013
"Married, Does Not Want Child within 2 Years",0.027133452,TRIR61FL.DTA,Turkey,2013
"Married, Wants Child within 2 Years",0.005038881,TRIR61FL.DTA,Turkey,2013
"Not Married, Not Sexually Active",0.005766132,TRIR61FL.DTA,Turkey,2013
"Not Married, Sexually Active",0.949896741,TRIR61FL.DTA,Turkey,2013
"Infecund, Menopausal",0.054177291,UGIR7BFL.DTA,Uganda,2016
"Married, Does Not Want Child within 2 Years",0.335898912,UGIR7BFL.DTA,Uganda,2016
"Married, Wants Child within 2 Years",0.058892118,UGIR7BFL.DTA,Uganda,2016
"Not Married, Not Sexually Active",0.477010977,UGIR7BFL.DTA,Uganda,2016
"Not Married, Sexually Active",0.074020702,UGIR7BFL.DTA,Uganda,2016
"Infecund, Menopausal",0.077095952,UGIR60FL.DTA,Uganda,2011
"Married, Does Not Want Child within 2 Years",0.425871472,UGIR60FL.DTA,Uganda,2011
"Married, Wants Child within 2 Years",0.052159035,UGIR60FL.DTA,Uganda,2011
"Not Married, Not Sexually Active",0.432074596,UGIR60FL.DTA,Uganda,2011
"Not Married, Sexually Active",0.012798946,UGIR60FL.DTA,Uganda,2011
"Infecund, Menopausal",0.06228377,ZMIR71FL.DTA,Zambia,2018
"Married, Does Not Want Child within 2 Years",0.179291916,ZMIR71FL.DTA,Zambia,2018
"Married, Wants Child within 2 Years",0.04116364,ZMIR71FL.DTA,Zambia,2018
"Not Married, Not Sexually Active",0.585858255,ZMIR71FL.DTA,Zambia,2018
"Not Married, Sexually Active",0.13140242,ZMIR71FL.DTA,Zambia,2018
"Infecund, Menopausal",0.04790669,ZMIR61FL.DTA,Zambia,2013
"Married, Does Not Want Child within 2 Years",0.258368683,ZMIR61FL.DTA,Zambia,2013
"Married, Wants Child within 2 Years",0.048214443,ZMIR61FL.DTA,Zambia,2013
"Not Married, Not Sexually Active",0.523398825,ZMIR61FL.DTA,Zambia,2013
"Not Married, Sexually Active",0.122111358,ZMIR61FL.DTA,Zambia,2013
"Infecund, Menopausal",0.067124399,ZWIR71FL.DTA,Zimbabwe,2015
"Married, Does Not Want Child within 2 Years",0.096832906,ZWIR71FL.DTA,Zimbabwe,2015
"Married, Wants Child within 2 Years",0.061884951,ZWIR71FL.DTA,Zimbabwe,2015
"Not Married, Not Sexually Active",0.738740449,ZWIR71FL.DTA,Zimbabwe,2015
"Not Married, Sexually Active",0.035417295,ZWIR71FL.DTA,Zimbabwe,2015
"Infecund, Menopausal",0.1171215,ZWIR62FL.DTA,Zimbabwe,2010
"Married, Does Not Want Child within 2 Years",0.140889892,ZWIR62FL.DTA,Zimbabwe,2010
"Married, Wants Child within 2 Years",0.075131675,ZWIR62FL.DTA,Zimbabwe,2010
"Not Married, Not Sexually Active",0.629237886,ZWIR62FL.DTA,Zimbabwe,2010
"Not Married, Sexually Active",0.037619047,ZWIR62FL.DTA,Zimbabwe,2010
"Infecund, Menopausal",0.051559879,CDIR61FL.DTA,Congo Democratic Republic,2013
"Married, Does Not Want Child within 2 Years",0.460234873,CDIR61FL.DTA,Congo Democratic Republic,2013
"Married, Wants Child within 2 Years",0.061902553,CDIR61FL.DTA,Congo Democratic Republic,2013
"Not Married, Not Sexually Active",0.331582348,CDIR61FL.DTA,Congo Democratic Republic,2013
"Not Married, Sexually Active",0.094720347,CDIR61FL.DTA,Congo Democratic Republic,2013
"Infecund, Menopausal",0.055433835,CIIR62FL.DTA,Cote d'Ivoire,2011
"Married, Does Not Want Child within 2 Years",0.422251634,CIIR62FL.DTA,Cote d'Ivoire,2011
"Married, Wants Child within 2 Years",0.074154281,CIIR62FL.DTA,Cote d'Ivoire,2011
"Not Married, Not Sexually Active",0.291482634,CIIR62FL.DTA,Cote d'Ivoire,2011
"Not Married, Sexually Active",0.156677617,CIIR62FL.DTA,Cote d'Ivoire,2011
"Infecund, Menopausal",0.050014593,CMIR71FL.DTA,Cameroon,2018
"Married, Does Not Want Child within 2 Years",0.283010262,CMIR71FL.DTA,Cameroon,2018
"Married, Wants Child within 2 Years",0.108078753,CMIR71FL.DTA,Cameroon,2018
"Not Married, Not Sexually Active",0.449569745,CMIR71FL.DTA,Cameroon,2018
"Not Married, Sexually Active",0.109326646,CMIR71FL.DTA,Cameroon,2018
