Var1,Freq,WhyDisc,SurveyName,Country,StartYear
"Not Married, Not Sexually Active",0.045547792,Wanted More Effective Method,BJIR61FL.DTA,Benin,2011
"Not Married, Sexually Active",0.119703498,Wanted More Effective Method,BJIR61FL.DTA,Benin,2011
"Infecund, Menopausal",0.031217981,Inconvenient To Use,BJIR61FL.DTA,Benin,2011
"Married, Does Not Want Child within 2 Years",0.05664242,Inconvenient To Use,BJIR61FL.DTA,Benin,2011
"Married, Wants Child within 2 Years",0.022707949,Inconvenient To Use,BJIR61FL.DTA,Benin,2011
"Not Married, Not Sexually Active",0.141183581,Inconvenient To Use,BJIR61FL.DTA,Benin,2011
"Not Married, Sexually Active",0.103664997,Inconvenient To Use,BJIR61FL.DTA,Benin,2011
"Infecund, Menopausal",0.037183333,Cost,BJIR61FL.DTA,Benin,2011
"Married, Does Not Want Child within 2 Years",0.031739897,Cost,BJIR61FL.DTA,Benin,2011
"Married, Wants Child within 2 Years",0.009541404,Cost,BJIR61FL.DTA,Benin,2011
"Not Married, Not Sexually Active",0.04300356,Cost,BJIR61FL.DTA,Benin,2011
"Not Married, Sexually Active",0.02405949,Cost,BJIR61FL.DTA,Benin,2011
"Infecund, Menopausal",0.03864312,Fatalistic,BJIR61FL.DTA,Benin,2011
"Married, Does Not Want Child within 2 Years",0.023422614,Fatalistic,BJIR61FL.DTA,Benin,2011
"Married, Wants Child within 2 Years",0.024982835,Fatalistic,BJIR61FL.DTA,Benin,2011
"Not Married, Not Sexually Active",0.030985425,Fatalistic,BJIR61FL.DTA,Benin,2011
"Not Married, Sexually Active",0.080504319,Fatalistic,BJIR61FL.DTA,Benin,2011
"Infecund, Menopausal",0.136297772,"Difficult Pregnancy, Menopause",BJIR61FL.DTA,Benin,2011
"Married, Does Not Want Child within 2 Years",0.006224423,"Difficult Pregnancy, Menopause",BJIR61FL.DTA,Benin,2011
"Married, Wants Child within 2 Years",0.008970528,"Difficult Pregnancy, Menopause",BJIR61FL.DTA,Benin,2011
"Not Married, Not Sexually Active",0,"Difficult Pregnancy, Menopause",BJIR61FL.DTA,Benin,2011
"Not Married, Sexually Active",0,"Difficult Pregnancy, Menopause",BJIR61FL.DTA,Benin,2011
"Infecund, Menopausal",0.029975566,Marital Dissolution,BJIR61FL.DTA,Benin,2011
"Married, Does Not Want Child within 2 Years",0.001767981,Marital Dissolution,BJIR61FL.DTA,Benin,2011
"Married, Wants Child within 2 Years",0.005809292,Marital Dissolution,BJIR61FL.DTA,Benin,2011
"Not Married, Not Sexually Active",0.094729583,Marital Dissolution,BJIR61FL.DTA,Benin,2011
"Not Married, Sexually Active",0.068430061,Marital Dissolution,BJIR61FL.DTA,Benin,2011
"Infecund, Menopausal",0.152181479,Other,BJIR61FL.DTA,Benin,2011
"Married, Does Not Want Child within 2 Years",0.080465155,Other,BJIR61FL.DTA,Benin,2011
"Married, Wants Child within 2 Years",0.040406695,Other,BJIR61FL.DTA,Benin,2011
"Not Married, Not Sexually Active",0.122258781,Other,BJIR61FL.DTA,Benin,2011
"Not Married, Sexually Active",0.09561554,Other,BJIR61FL.DTA,Benin,2011
"Infecund, Menopausal",0.247038529,Don't Know,BJIR61FL.DTA,Benin,2011
"Married, Does Not Want Child within 2 Years",0.113494809,Don't Know,BJIR61FL.DTA,Benin,2011
"Married, Wants Child within 2 Years",0.100520607,Don't Know,BJIR61FL.DTA,Benin,2011
"Not Married, Not Sexually Active",0.257792619,Don't Know,BJIR61FL.DTA,Benin,2011
"Not Married, Sexually Active",0.098446686,Don't Know,BJIR61FL.DTA,Benin,2011
All Former Users,0.084780492,Became Pregnant,BFIR62FL.DTA,Burkina Faso,2010
All Former Users,0.409816333,Wanted To Become Pregnant,BFIR62FL.DTA,Burkina Faso,2010
All Former Users,0.020701776,Husband Disapproved,BFIR62FL.DTA,Burkina Faso,2010
All Former Users,0.175562284,Side Effects,BFIR62FL.DTA,Burkina Faso,2010
All Former Users,0.013723044,"Access, Availability",BFIR62FL.DTA,Burkina Faso,2010
All Former Users,0.002549797,Wanted More Effective Method,BFIR62FL.DTA,Burkina Faso,2010
All Former Users,0.003629182,Inconvenient To Use,BFIR62FL.DTA,Burkina Faso,2010
All Former Users,0.107768751,"Infrequent Sex, Husband Away",BFIR62FL.DTA,Burkina Faso,2010
All Former Users,0.022355853,Cost,BFIR62FL.DTA,Burkina Faso,2010
All Former Users,0.014867355,"Difficult Pregnancy, Menopause",BFIR62FL.DTA,Burkina Faso,2010
All Former Users,0.01389372,Marital Dissolution,BFIR62FL.DTA,Burkina Faso,2010
All Former Users,0.027438016,Other,BFIR62FL.DTA,Burkina Faso,2010
All Former Users,0.102913398,Missing,BFIR62FL.DTA,Burkina Faso,2010
"Infecund, Menopausal",0,Became Pregnant,BFIR62FL.DTA,Burkina Faso,2010
"Married, Does Not Want Child within 2 Years",0.097711776,Became Pregnant,BFIR62FL.DTA,Burkina Faso,2010
"Married, Wants Child within 2 Years",0.035645461,Became Pregnant,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Not Sexually Active",0.079116017,Became Pregnant,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Sexually Active",0.046509334,Became Pregnant,BFIR62FL.DTA,Burkina Faso,2010
"Infecund, Menopausal",0.226393524,Wanted To Become Pregnant,BFIR62FL.DTA,Burkina Faso,2010
"Married, Does Not Want Child within 2 Years",0.455670506,Wanted To Become Pregnant,BFIR62FL.DTA,Burkina Faso,2010
"Married, Wants Child within 2 Years",0.482848432,Wanted To Become Pregnant,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Not Sexually Active",0.096427283,Wanted To Become Pregnant,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Sexually Active",0.627041933,Wanted To Become Pregnant,BFIR62FL.DTA,Burkina Faso,2010
"Infecund, Menopausal",0,Husband Disapproved,BFIR62FL.DTA,Burkina Faso,2010
"Married, Does Not Want Child within 2 Years",0.02360115,Husband Disapproved,BFIR62FL.DTA,Burkina Faso,2010
"Married, Wants Child within 2 Years",0.03457705,Husband Disapproved,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Not Sexually Active",0,Husband Disapproved,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Sexually Active",0,Husband Disapproved,BFIR62FL.DTA,Burkina Faso,2010
"Infecund, Menopausal",0.055175145,Side Effects,BFIR62FL.DTA,Burkina Faso,2010
"Married, Does Not Want Child within 2 Years",0.196071017,Side Effects,BFIR62FL.DTA,Burkina Faso,2010
"Married, Wants Child within 2 Years",0.218166625,Side Effects,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Not Sexually Active",0.074770341,Side Effects,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Sexually Active",0,Side Effects,BFIR62FL.DTA,Burkina Faso,2010
"Infecund, Menopausal",0,"Access, Availability",BFIR62FL.DTA,Burkina Faso,2010
"Married, Does Not Want Child within 2 Years",0.019069955,"Access, Availability",BFIR62FL.DTA,Burkina Faso,2010
"Married, Wants Child within 2 Years",0,"Access, Availability",BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Not Sexually Active",0,"Access, Availability",BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Sexually Active",0,"Access, Availability",BFIR62FL.DTA,Burkina Faso,2010
"Infecund, Menopausal",0,Wanted More Effective Method,BFIR62FL.DTA,Burkina Faso,2010
"Married, Does Not Want Child within 2 Years",0,Wanted More Effective Method,BFIR62FL.DTA,Burkina Faso,2010
"Married, Wants Child within 2 Years",0,Wanted More Effective Method,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Not Sexually Active",0.02053999,Wanted More Effective Method,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Sexually Active",0,Wanted More Effective Method,BFIR62FL.DTA,Burkina Faso,2010
"Infecund, Menopausal",0,Inconvenient To Use,BFIR62FL.DTA,Burkina Faso,2010
"Married, Does Not Want Child within 2 Years",0.003296711,Inconvenient To Use,BFIR62FL.DTA,Burkina Faso,2010
"Married, Wants Child within 2 Years",0,Inconvenient To Use,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Not Sexually Active",0.010124326,Inconvenient To Use,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Sexually Active",0,Inconvenient To Use,BFIR62FL.DTA,Burkina Faso,2010
"Infecund, Menopausal",0,"Infrequent Sex, Husband Away",BFIR62FL.DTA,Burkina Faso,2010
"Married, Does Not Want Child within 2 Years",0.098851598,"Infrequent Sex, Husband Away",BFIR62FL.DTA,Burkina Faso,2010
"Married, Wants Child within 2 Years",0.154194593,"Infrequent Sex, Husband Away",BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Not Sexually Active",0.161539951,"Infrequent Sex, Husband Away",BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Sexually Active",0,"Infrequent Sex, Husband Away",BFIR62FL.DTA,Burkina Faso,2010
"Infecund, Menopausal",0.157600583,Cost,BFIR62FL.DTA,Burkina Faso,2010
"Married, Does Not Want Child within 2 Years",0.013184921,Cost,BFIR62FL.DTA,Burkina Faso,2010
"Married, Wants Child within 2 Years",0.031793616,Cost,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Not Sexually Active",0.036414129,Cost,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Sexually Active",0,Cost,BFIR62FL.DTA,Burkina Faso,2010
"Infecund, Menopausal",0.390579872,"Difficult Pregnancy, Menopause",BFIR62FL.DTA,Burkina Faso,2010
"Married, Does Not Want Child within 2 Years",0.003686232,"Difficult Pregnancy, Menopause",BFIR62FL.DTA,Burkina Faso,2010
"Married, Wants Child within 2 Years",0,"Difficult Pregnancy, Menopause",BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Not Sexually Active",0,"Difficult Pregnancy, Menopause",BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Sexually Active",0,"Difficult Pregnancy, Menopause",BFIR62FL.DTA,Burkina Faso,2010
"Infecund, Menopausal",0,Marital Dissolution,BFIR62FL.DTA,Burkina Faso,2010
"Married, Does Not Want Child within 2 Years",0,Marital Dissolution,BFIR62FL.DTA,Burkina Faso,2010
"Married, Wants Child within 2 Years",0,Marital Dissolution,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Not Sexually Active",0.1119214,Marital Dissolution,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Sexually Active",0,Marital Dissolution,BFIR62FL.DTA,Burkina Faso,2010
"Infecund, Menopausal",0,Other,BFIR62FL.DTA,Burkina Faso,2010
"Married, Does Not Want Child within 2 Years",0.014220186,Other,BFIR62FL.DTA,Burkina Faso,2010
"Married, Wants Child within 2 Years",0,Other,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Not Sexually Active",0.138595089,Other,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Sexually Active",0,Other,BFIR62FL.DTA,Burkina Faso,2010
"Infecund, Menopausal",0.170250877,Missing,BFIR62FL.DTA,Burkina Faso,2010
"Married, Does Not Want Child within 2 Years",0.07463595,Missing,BFIR62FL.DTA,Burkina Faso,2010
"Married, Wants Child within 2 Years",0.042774224,Missing,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Not Sexually Active",0.270551474,Missing,BFIR62FL.DTA,Burkina Faso,2010
"Not Married, Sexually Active",0.326448733,Missing,BFIR62FL.DTA,Burkina Faso,2010
All Former Users,0.059067898,Became Pregnant,BUIR70FL.DTA,Burundi,2016
All Former Users,0.286324574,Wanted To Become Pregnant,BUIR70FL.DTA,Burundi,2016
All Former Users,0.041764328,Husband Disapproved,BUIR70FL.DTA,Burundi,2016
All Former Users,0.344175274,Side Effects,BUIR70FL.DTA,Burundi,2016
All Former Users,0.007495093,"Access, Availability",BUIR70FL.DTA,Burundi,2016
All Former Users,0.021718373,Wanted More Effective Method,BUIR70FL.DTA,Burundi,2016
All Former Users,0.032124687,Inconvenient To Use,BUIR70FL.DTA,Burundi,2016
All Former Users,0.066119798,"Infrequent Sex, Husband Away",BUIR70FL.DTA,Burundi,2016
All Former Users,0.0006126,Cost,BUIR70FL.DTA,Burundi,2016
All Former Users,0.011953526,Fatalistic,BUIR70FL.DTA,Burundi,2016
All Former Users,0.005942704,"Difficult Pregnancy, Menopause",BUIR70FL.DTA,Burundi,2016
All Former Users,0.024000728,Marital Dissolution,BUIR70FL.DTA,Burundi,2016
All Former Users,0.071079865,Other,BUIR70FL.DTA,Burundi,2016
All Former Users,0.027620551,Don't Know,BUIR70FL.DTA,Burundi,2016
"Infecund, Menopausal",0,Became Pregnant,BUIR70FL.DTA,Burundi,2016
"Married, Does Not Want Child within 2 Years",0.074166404,Became Pregnant,BUIR70FL.DTA,Burundi,2016
"Married, Wants Child within 2 Years",0.018176668,Became Pregnant,BUIR70FL.DTA,Burundi,2016
"Not Married, Not Sexually Active",0.023890757,Became Pregnant,BUIR70FL.DTA,Burundi,2016
"Not Married, Sexually Active",0.013796404,Became Pregnant,BUIR70FL.DTA,Burundi,2016
"Infecund, Menopausal",0.116834076,Wanted To Become Pregnant,BUIR70FL.DTA,Burundi,2016
"Married, Does Not Want Child within 2 Years",0.297148809,Wanted To Become Pregnant,BUIR70FL.DTA,Burundi,2016
"Married, Wants Child within 2 Years",0.432545811,Wanted To Become Pregnant,BUIR70FL.DTA,Burundi,2016
"Not Married, Not Sexually Active",0.067258854,Wanted To Become Pregnant,BUIR70FL.DTA,Burundi,2016
"Not Married, Sexually Active",0.265548098,Wanted To Become Pregnant,BUIR70FL.DTA,Burundi,2016
"Infecund, Menopausal",0,Husband Disapproved,BUIR70FL.DTA,Burundi,2016
"Married, Does Not Want Child within 2 Years",0.044424448,Husband Disapproved,BUIR70FL.DTA,Burundi,2016
"Married, Wants Child within 2 Years",0.036084744,Husband Disapproved,BUIR70FL.DTA,Burundi,2016
"Not Married, Not Sexually Active",0.034587653,Husband Disapproved,BUIR70FL.DTA,Burundi,2016
"Not Married, Sexually Active",0.057300298,Husband Disapproved,BUIR70FL.DTA,Burundi,2016
"Infecund, Menopausal",0.330810406,Side Effects,BUIR70FL.DTA,Burundi,2016
"Married, Does Not Want Child within 2 Years",0.365737607,Side Effects,BUIR70FL.DTA,Burundi,2016
"Married, Wants Child within 2 Years",0.322233332,Side Effects,BUIR70FL.DTA,Burundi,2016
"Not Married, Not Sexually Active",0.238968265,Side Effects,BUIR70FL.DTA,Burundi,2016
"Not Married, Sexually Active",0.236125862,Side Effects,BUIR70FL.DTA,Burundi,2016
"Infecund, Menopausal",0.024955295,"Access, Availability",BUIR70FL.DTA,Burundi,2016
"Married, Does Not Want Child within 2 Years",0.005688511,"Access, Availability",BUIR70FL.DTA,Burundi,2016
"Married, Wants Child within 2 Years",0.008498923,"Access, Availability",BUIR70FL.DTA,Burundi,2016
"Not Married, Not Sexually Active",0.018682228,"Access, Availability",BUIR70FL.DTA,Burundi,2016
"Not Married, Sexually Active",0,"Access, Availability",BUIR70FL.DTA,Burundi,2016
"Infecund, Menopausal",0,Wanted More Effective Method,BUIR70FL.DTA,Burundi,2016
"Married, Does Not Want Child within 2 Years",0.027730784,Wanted More Effective Method,BUIR70FL.DTA,Burundi,2016
"Married, Wants Child within 2 Years",0.011931327,Wanted More Effective Method,BUIR70FL.DTA,Burundi,2016
"Not Married, Not Sexually Active",0,Wanted More Effective Method,BUIR70FL.DTA,Burundi,2016
"Not Married, Sexually Active",0,Wanted More Effective Method,BUIR70FL.DTA,Burundi,2016
"Infecund, Menopausal",0.047619548,Inconvenient To Use,BUIR70FL.DTA,Burundi,2016
"Married, Does Not Want Child within 2 Years",0.034606598,Inconvenient To Use,BUIR70FL.DTA,Burundi,2016
"Married, Wants Child within 2 Years",0.025832603,Inconvenient To Use,BUIR70FL.DTA,Burundi,2016
"Not Married, Not Sexually Active",0.021722915,Inconvenient To Use,BUIR70FL.DTA,Burundi,2016
"Not Married, Sexually Active",0.01339684,Inconvenient To Use,BUIR70FL.DTA,Burundi,2016
"Infecund, Menopausal",0.10108009,"Infrequent Sex, Husband Away",BUIR70FL.DTA,Burundi,2016
"Married, Does Not Want Child within 2 Years",0.032479614,"Infrequent Sex, Husband Away",BUIR70FL.DTA,Burundi,2016
"Married, Wants Child within 2 Years",0.029273867,"Infrequent Sex, Husband Away",BUIR70FL.DTA,Burundi,2016
"Not Married, Not Sexually Active",0.332410714,"Infrequent Sex, Husband Away",BUIR70FL.DTA,Burundi,2016
"Not Married, Sexually Active",0.20476945,"Infrequent Sex, Husband Away",BUIR70FL.DTA,Burundi,2016
"Infecund, Menopausal",0,Cost,BUIR70FL.DTA,Burundi,2016
"Married, Does Not Want Child within 2 Years",0.000834457,Cost,BUIR70FL.DTA,Burundi,2016
"Married, Wants Child within 2 Years",0,Cost,BUIR70FL.DTA,Burundi,2016
"Not Married, Not Sexually Active",0,Cost,BUIR70FL.DTA,Burundi,2016
"Not Married, Sexually Active",0,Cost,BUIR70FL.DTA,Burundi,2016
"Infecund, Menopausal",0,Fatalistic,BUIR70FL.DTA,Burundi,2016
"Married, Does Not Want Child within 2 Years",0.012360154,Fatalistic,BUIR70FL.DTA,Burundi,2016
"Married, Wants Child within 2 Years",0.022979807,Fatalistic,BUIR70FL.DTA,Burundi,2016
"Not Married, Not Sexually Active",0,Fatalistic,BUIR70FL.DTA,Burundi,2016
"Not Married, Sexually Active",0.007183522,Fatalistic,BUIR70FL.DTA,Burundi,2016
"Infecund, Menopausal",0.118400162,"Difficult Pregnancy, Menopause",BUIR70FL.DTA,Burundi,2016
"Married, Does Not Want Child within 2 Years",0.003264121,"Difficult Pregnancy, Menopause",BUIR70FL.DTA,Burundi,2016
"Married, Wants Child within 2 Years",0,"Difficult Pregnancy, Menopause",BUIR70FL.DTA,Burundi,2016
"Not Married, Not Sexually Active",0,"Difficult Pregnancy, Menopause",BUIR70FL.DTA,Burundi,2016
"Not Married, Sexually Active",0,"Difficult Pregnancy, Menopause",BUIR70FL.DTA,Burundi,2016
"Infecund, Menopausal",0.067625853,Marital Dissolution,BUIR70FL.DTA,Burundi,2016
"Married, Does Not Want Child within 2 Years",0.007091834,Marital Dissolution,BUIR70FL.DTA,Burundi,2016
"Married, Wants Child within 2 Years",0.011124847,Marital Dissolution,BUIR70FL.DTA,Burundi,2016
"Not Married, Not Sexually Active",0.149551801,Marital Dissolution,BUIR70FL.DTA,Burundi,2016
"Not Married, Sexually Active",0.073977091,Marital Dissolution,BUIR70FL.DTA,Burundi,2016
"Infecund, Menopausal",0.158127538,Other,BUIR70FL.DTA,Burundi,2016
"Married, Does Not Want Child within 2 Years",0.065946986,Other,BUIR70FL.DTA,Burundi,2016
"Married, Wants Child within 2 Years",0.059912854,Other,BUIR70FL.DTA,Burundi,2016
"Not Married, Not Sexually Active",0.088869047,Other,BUIR70FL.DTA,Burundi,2016
"Not Married, Sexually Active",0.096220737,Other,BUIR70FL.DTA,Burundi,2016
"Infecund, Menopausal",0.034547033,Don't Know,BUIR70FL.DTA,Burundi,2016
"Married, Does Not Want Child within 2 Years",0.028519673,Don't Know,BUIR70FL.DTA,Burundi,2016
"Married, Wants Child within 2 Years",0.021405218,Don't Know,BUIR70FL.DTA,Burundi,2016
"Not Married, Not Sexually Active",0.024057768,Don't Know,BUIR70FL.DTA,Burundi,2016
"Not Married, Sexually Active",0.031681698,Don't Know,BUIR70FL.DTA,Burundi,2016
All Former Users,0.098422093,Became Pregnant,KHIR73FL.DTA,Cambodia,2014
All Former Users,0.456140894,Wanted To Become Pregnant,KHIR73FL.DTA,Cambodia,2014
All Former Users,0.003798786,Husband Disapproved,KHIR73FL.DTA,Cambodia,2014
All Former Users,0.193186837,Side Effects /Health Concerns,KHIR73FL.DTA,Cambodia,2014
All Former Users,0.006081955,"Access, Availability",KHIR73FL.DTA,Cambodia,2014
All Former Users,0.007748745,Wanted More Effective Method,KHIR73FL.DTA,Cambodia,2014
All Former Users,0.069813991,Inconvenient To Use,KHIR73FL.DTA,Cambodia,2014
All Former Users,0.064339267,"Infrequent Sex, Husband Away",KHIR73FL.DTA,Cambodia,2014
All Former Users,0.00294498,Cost,KHIR73FL.DTA,Cambodia,2014
All Former Users,0.01066404,Fatalistic,KHIR73FL.DTA,Cambodia,2014
All Former Users,0.014171695,"Difficult Pregnancy, Menopause",KHIR73FL.DTA,Cambodia,2014
All Former Users,0.022786953,Marital Dissolution,KHIR73FL.DTA,Cambodia,2014
All Former Users,0.048319186,Other,KHIR73FL.DTA,Cambodia,2014
All Former Users,0.00158058,Don't Know,KHIR73FL.DTA,Cambodia,2014
"Infecund, Menopausal",0.017665558,Became Pregnant,KHIR73FL.DTA,Cambodia,2014
"Married, Does Not Want Child within 2 Years",0.121032899,Became Pregnant,KHIR73FL.DTA,Cambodia,2014
"Married, Wants Child within 2 Years",0.061252111,Became Pregnant,KHIR73FL.DTA,Cambodia,2014
"Not Married, Not Sexually Active",0.085426449,Became Pregnant,KHIR73FL.DTA,Cambodia,2014
"Not Married, Sexually Active",0,Became Pregnant,KHIR73FL.DTA,Cambodia,2014
"Infecund, Menopausal",0.251902296,Wanted To Become Pregnant,KHIR73FL.DTA,Cambodia,2014
"Married, Does Not Want Child within 2 Years",0.452856383,Wanted To Become Pregnant,KHIR73FL.DTA,Cambodia,2014
"Married, Wants Child within 2 Years",0.69770012,Wanted To Become Pregnant,KHIR73FL.DTA,Cambodia,2014
"Not Married, Not Sexually Active",0.226508453,Wanted To Become Pregnant,KHIR73FL.DTA,Cambodia,2014
"Not Married, Sexually Active",0.399614629,Wanted To Become Pregnant,KHIR73FL.DTA,Cambodia,2014
"Infecund, Menopausal",0.00874265,Husband Disapproved,KHIR73FL.DTA,Cambodia,2014
"Married, Does Not Want Child within 2 Years",0.000944218,Husband Disapproved,KHIR73FL.DTA,Cambodia,2014
"Married, Wants Child within 2 Years",0.008937454,Husband Disapproved,KHIR73FL.DTA,Cambodia,2014
"Not Married, Not Sexually Active",0,Husband Disapproved,KHIR73FL.DTA,Cambodia,2014
"Not Married, Sexually Active",0.144195629,Husband Disapproved,KHIR73FL.DTA,Cambodia,2014
"Infecund, Menopausal",0.214056053,Side Effects /Health Concerns,KHIR73FL.DTA,Cambodia,2014
"Married, Does Not Want Child within 2 Years",0.21923265,Side Effects /Health Concerns,KHIR73FL.DTA,Cambodia,2014
"Married, Wants Child within 2 Years",0.129391451,Side Effects /Health Concerns,KHIR73FL.DTA,Cambodia,2014
"Not Married, Not Sexually Active",0.081317577,Side Effects /Health Concerns,KHIR73FL.DTA,Cambodia,2014
"Not Married, Sexually Active",0.077391202,Side Effects /Health Concerns,KHIR73FL.DTA,Cambodia,2014
"Infecund, Menopausal",0.005223297,"Access, Availability",KHIR73FL.DTA,Cambodia,2014
"Married, Does Not Want Child within 2 Years",0.008402216,"Access, Availability",KHIR73FL.DTA,Cambodia,2014
"Married, Wants Child within 2 Years",0,"Access, Availability",KHIR73FL.DTA,Cambodia,2014
"Not Married, Not Sexually Active",0,"Access, Availability",KHIR73FL.DTA,Cambodia,2014
"Not Married, Sexually Active",0,"Access, Availability",KHIR73FL.DTA,Cambodia,2014
"Infecund, Menopausal",0.020158196,Wanted More Effective Method,KHIR73FL.DTA,Cambodia,2014
"Married, Does Not Want Child within 2 Years",0.008521547,Wanted More Effective Method,KHIR73FL.DTA,Cambodia,2014
"Married, Wants Child within 2 Years",0.001239215,Wanted More Effective Method,KHIR73FL.DTA,Cambodia,2014
"Not Married, Not Sexually Active",0,Wanted More Effective Method,KHIR73FL.DTA,Cambodia,2014
"Not Married, Sexually Active",0,Wanted More Effective Method,KHIR73FL.DTA,Cambodia,2014
"Infecund, Menopausal",0.092714866,Inconvenient To Use,KHIR73FL.DTA,Cambodia,2014
"Married, Does Not Want Child within 2 Years",0.074029883,Inconvenient To Use,KHIR73FL.DTA,Cambodia,2014
"Married, Wants Child within 2 Years",0.04205465,Inconvenient To Use,KHIR73FL.DTA,Cambodia,2014
"Not Married, Not Sexually Active",0.052602173,Inconvenient To Use,KHIR73FL.DTA,Cambodia,2014
"Not Married, Sexually Active",0.19226507,Inconvenient To Use,KHIR73FL.DTA,Cambodia,2014
"Infecund, Menopausal",0.048835403,"Infrequent Sex, Husband Away",KHIR73FL.DTA,Cambodia,2014
"Married, Does Not Want Child within 2 Years",0.049943632,"Infrequent Sex, Husband Away",KHIR73FL.DTA,Cambodia,2014
"Married, Wants Child within 2 Years",0.038462333,"Infrequent Sex, Husband Away",KHIR73FL.DTA,Cambodia,2014
"Not Married, Not Sexually Active",0.261138351,"Infrequent Sex, Husband Away",KHIR73FL.DTA,Cambodia,2014
"Not Married, Sexually Active",0.143308036,"Infrequent Sex, Husband Away",KHIR73FL.DTA,Cambodia,2014
"Infecund, Menopausal",0.005566309,Cost,KHIR73FL.DTA,Cambodia,2014
"Married, Does Not Want Child within 2 Years",0.003644391,Cost,KHIR73FL.DTA,Cambodia,2014
"Married, Wants Child within 2 Years",0,Cost,KHIR73FL.DTA,Cambodia,2014
"Not Married, Not Sexually Active",0,Cost,KHIR73FL.DTA,Cambodia,2014
"Not Married, Sexually Active",0,Cost,KHIR73FL.DTA,Cambodia,2014
"Infecund, Menopausal",0.024406507,Fatalistic,KHIR73FL.DTA,Cambodia,2014
"Married, Does Not Want Child within 2 Years",0.012404825,Fatalistic,KHIR73FL.DTA,Cambodia,2014
"Married, Wants Child within 2 Years",0.000825447,Fatalistic,KHIR73FL.DTA,Cambodia,2014
"Not Married, Not Sexually Active",0,Fatalistic,KHIR73FL.DTA,Cambodia,2014
"Not Married, Sexually Active",0,Fatalistic,KHIR73FL.DTA,Cambodia,2014
"Infecund, Menopausal",0.066481236,"Difficult Pregnancy, Menopause",KHIR73FL.DTA,Cambodia,2014
"Married, Does Not Want Child within 2 Years",0.011718596,"Difficult Pregnancy, Menopause",KHIR73FL.DTA,Cambodia,2014
"Married, Wants Child within 2 Years",0,"Difficult Pregnancy, Menopause",KHIR73FL.DTA,Cambodia,2014
"Not Married, Not Sexually Active",0.002465211,"Difficult Pregnancy, Menopause",KHIR73FL.DTA,Cambodia,2014
"Not Married, Sexually Active",0,"Difficult Pregnancy, Menopause",KHIR73FL.DTA,Cambodia,2014
"Infecund, Menopausal",0.057579373,Marital Dissolution,KHIR73FL.DTA,Cambodia,2014
"Married, Does Not Want Child within 2 Years",0.00135765,Marital Dissolution,KHIR73FL.DTA,Cambodia,2014
"Married, Wants Child within 2 Years",0,Marital Dissolution,KHIR73FL.DTA,Cambodia,2014
"Not Married, Not Sexually Active",0.218090141,Marital Dissolution,KHIR73FL.DTA,Cambodia,2014
"Not Married, Sexually Active",0.043225434,Marital Dissolution,KHIR73FL.DTA,Cambodia,2014
"Infecund, Menopausal",0.186668255,Other,KHIR73FL.DTA,Cambodia,2014
"Married, Does Not Want Child within 2 Years",0.033537991,Other,KHIR73FL.DTA,Cambodia,2014
"Married, Wants Child within 2 Years",0.020137218,Other,KHIR73FL.DTA,Cambodia,2014
"Not Married, Not Sexually Active",0.072451645,Other,KHIR73FL.DTA,Cambodia,2014
"Not Married, Sexually Active",0,Other,KHIR73FL.DTA,Cambodia,2014
"Infecund, Menopausal",0,Don't Know,KHIR73FL.DTA,Cambodia,2014
"Married, Does Not Want Child within 2 Years",0.00237312,Don't Know,KHIR73FL.DTA,Cambodia,2014
"Married, Wants Child within 2 Years",0,Don't Know,KHIR73FL.DTA,Cambodia,2014
"Not Married, Not Sexually Active",0,Don't Know,KHIR73FL.DTA,Cambodia,2014
"Not Married, Sexually Active",0,Don't Know,KHIR73FL.DTA,Cambodia,2014
All Former Users,0.058367897,Became Pregnant,KMIR61FL.DTA,Comoros,2012
All Former Users,0.355696355,Wanted To Become Pregnant,KMIR61FL.DTA,Comoros,2012
All Former Users,0.016743073,Husband Disapproved,KMIR61FL.DTA,Comoros,2012
