Method,Var,Freq,SurveyName,Country,StartYear
Total,Told About Side Effects,0.395483534,DRIR61FL.DTA,Dominican Republic,2013
Total,Told What to Do About Side Effects,0.302038524,DRIR61FL.DTA,Dominican Republic,2013
Pill,Method Information Index,0.254537638,EGIR61FL.DTA,Egypt,2014
IUD,Method Information Index,0.304257016,EGIR61FL.DTA,Egypt,2014
Female Sterilization,Method Information Index,0.254430372,EGIR61FL.DTA,Egypt,2014
Implant,Method Information Index,0.272452222,EGIR61FL.DTA,Egypt,2014
Pill,Told About Other Methods,0.545893568,EGIR61FL.DTA,Egypt,2014
IUD,Told About Other Methods,0.553887244,EGIR61FL.DTA,Egypt,2014
Female Sterilization,Told About Other Methods,0.479426532,EGIR61FL.DTA,Egypt,2014
Implant,Told About Other Methods,0.668188343,EGIR61FL.DTA,Egypt,2014
Pill,Told About Side Effects,0.384932941,EGIR61FL.DTA,Egypt,2014
IUD,Told About Side Effects,0.467135881,EGIR61FL.DTA,Egypt,2014
Female Sterilization,Told About Side Effects,0.494237829,EGIR61FL.DTA,Egypt,2014
Implant,Told About Side Effects,0.515270699,EGIR61FL.DTA,Egypt,2014
Pill,Told What to Do About Side Effects,0.279683607,EGIR61FL.DTA,Egypt,2014
IUD,Told What to Do About Side Effects,0.362352672,EGIR61FL.DTA,Egypt,2014
Female Sterilization,Told What to Do About Side Effects,0.328669929,EGIR61FL.DTA,Egypt,2014
Implant,Told What to Do About Side Effects,0.302025815,EGIR61FL.DTA,Egypt,2014
Total,Method Information Index,0.288162888,EGIR61FL.DTA,Egypt,2014
Total,Told About Other Methods,0.559122704,EGIR61FL.DTA,Egypt,2014
Total,Told About Side Effects,0.450373941,EGIR61FL.DTA,Egypt,2014
Total,Told What to Do About Side Effects,0.334946435,EGIR61FL.DTA,Egypt,2014
Pill,Method Information Index,0.223901633,ETIR70FL.DTA,Ethiopia,2016
IUD,Method Information Index,0.444871849,ETIR70FL.DTA,Ethiopia,2016
Injections,Method Information Index,0.238510299,ETIR70FL.DTA,Ethiopia,2016
Female Sterilization,Method Information Index,0.354044187,ETIR70FL.DTA,Ethiopia,2016
Implant,Method Information Index,0.315500011,ETIR70FL.DTA,Ethiopia,2016
Pill,Told About Other Methods,0.443403152,ETIR70FL.DTA,Ethiopia,2016
IUD,Told About Other Methods,0.626544498,ETIR70FL.DTA,Ethiopia,2016
Injections,Told About Other Methods,0.475969695,ETIR70FL.DTA,Ethiopia,2016
Female Sterilization,Told About Other Methods,0.354044187,ETIR70FL.DTA,Ethiopia,2016
Implant,Told About Other Methods,0.500230544,ETIR70FL.DTA,Ethiopia,2016
Pill,Told About Side Effects,0.38050074,ETIR70FL.DTA,Ethiopia,2016
IUD,Told About Side Effects,0.544246622,ETIR70FL.DTA,Ethiopia,2016
Injections,Told About Side Effects,0.359600476,ETIR70FL.DTA,Ethiopia,2016
Female Sterilization,Told About Side Effects,0.436178627,ETIR70FL.DTA,Ethiopia,2016
Implant,Told About Side Effects,0.506321719,ETIR70FL.DTA,Ethiopia,2016
Pill,Told What to Do About Side Effects,0.312355585,ETIR70FL.DTA,Ethiopia,2016
IUD,Told What to Do About Side Effects,0.497873678,ETIR70FL.DTA,Ethiopia,2016
Injections,Told What to Do About Side Effects,0.281279283,ETIR70FL.DTA,Ethiopia,2016
Female Sterilization,Told What to Do About Side Effects,0.436178627,ETIR70FL.DTA,Ethiopia,2016
Implant,Told What to Do About Side Effects,0.419282002,ETIR70FL.DTA,Ethiopia,2016
Total,Method Information Index,0.268984344,ETIR70FL.DTA,Ethiopia,2016
Total,Told About Other Methods,0.487804494,ETIR70FL.DTA,Ethiopia,2016
Total,Told About Side Effects,0.407387653,ETIR70FL.DTA,Ethiopia,2016
Total,Told What to Do About Side Effects,0.329817812,ETIR70FL.DTA,Ethiopia,2016
Pill,Method Information Index,0.231573583,ETIR61FL.DTA,Ethiopia,2011
IUD,Method Information Index,0.193657189,ETIR61FL.DTA,Ethiopia,2011
Injections,Method Information Index,0.142391608,ETIR61FL.DTA,Ethiopia,2011
Female Sterilization,Method Information Index,0.201457446,ETIR61FL.DTA,Ethiopia,2011
Implant,Method Information Index,0.304631588,ETIR61FL.DTA,Ethiopia,2011
Pill,Told About Other Methods,0.481768239,ETIR61FL.DTA,Ethiopia,2011
IUD,Told About Other Methods,0.48027048,ETIR61FL.DTA,Ethiopia,2011
Injections,Told About Other Methods,0.341386372,ETIR61FL.DTA,Ethiopia,2011
Female Sterilization,Told About Other Methods,0.222793614,ETIR61FL.DTA,Ethiopia,2011
Implant,Told About Other Methods,0.486140715,ETIR61FL.DTA,Ethiopia,2011
Pill,Told About Side Effects,0.342041794,ETIR61FL.DTA,Ethiopia,2011
IUD,Told About Side Effects,0.63244506,ETIR61FL.DTA,Ethiopia,2011
Injections,Told About Side Effects,0.239624583,ETIR61FL.DTA,Ethiopia,2011
Female Sterilization,Told About Side Effects,0.342883628,ETIR61FL.DTA,Ethiopia,2011
Implant,Told About Side Effects,0.451497685,ETIR61FL.DTA,Ethiopia,2011
Pill,Told What to Do About Side Effects,0.254114585,ETIR61FL.DTA,Ethiopia,2011
IUD,Told What to Do About Side Effects,0.471672144,ETIR61FL.DTA,Ethiopia,2011
Injections,Told What to Do About Side Effects,0.18127403,ETIR61FL.DTA,Ethiopia,2011
Female Sterilization,Told What to Do About Side Effects,0.289260266,ETIR61FL.DTA,Ethiopia,2011
Implant,Told What to Do About Side Effects,0.40851596,ETIR61FL.DTA,Ethiopia,2011
Total,Method Information Index,0.171753904,ETIR61FL.DTA,Ethiopia,2011
Total,Told About Other Methods,0.372214373,ETIR61FL.DTA,Ethiopia,2011
Total,Told About Side Effects,0.280948489,ETIR61FL.DTA,Ethiopia,2011
Total,Told What to Do About Side Effects,0.221018326,ETIR61FL.DTA,Ethiopia,2011
Pill,Method Information Index,0.179171035,GAIR60FL.DTA,Gabon,2012
IUD,Method Information Index,0.513635093,GAIR60FL.DTA,Gabon,2012
Injections,Method Information Index,0.248573545,GAIR60FL.DTA,Gabon,2012
Female Sterilization,Method Information Index,0.366735503,GAIR60FL.DTA,Gabon,2012
Implant,Method Information Index,0.891713811,GAIR60FL.DTA,Gabon,2012
Pill,Told About Other Methods,0.341366772,GAIR60FL.DTA,Gabon,2012
IUD,Told About Other Methods,0.513635093,GAIR60FL.DTA,Gabon,2012
Injections,Told About Other Methods,0.368999993,GAIR60FL.DTA,Gabon,2012
Female Sterilization,Told About Other Methods,0.38450879,GAIR60FL.DTA,Gabon,2012
Implant,Told About Other Methods,0.891713811,GAIR60FL.DTA,Gabon,2012
Pill,Told About Side Effects,0.541858787,GAIR60FL.DTA,Gabon,2012
IUD,Told About Side Effects,0.513635093,GAIR60FL.DTA,Gabon,2012
Injections,Told About Side Effects,0.582733108,GAIR60FL.DTA,Gabon,2012
Female Sterilization,Told About Side Effects,0.533876732,GAIR60FL.DTA,Gabon,2012
Implant,Told About Side Effects,1,GAIR60FL.DTA,Gabon,2012
Pill,Told What to Do About Side Effects,0.41912199,GAIR60FL.DTA,Gabon,2012
IUD,Told What to Do About Side Effects,0.513635093,GAIR60FL.DTA,Gabon,2012
Injections,Told What to Do About Side Effects,0.267500378,GAIR60FL.DTA,Gabon,2012
Female Sterilization,Told What to Do About Side Effects,0.524220022,GAIR60FL.DTA,Gabon,2012
Implant,Told What to Do About Side Effects,1,GAIR60FL.DTA,Gabon,2012
Total,Method Information Index,0.210783369,GAIR60FL.DTA,Gabon,2012
Total,Told About Other Methods,0.351072963,GAIR60FL.DTA,Gabon,2012
Total,Told About Side Effects,0.544674083,GAIR60FL.DTA,Gabon,2012
Total,Told What to Do About Side Effects,0.425132563,GAIR60FL.DTA,Gabon,2012
Pill,Method Information Index,0.461143085,GMIR81FL.DTA,Gambia,2019
IUD,Method Information Index,0.661850852,GMIR81FL.DTA,Gambia,2019
Injections,Method Information Index,0.508214373,GMIR81FL.DTA,Gambia,2019
Female Sterilization,Method Information Index,0.260343402,GMIR81FL.DTA,Gambia,2019
Implant,Method Information Index,0.587234191,GMIR81FL.DTA,Gambia,2019
Pill,Told About Other Methods,0.648267326,GMIR81FL.DTA,Gambia,2019
IUD,Told About Other Methods,0.666360333,GMIR81FL.DTA,Gambia,2019
Injections,Told About Other Methods,0.696764615,GMIR81FL.DTA,Gambia,2019
Female Sterilization,Told About Other Methods,0.415938655,GMIR81FL.DTA,Gambia,2019
Implant,Told About Other Methods,0.708321213,GMIR81FL.DTA,Gambia,2019
Pill,Told About Side Effects,0.573211348,GMIR81FL.DTA,Gambia,2019
IUD,Told About Side Effects,0.99549052,GMIR81FL.DTA,Gambia,2019
Injections,Told About Side Effects,0.700544738,GMIR81FL.DTA,Gambia,2019
Female Sterilization,Told About Side Effects,0.447089756,GMIR81FL.DTA,Gambia,2019
Implant,Told About Side Effects,0.78083354,GMIR81FL.DTA,Gambia,2019
Pill,Told What to Do About Side Effects,0.521228797,GMIR81FL.DTA,Gambia,2019
IUD,Told What to Do About Side Effects,0.99549052,GMIR81FL.DTA,Gambia,2019
Injections,Told What to Do About Side Effects,0.612877716,GMIR81FL.DTA,Gambia,2019
Female Sterilization,Told What to Do About Side Effects,0.447089756,GMIR81FL.DTA,Gambia,2019
Implant,Told What to Do About Side Effects,0.736903656,GMIR81FL.DTA,Gambia,2019
Total,Method Information Index,0.532578724,GMIR81FL.DTA,Gambia,2019
Total,Told About Other Methods,0.691833237,GMIR81FL.DTA,Gambia,2019
Total,Told About Side Effects,0.720755429,GMIR81FL.DTA,Gambia,2019
Total,Told What to Do About Side Effects,0.65670072,GMIR81FL.DTA,Gambia,2019
Pill,Method Information Index,0.285523454,GMIR60FL.DTA,Gambia,2013
IUD,Method Information Index,0.299012235,GMIR60FL.DTA,Gambia,2013
Injections,Method Information Index,0.34774898,GMIR60FL.DTA,Gambia,2013
Implant,Method Information Index,0.300998212,GMIR60FL.DTA,Gambia,2013
Pill,Told About Other Methods,0.613854863,GMIR60FL.DTA,Gambia,2013
IUD,Told About Other Methods,0.526865558,GMIR60FL.DTA,Gambia,2013
Injections,Told About Other Methods,0.578866777,GMIR60FL.DTA,Gambia,2013
Female Sterilization,Told About Other Methods,0.250577873,GMIR60FL.DTA,Gambia,2013
Implant,Told About Other Methods,0.6529768,GMIR60FL.DTA,Gambia,2013
Pill,Told About Side Effects,0.508309001,GMIR60FL.DTA,Gambia,2013
IUD,Told About Side Effects,0.559708573,GMIR60FL.DTA,Gambia,2013
Injections,Told About Side Effects,0.472013874,GMIR60FL.DTA,Gambia,2013
Implant,Told About Side Effects,0.504321837,GMIR60FL.DTA,Gambia,2013
Pill,Told What to Do About Side Effects,0.401834776,GMIR60FL.DTA,Gambia,2013
IUD,Told What to Do About Side Effects,0.559708573,GMIR60FL.DTA,Gambia,2013
Injections,Told What to Do About Side Effects,0.388496054,GMIR60FL.DTA,Gambia,2013
Implant,Told What to Do About Side Effects,0.419575376,GMIR60FL.DTA,Gambia,2013
Total,Method Information Index,0.323461088,GMIR60FL.DTA,Gambia,2013
Total,Told About Other Methods,0.568203264,GMIR60FL.DTA,Gambia,2013
Total,Told About Side Effects,0.489800106,GMIR60FL.DTA,Gambia,2013
Total,Told What to Do About Side Effects,0.404353033,GMIR60FL.DTA,Gambia,2013
Pill,Method Information Index,0.240920019,GHIR72FL.DTA,Ghana,2014
IUD,Method Information Index,0.781475046,GHIR72FL.DTA,Ghana,2014
Injections,Method Information Index,0.596376493,GHIR72FL.DTA,Ghana,2014
Female Sterilization,Method Information Index,0.410481276,GHIR72FL.DTA,Ghana,2014
Implant,Method Information Index,0.60254933,GHIR72FL.DTA,Ghana,2014
Pill,Told About Other Methods,0.450079366,GHIR72FL.DTA,Ghana,2014
IUD,Told About Other Methods,0.894253071,GHIR72FL.DTA,Ghana,2014
Injections,Told About Other Methods,0.781054259,GHIR72FL.DTA,Ghana,2014
Female Sterilization,Told About Other Methods,0.483677519,GHIR72FL.DTA,Ghana,2014
Implant,Told About Other Methods,0.75484446,GHIR72FL.DTA,Ghana,2014
Pill,Told About Side Effects,0.331572718,GHIR72FL.DTA,Ghana,2014
IUD,Told About Side Effects,0.889977001,GHIR72FL.DTA,Ghana,2014
Injections,Told About Side Effects,0.726092196,GHIR72FL.DTA,Ghana,2014
Female Sterilization,Told About Side Effects,0.524813792,GHIR72FL.DTA,Ghana,2014
Implant,Told About Side Effects,0.792273978,GHIR72FL.DTA,Ghana,2014
Pill,Told What to Do About Side Effects,0.266597258,GHIR72FL.DTA,Ghana,2014
IUD,Told What to Do About Side Effects,0.788987695,GHIR72FL.DTA,Ghana,2014
Injections,Told What to Do About Side Effects,0.640864578,GHIR72FL.DTA,Ghana,2014
Female Sterilization,Told What to Do About Side Effects,0.484134501,GHIR72FL.DTA,Ghana,2014
Implant,Told What to Do About Side Effects,0.68241124,GHIR72FL.DTA,Ghana,2014
Total,Method Information Index,0.503692325,GHIR72FL.DTA,Ghana,2014
Total,Told About Other Methods,0.676873346,GHIR72FL.DTA,Ghana,2014
Total,Told About Side Effects,0.637169827,GHIR72FL.DTA,Ghana,2014
Total,Told What to Do About Side Effects,0.553077678,GHIR72FL.DTA,Ghana,2014
Pill,Method Information Index,0.363795841,GUIR71FL.DTA,Guatemala,2014
IUD,Method Information Index,0.615236152,GUIR71FL.DTA,Guatemala,2014
Injections,Method Information Index,0.331811827,GUIR71FL.DTA,Guatemala,2014
Female Sterilization,Method Information Index,0.223038731,GUIR71FL.DTA,Guatemala,2014
Implant,Method Information Index,0.582965169,GUIR71FL.DTA,Guatemala,2014
Pill,Told About Other Methods,0.701890688,GUIR71FL.DTA,Guatemala,2014
IUD,Told About Other Methods,0.851274778,GUIR71FL.DTA,Guatemala,2014
Injections,Told About Other Methods,0.700563444,GUIR71FL.DTA,Guatemala,2014
Female Sterilization,Told About Other Methods,0.510442033,GUIR71FL.DTA,Guatemala,2014
Implant,Told About Other Methods,0.812468885,GUIR71FL.DTA,Guatemala,2014
Pill,Told About Side Effects,0.539920061,GUIR71FL.DTA,Guatemala,2014
IUD,Told About Side Effects,0.772119975,GUIR71FL.DTA,Guatemala,2014
Injections,Told About Side Effects,0.517514369,GUIR71FL.DTA,Guatemala,2014
Female Sterilization,Told About Side Effects,0.390473656,GUIR71FL.DTA,Guatemala,2014
Implant,Told About Side Effects,0.767918616,GUIR71FL.DTA,Guatemala,2014
Pill,Told What to Do About Side Effects,0.39017216,GUIR71FL.DTA,Guatemala,2014
IUD,Told What to Do About Side Effects,0.681285362,GUIR71FL.DTA,Guatemala,2014
Injections,Told What to Do About Side Effects,0.370885523,GUIR71FL.DTA,Guatemala,2014
Female Sterilization,Told What to Do About Side Effects,0.275737113,GUIR71FL.DTA,Guatemala,2014
Implant,Told What to Do About Side Effects,0.670637248,GUIR71FL.DTA,Guatemala,2014
Total,Method Information Index,0.32662242,GUIR71FL.DTA,Guatemala,2014
Total,Told About Other Methods,0.65238043,GUIR71FL.DTA,Guatemala,2014
Total,Told About Side Effects,0.504274305,GUIR71FL.DTA,Guatemala,2014
Total,Told What to Do About Side Effects,0.372954669,GUIR71FL.DTA,Guatemala,2014
Pill,Method Information Index,0.283268071,GNIR71FL.DTA,Guinea,2018
IUD,Method Information Index,0.358493741,GNIR71FL.DTA,Guinea,2018
Injections,Method Information Index,0.338136675,GNIR71FL.DTA,Guinea,2018
Female Sterilization,Method Information Index,0.161364335,GNIR71FL.DTA,Guinea,2018
Implant,Method Information Index,0.363623648,GNIR71FL.DTA,Guinea,2018
Pill,Told About Other Methods,0.48694237,GNIR71FL.DTA,Guinea,2018
IUD,Told About Other Methods,0.813885124,GNIR71FL.DTA,Guinea,2018
Injections,Told About Other Methods,0.657974247,GNIR71FL.DTA,Guinea,2018
Female Sterilization,Told About Other Methods,0.494433371,GNIR71FL.DTA,Guinea,2018
Implant,Told About Other Methods,0.572453248,GNIR71FL.DTA,Guinea,2018
Pill,Told About Side Effects,0.442919973,GNIR71FL.DTA,Guinea,2018
IUD,Told About Side Effects,0.543900877,GNIR71FL.DTA,Guinea,2018
Injections,Told About Side Effects,0.516333534,GNIR71FL.DTA,Guinea,2018
Female Sterilization,Told About Side Effects,0.446814123,GNIR71FL.DTA,Guinea,2018
Implant,Told About Side Effects,0.586490708,GNIR71FL.DTA,Guinea,2018
Pill,Told What to Do About Side Effects,0.378692031,GNIR71FL.DTA,Guinea,2018
IUD,Told What to Do About Side Effects,0.465582057,GNIR71FL.DTA,Guinea,2018
Injections,Told What to Do About Side Effects,0.436674196,GNIR71FL.DTA,Guinea,2018
Female Sterilization,Told What to Do About Side Effects,0.446814123,GNIR71FL.DTA,Guinea,2018
Implant,Told What to Do About Side Effects,0.517607953,GNIR71FL.DTA,Guinea,2018
Total,Method Information Index,0.331202382,GNIR71FL.DTA,Guinea,2018
Total,Told About Other Methods,0.58973669,GNIR71FL.DTA,Guinea,2018
Total,Told About Side Effects,0.52002813,GNIR71FL.DTA,Guinea,2018
Total,Told What to Do About Side Effects,0.448872827,GNIR71FL.DTA,Guinea,2018
Pill,Method Information Index,0.293209734,GNIR62FL.DTA,Guinea,2012
IUD,Method Information Index,0.684464776,GNIR62FL.DTA,Guinea,2012
Injections,Method Information Index,0.313025559,GNIR62FL.DTA,Guinea,2012
Female Sterilization,Method Information Index,0.125556865,GNIR62FL.DTA,Guinea,2012
Implant,Method Information Index,0.601369505,GNIR62FL.DTA,Guinea,2012
Pill,Told About Other Methods,0.529550949,GNIR62FL.DTA,Guinea,2012
IUD,Told About Other Methods,0.921159246,GNIR62FL.DTA,Guinea,2012
Injections,Told About Other Methods,0.41928922,GNIR62FL.DTA,Guinea,2012
Female Sterilization,Told About Other Methods,0.125556865,GNIR62FL.DTA,Guinea,2012
Implant,Told About Other Methods,1,GNIR62FL.DTA,Guinea,2012
Pill,Told About Side Effects,0.445564097,GNIR62FL.DTA,Guinea,2012
IUD,Told About Side Effects,0.711475839,GNIR62FL.DTA,Guinea,2012
Injections,Told About Side Effects,0.551644775,GNIR62FL.DTA,Guinea,2012
Female Sterilization,Told About Side Effects,0.334261138,GNIR62FL.DTA,Guinea,2012
Implant,Told About Side Effects,0.601369505,GNIR62FL.DTA,Guinea,2012
Pill,Told What to Do About Side Effects,0.368676481,GNIR62FL.DTA,Guinea,2012
IUD,Told What to Do About Side Effects,0.684464776,GNIR62FL.DTA,Guinea,2012
Injections,Told What to Do About Side Effects,0.482650608,GNIR62FL.DTA,Guinea,2012
Female Sterilization,Told What to Do About Side Effects,0.334261138,GNIR62FL.DTA,Guinea,2012
Implant,Told What to Do About Side Effects,0.601369505,GNIR62FL.DTA,Guinea,2012
Total,Method Information Index,0.327439024,GNIR62FL.DTA,Guinea,2012
Total,Told About Other Methods,0.508098506,GNIR62FL.DTA,Guinea,2012
Total,Told About Side Effects,0.508069718,GNIR62FL.DTA,Guinea,2012
Total,Told What to Do About Side Effects,0.440706623,GNIR62FL.DTA,Guinea,2012
Pill,Method Information Index,0.206285686,HNIR62FL.DTA,Honduras,2011
IUD,Method Information Index,0.509310902,HNIR62FL.DTA,Honduras,2011
Injections,Method Information Index,0.271096187,HNIR62FL.DTA,Honduras,2011
Female Sterilization,Method Information Index,0.155795069,HNIR62FL.DTA,Honduras,2011
Implant,Method Information Index,0,HNIR62FL.DTA,Honduras,2011
Pill,Told About Other Methods,0.57469742,HNIR62FL.DTA,Honduras,2011
IUD,Told About Other Methods,0.822823506,HNIR62FL.DTA,Honduras,2011
Injections,Told About Other Methods,0.685793504,HNIR62FL.DTA,Honduras,2011
Female Sterilization,Told About Other Methods,0.423105221,HNIR62FL.DTA,Honduras,2011
Implant,Told About Other Methods,0,HNIR62FL.DTA,Honduras,2011
Pill,Told About Side Effects,0.36421943,HNIR62FL.DTA,Honduras,2011
IUD,Told About Side Effects,0.672804095,HNIR62FL.DTA,Honduras,2011
Injections,Told About Side Effects,0.44827897,HNIR62FL.DTA,Honduras,2011
Female Sterilization,Told About Side Effects,0.334327527,HNIR62FL.DTA,Honduras,2011
Implant,Told About Side Effects,1,HNIR62FL.DTA,Honduras,2011
Pill,Told What to Do About Side Effects,0.2498927,HNIR62FL.DTA,Honduras,2011
IUD,Told What to Do About Side Effects,0.572819591,HNIR62FL.DTA,Honduras,2011
Injections,Told What to Do About Side Effects,0.308390934,HNIR62FL.DTA,Honduras,2011
Female Sterilization,Told What to Do About Side Effects,0.228632511,HNIR62FL.DTA,Honduras,2011
Implant,Told What to Do About Side Effects,0,HNIR62FL.DTA,Honduras,2011
Total,Method Information Index,0.256708609,HNIR62FL.DTA,Honduras,2011
Total,Told About Other Methods,0.61208496,HNIR62FL.DTA,Honduras,2011
Total,Told About Side Effects,0.427929182,HNIR62FL.DTA,Honduras,2011
Total,Told What to Do About Side Effects,0.307302166,HNIR62FL.DTA,Honduras,2011
Pill,Method Information Index,0.491900114,IAIR7DFL.DTA,India,2019
IUD,Method Information Index,0.571064224,IAIR7DFL.DTA,India,2019
Injections,Method Information Index,0.570569893,IAIR7DFL.DTA,India,2019
Female Sterilization,Method Information Index,0.422544347,IAIR7DFL.DTA,India,2019
Pill,Told About Other Methods,0.691319993,IAIR7DFL.DTA,India,2019
IUD,Told About Other Methods,0.72943195,IAIR7DFL.DTA,India,2019
Injections,Told About Other Methods,0.779599104,IAIR7DFL.DTA,India,2019
Female Sterilization,Told About Other Methods,0.592666526,IAIR7DFL.DTA,India,2019
Pill,Told About Side Effects,0.592360807,IAIR7DFL.DTA,India,2019
IUD,Told About Side Effects,0.701649127,IAIR7DFL.DTA,India,2019
Injections,Told About Side Effects,0.703929768,IAIR7DFL.DTA,India,2019
Female Sterilization,Told About Side Effects,0.547304367,IAIR7DFL.DTA,India,2019
Pill,Told What to Do About Side Effects,0.524717007,IAIR7DFL.DTA,India,2019
IUD,Told What to Do About Side Effects,0.634193598,IAIR7DFL.DTA,India,2019
Injections,Told What to Do About Side Effects,0.616847138,IAIR7DFL.DTA,India,2019
Female Sterilization,Told What to Do About Side Effects,0.482102176,IAIR7DFL.DTA,India,2019
Total,Method Information Index,0.459561763,IAIR7DFL.DTA,India,2019
Total,Told About Other Methods,0.65143414,IAIR7DFL.DTA,India,2019
Total,Told About Side Effects,0.579695788,IAIR7DFL.DTA,India,2019
Total,Told What to Do About Side Effects,0.512996964,IAIR7DFL.DTA,India,2019
Pill,Method Information Index,0.390657709,IAIR73FL.DTA,India,2015
IUD,Method Information Index,0.489644248,IAIR73FL.DTA,India,2015
Injections,Method Information Index,0.339921437,IAIR73FL.DTA,India,2015
Female Sterilization,Method Information Index,0.281154554,IAIR73FL.DTA,India,2015
Pill,Told About Other Methods,0.592121553,IAIR73FL.DTA,India,2015
IUD,Told About Other Methods,0.669947669,IAIR73FL.DTA,India,2015
Injections,Told About Other Methods,0.637910798,IAIR73FL.DTA,India,2015
Female Sterilization,Told About Other Methods,0.441512173,IAIR73FL.DTA,India,2015
Pill,Told About Side Effects,0.489657785,IAIR73FL.DTA,India,2015
IUD,Told About Side Effects,0.631386923,IAIR73FL.DTA,India,2015
Injections,Told About Side Effects,0.47311534,IAIR73FL.DTA,India,2015
Female Sterilization,Told About Side Effects,0.396920214,IAIR73FL.DTA,India,2015
Pill,Told What to Do About Side Effects,0.424112478,IAIR73FL.DTA,India,2015
IUD,Told What to Do About Side Effects,0.559617173,IAIR73FL.DTA,India,2015
Injections,Told What to Do About Side Effects,0.388073864,IAIR73FL.DTA,India,2015
Female Sterilization,Told What to Do About Side Effects,0.336056345,IAIR73FL.DTA,India,2015
Total,Method Information Index,0.324021189,IAIR73FL.DTA,India,2015
Total,Told About Other Methods,0.514644648,IAIR73FL.DTA,India,2015
Total,Told About Side Effects,0.43857209,IAIR73FL.DTA,India,2015
Total,Told What to Do About Side Effects,0.375460526,IAIR73FL.DTA,India,2015
Pill,Method Information Index,0.190446904,IDIR71FL.DTA,Indonesia,2017
IUD,Method Information Index,0.353960747,IDIR71FL.DTA,Indonesia,2017
Injections,Method Information Index,0.255291899,IDIR71FL.DTA,Indonesia,2017
Female Sterilization,Method Information Index,0.210142271,IDIR71FL.DTA,Indonesia,2017
Implant,Method Information Index,0.273694977,IDIR71FL.DTA,Indonesia,2017
Pill,Told About Other Methods,0.464490569,IDIR71FL.DTA,Indonesia,2017
IUD,Told About Other Methods,0.596631861,IDIR71FL.DTA,Indonesia,2017
Injections,Told About Other Methods,0.593465398,IDIR71FL.DTA,Indonesia,2017
Female Sterilization,Told About Other Methods,0.422498874,IDIR71FL.DTA,Indonesia,2017
Implant,Told About Other Methods,0.57520695,IDIR71FL.DTA,Indonesia,2017
Pill,Told About Side Effects,0.278296521,IDIR71FL.DTA,Indonesia,2017
IUD,Told About Side Effects,0.574961027,IDIR71FL.DTA,Indonesia,2017
Injections,Told About Side Effects,0.410157657,IDIR71FL.DTA,Indonesia,2017
Female Sterilization,Told About Side Effects,0.429488973,IDIR71FL.DTA,Indonesia,2017
Implant,Told About Side Effects,0.425778726,IDIR71FL.DTA,Indonesia,2017
Pill,Told What to Do About Side Effects,0.221773299,IDIR71FL.DTA,Indonesia,2017
IUD,Told What to Do About Side Effects,0.491110371,IDIR71FL.DTA,Indonesia,2017
Injections,Told What to Do About Side Effects,0.305304776,IDIR71FL.DTA,Indonesia,2017
Female Sterilization,Told What to Do About Side Effects,0.306129463,IDIR71FL.DTA,Indonesia,2017
Implant,Told What to Do About Side Effects,0.36490704,IDIR71FL.DTA,Indonesia,2017
Total,Method Information Index,0.252905744,IDIR71FL.DTA,Indonesia,2017
Total,Told About Other Methods,0.561310713,IDIR71FL.DTA,Indonesia,2017
Total,Told About Side Effects,0.402492953,IDIR71FL.DTA,Indonesia,2017
Total,Told What to Do About Side Effects,0.313674421,IDIR71FL.DTA,Indonesia,2017
Pill,Method Information Index,0.173255769,IDIR63FL.DTA,Indonesia,2012
IUD,Method Information Index,0.368318408,IDIR63FL.DTA,Indonesia,2012
Injections,Method Information Index,0.215508028,IDIR63FL.DTA,Indonesia,2012
Female Sterilization,Method Information Index,0.197164112,IDIR63FL.DTA,Indonesia,2012
Implant,Method Information Index,0.2140478,IDIR63FL.DTA,Indonesia,2012
Pill,Told About Other Methods,0.492328833,IDIR63FL.DTA,Indonesia,2012
IUD,Told About Other Methods,0.566716723,IDIR63FL.DTA,Indonesia,2012
Injections,Told About Other Methods,0.538386165,IDIR63FL.DTA,Indonesia,2012
Female Sterilization,Told About Other Methods,0.430337086,IDIR63FL.DTA,Indonesia,2012
Implant,Told About Other Methods,0.50020032,IDIR63FL.DTA,Indonesia,2012
Pill,Told About Side Effects,0.284787169,IDIR63FL.DTA,Indonesia,2012
IUD,Told About Side Effects,0.568312763,IDIR63FL.DTA,Indonesia,2012
Injections,Told About Side Effects,0.388218217,IDIR63FL.DTA,Indonesia,2012
Female Sterilization,Told About Side Effects,0.361409312,IDIR63FL.DTA,Indonesia,2012
Implant,Told About Side Effects,0.384614019,IDIR63FL.DTA,Indonesia,2012
Pill,Told What to Do About Side Effects,0.20985548,IDIR63FL.DTA,Indonesia,2012
IUD,Told What to Do About Side Effects,0.49275637,IDIR63FL.DTA,Indonesia,2012
Injections,Told What to Do About Side Effects,0.275224544,IDIR63FL.DTA,Indonesia,2012
Female Sterilization,Told What to Do About Side Effects,0.291425732,IDIR63FL.DTA,Indonesia,2012
Implant,Told What to Do About Side Effects,0.306534536,IDIR63FL.DTA,Indonesia,2012
Total,Method Information Index,0.213401342,IDIR63FL.DTA,Indonesia,2012
Total,Told About Other Methods,0.522162946,IDIR63FL.DTA,Indonesia,2012
Total,Told About Side Effects,0.372449066,IDIR63FL.DTA,Indonesia,2012
Total,Told What to Do About Side Effects,0.274899867,IDIR63FL.DTA,Indonesia,2012
Pill,Method Information Index,0.471478043,JOIR72FL.DTA,Jordan,2017
