Group,Freq,SurveyName,Country,StartYear
"Married, Wants Child within 2 Years",0.165868951,TLIR71FL.DTA,Timor-Leste,2016
"Not Married, Not Sexually Active",0.005316593,TLIR71FL.DTA,Timor-Leste,2016
"Not Married, Sexually Active",0.002161109,TLIR71FL.DTA,Timor-Leste,2016
"Infecund, Menopausal",0.00851529,TGIR61FL.DTA,Togo,2013
"Married, Does Not Want Child within 2 Years",0.648837371,TGIR61FL.DTA,Togo,2013
"Married, Wants Child within 2 Years",0.149721374,TGIR61FL.DTA,Togo,2013
"Not Married, Not Sexually Active",0.120753972,TGIR61FL.DTA,Togo,2013
"Not Married, Sexually Active",0.072171993,TGIR61FL.DTA,Togo,2013
"Infecund, Menopausal",0.026950089,TRIR61FL.DTA,Turkey,2013
"Married, Does Not Want Child within 2 Years",0.418197791,TRIR61FL.DTA,Turkey,2013
"Married, Wants Child within 2 Years",0.136317119,TRIR61FL.DTA,Turkey,2013
"Not Married, Not Sexually Active",0.386892136,TRIR61FL.DTA,Turkey,2013
"Not Married, Sexually Active",0.031642865,TRIR61FL.DTA,Turkey,2013
"Infecund, Menopausal",0.017965137,UGIR7BFL.DTA,Uganda,2016
"Married, Does Not Want Child within 2 Years",0.620247511,UGIR7BFL.DTA,Uganda,2016
"Married, Wants Child within 2 Years",0.098853052,UGIR7BFL.DTA,Uganda,2016
"Not Married, Not Sexually Active",0.169510434,UGIR7BFL.DTA,Uganda,2016
"Not Married, Sexually Active",0.093423867,UGIR7BFL.DTA,Uganda,2016
"Infecund, Menopausal",0.012472216,UGIR60FL.DTA,Uganda,2011
"Married, Does Not Want Child within 2 Years",0.655339971,UGIR60FL.DTA,Uganda,2011
"Married, Wants Child within 2 Years",0.077368675,UGIR60FL.DTA,Uganda,2011
"Not Married, Not Sexually Active",0.214692578,UGIR60FL.DTA,Uganda,2011
"Not Married, Sexually Active",0.040126561,UGIR60FL.DTA,Uganda,2011
"Infecund, Menopausal",0.021085123,ZMIR71FL.DTA,Zambia,2018
"Married, Does Not Want Child within 2 Years",0.532377475,ZMIR71FL.DTA,Zambia,2018
"Married, Wants Child within 2 Years",0.125153591,ZMIR71FL.DTA,Zambia,2018
"Not Married, Not Sexually Active",0.190703501,ZMIR71FL.DTA,Zambia,2018
"Not Married, Sexually Active",0.130680311,ZMIR71FL.DTA,Zambia,2018
"Infecund, Menopausal",0.013481704,ZMIR61FL.DTA,Zambia,2013
"Married, Does Not Want Child within 2 Years",0.6350573,ZMIR61FL.DTA,Zambia,2013
"Married, Wants Child within 2 Years",0.099966893,ZMIR61FL.DTA,Zambia,2013
"Not Married, Not Sexually Active",0.162150698,ZMIR61FL.DTA,Zambia,2013
"Not Married, Sexually Active",0.089343405,ZMIR61FL.DTA,Zambia,2013
"Infecund, Menopausal",0.02757226,ZWIR71FL.DTA,Zimbabwe,2015
"Married, Does Not Want Child within 2 Years",0.493883234,ZWIR71FL.DTA,Zimbabwe,2015
"Married, Wants Child within 2 Years",0.190450554,ZWIR71FL.DTA,Zimbabwe,2015
"Not Married, Not Sexually Active",0.216709208,ZWIR71FL.DTA,Zimbabwe,2015
"Not Married, Sexually Active",0.071384744,ZWIR71FL.DTA,Zimbabwe,2015
"Infecund, Menopausal",0.028405838,ZWIR62FL.DTA,Zimbabwe,2010
"Married, Does Not Want Child within 2 Years",0.558916875,ZWIR62FL.DTA,Zimbabwe,2010
"Married, Wants Child within 2 Years",0.176708756,ZWIR62FL.DTA,Zimbabwe,2010
"Not Married, Not Sexually Active",0.177448116,ZWIR62FL.DTA,Zimbabwe,2010
"Not Married, Sexually Active",0.058520414,ZWIR62FL.DTA,Zimbabwe,2010
"Infecund, Menopausal",0.005250387,CDIR61FL.DTA,Congo Democratic Republic,2013
"Married, Does Not Want Child within 2 Years",0.634017178,CDIR61FL.DTA,Congo Democratic Republic,2013
"Married, Wants Child within 2 Years",0.108117863,CDIR61FL.DTA,Congo Democratic Republic,2013
"Not Married, Not Sexually Active",0.149977612,CDIR61FL.DTA,Congo Democratic Republic,2013
"Not Married, Sexually Active",0.10263696,CDIR61FL.DTA,Congo Democratic Republic,2013
"Infecund, Menopausal",0.010925973,CIIR62FL.DTA,Cote d'Ivoire,2011
"Married, Does Not Want Child within 2 Years",0.519457634,CIIR62FL.DTA,Cote d'Ivoire,2011
"Married, Wants Child within 2 Years",0.136145011,CIIR62FL.DTA,Cote d'Ivoire,2011
"Not Married, Not Sexually Active",0.174427887,CIIR62FL.DTA,Cote d'Ivoire,2011
"Not Married, Sexually Active",0.159043495,CIIR62FL.DTA,Cote d'Ivoire,2011
"Infecund, Menopausal",0.010019828,CMIR71FL.DTA,Cameroon,2018
"Married, Does Not Want Child within 2 Years",0.431510714,CMIR71FL.DTA,Cameroon,2018
"Married, Wants Child within 2 Years",0.150416796,CMIR71FL.DTA,Cameroon,2018
"Not Married, Not Sexually Active",0.178840247,CMIR71FL.DTA,Cameroon,2018
"Not Married, Sexually Active",0.229212415,CMIR71FL.DTA,Cameroon,2018
