Group,Intention,Freq,N,SurveyName,Country,StartYear
"Not Married, Sexually Active",does not intend,0,6,KMIR61FL.DTA,Comoros,2012
"Not Married, Sexually Active",unsure about use,0.450569057,6,KMIR61FL.DTA,Comoros,2012
"Not Married, Sexually Active",use later,0.549430943,6,KMIR61FL.DTA,Comoros,2012
"Not Married, Sexually Active",,0,6,KMIR61FL.DTA,Comoros,2012
All Never Users,does not intend,0.292558246,2916,CGIR60FL.DTA,Congo,2011
All Never Users,unsure about use,0.036130128,2916,CGIR60FL.DTA,Congo,2011
All Never Users,use later,0.657372679,2916,CGIR60FL.DTA,Congo,2011
All Never Users,,0.013938947,2916,CGIR60FL.DTA,Congo,2011
"Infecund, Menopausal",does not intend,0.911314454,356,CGIR60FL.DTA,Congo,2011
"Infecund, Menopausal",unsure about use,0.009135685,356,CGIR60FL.DTA,Congo,2011
"Infecund, Menopausal",use later,0.075375297,356,CGIR60FL.DTA,Congo,2011
"Infecund, Menopausal",,0.004174563,356,CGIR60FL.DTA,Congo,2011
"Married, Does Not Want Child within 2 Years",does not intend,0.135864227,1521,CGIR60FL.DTA,Congo,2011
"Married, Does Not Want Child within 2 Years",unsure about use,0.039199872,1521,CGIR60FL.DTA,Congo,2011
"Married, Does Not Want Child within 2 Years",use later,0.807230986,1521,CGIR60FL.DTA,Congo,2011
"Married, Does Not Want Child within 2 Years",,0.017704915,1521,CGIR60FL.DTA,Congo,2011
"Married, Wants Child within 2 Years",does not intend,0.409759413,277,CGIR60FL.DTA,Congo,2011
"Married, Wants Child within 2 Years",unsure about use,0.014307411,277,CGIR60FL.DTA,Congo,2011
"Married, Wants Child within 2 Years",use later,0.571135376,277,CGIR60FL.DTA,Congo,2011
"Married, Wants Child within 2 Years",,0.0047978,277,CGIR60FL.DTA,Congo,2011
"Not Married, Not Sexually Active",does not intend,0.299843671,343,CGIR60FL.DTA,Congo,2011
"Not Married, Not Sexually Active",unsure about use,0.053873172,343,CGIR60FL.DTA,Congo,2011
"Not Married, Not Sexually Active",use later,0.632604343,343,CGIR60FL.DTA,Congo,2011
"Not Married, Not Sexually Active",,0.013678814,343,CGIR60FL.DTA,Congo,2011
"Not Married, Sexually Active",does not intend,0.160219978,419,CGIR60FL.DTA,Congo,2011
"Not Married, Sexually Active",unsure about use,0.051084271,419,CGIR60FL.DTA,Congo,2011
"Not Married, Sexually Active",use later,0.778828242,419,CGIR60FL.DTA,Congo,2011
"Not Married, Sexually Active",,0.009867509,419,CGIR60FL.DTA,Congo,2011
All Never Users,does not intend,0.216324091,1897,DRIR61FL.DTA,Dominican Republic,2013
All Never Users,unsure about use,0.022672972,1897,DRIR61FL.DTA,Dominican Republic,2013
All Never Users,use later,0.761002937,1897,DRIR61FL.DTA,Dominican Republic,2013
"Infecund, Menopausal",does not intend,0.844299799,169,DRIR61FL.DTA,Dominican Republic,2013
"Infecund, Menopausal",unsure about use,0,169,DRIR61FL.DTA,Dominican Republic,2013
"Infecund, Menopausal",use later,0.155700201,169,DRIR61FL.DTA,Dominican Republic,2013
"Married, Does Not Want Child within 2 Years",does not intend,0.130805865,620,DRIR61FL.DTA,Dominican Republic,2013
"Married, Does Not Want Child within 2 Years",unsure about use,0.024244976,620,DRIR61FL.DTA,Dominican Republic,2013
"Married, Does Not Want Child within 2 Years",use later,0.844949159,620,DRIR61FL.DTA,Dominican Republic,2013
"Married, Wants Child within 2 Years",does not intend,0.280820683,262,DRIR61FL.DTA,Dominican Republic,2013
"Married, Wants Child within 2 Years",unsure about use,0.034587819,262,DRIR61FL.DTA,Dominican Republic,2013
"Married, Wants Child within 2 Years",use later,0.684591497,262,DRIR61FL.DTA,Dominican Republic,2013
"Not Married, Not Sexually Active",does not intend,0.145104606,595,DRIR61FL.DTA,Dominican Republic,2013
"Not Married, Not Sexually Active",unsure about use,0.023767013,595,DRIR61FL.DTA,Dominican Republic,2013
"Not Married, Not Sexually Active",use later,0.83112838,595,DRIR61FL.DTA,Dominican Republic,2013
"Not Married, Sexually Active",does not intend,0.123578592,251,DRIR61FL.DTA,Dominican Republic,2013
"Not Married, Sexually Active",unsure about use,0.019176464,251,DRIR61FL.DTA,Dominican Republic,2013
"Not Married, Sexually Active",use later,0.857244944,251,DRIR61FL.DTA,Dominican Republic,2013
All Never Users,does not intend,0.370560666,5610,EGIR61FL.DTA,Egypt,2014
All Never Users,unsure about use,0.038040657,5610,EGIR61FL.DTA,Egypt,2014
All Never Users,use later,0.591398676,5610,EGIR61FL.DTA,Egypt,2014
"Infecund, Menopausal",does not intend,0.848077845,656,EGIR61FL.DTA,Egypt,2014
"Infecund, Menopausal",unsure about use,0.021297575,656,EGIR61FL.DTA,Egypt,2014
"Infecund, Menopausal",use later,0.130624579,656,EGIR61FL.DTA,Egypt,2014
"Married, Does Not Want Child within 2 Years",does not intend,0.210477848,3268,EGIR61FL.DTA,Egypt,2014
"Married, Does Not Want Child within 2 Years",unsure about use,0.042854689,3268,EGIR61FL.DTA,Egypt,2014
"Married, Does Not Want Child within 2 Years",use later,0.746667463,3268,EGIR61FL.DTA,Egypt,2014
"Married, Wants Child within 2 Years",does not intend,0.15949827,999,EGIR61FL.DTA,Egypt,2014
"Married, Wants Child within 2 Years",unsure about use,0.058752798,999,EGIR61FL.DTA,Egypt,2014
"Married, Wants Child within 2 Years",use later,0.781748932,999,EGIR61FL.DTA,Egypt,2014
"Not Married, Not Sexually Active",does not intend,1,680,EGIR61FL.DTA,Egypt,2014
"Not Married, Not Sexually Active",unsure about use,0,680,EGIR61FL.DTA,Egypt,2014
"Not Married, Not Sexually Active",use later,0,680,EGIR61FL.DTA,Egypt,2014
"Not Married, Sexually Active",does not intend,1,7,EGIR61FL.DTA,Egypt,2014
"Not Married, Sexually Active",unsure about use,0,7,EGIR61FL.DTA,Egypt,2014
"Not Married, Sexually Active",use later,0,7,EGIR61FL.DTA,Egypt,2014
All Never Users,does not intend,0.296005737,2573,ETIR70FL.DTA,Ethiopia,2016
All Never Users,unsure about use,0.022996284,2573,ETIR70FL.DTA,Ethiopia,2016
All Never Users,use later,0.680997979,2573,ETIR70FL.DTA,Ethiopia,2016
"Infecund, Menopausal",does not intend,0.706980448,232,ETIR70FL.DTA,Ethiopia,2016
"Infecund, Menopausal",unsure about use,0.028569433,232,ETIR70FL.DTA,Ethiopia,2016
"Infecund, Menopausal",use later,0.264450119,232,ETIR70FL.DTA,Ethiopia,2016
"Married, Does Not Want Child within 2 Years",does not intend,0.215740005,1360,ETIR70FL.DTA,Ethiopia,2016
"Married, Does Not Want Child within 2 Years",unsure about use,0.013166533,1360,ETIR70FL.DTA,Ethiopia,2016
"Married, Does Not Want Child within 2 Years",use later,0.771093462,1360,ETIR70FL.DTA,Ethiopia,2016
"Married, Wants Child within 2 Years",does not intend,0.353822393,428,ETIR70FL.DTA,Ethiopia,2016
"Married, Wants Child within 2 Years",unsure about use,0.047648267,428,ETIR70FL.DTA,Ethiopia,2016
"Married, Wants Child within 2 Years",use later,0.59852934,428,ETIR70FL.DTA,Ethiopia,2016
"Not Married, Not Sexually Active",does not intend,0.380628398,490,ETIR70FL.DTA,Ethiopia,2016
"Not Married, Not Sexually Active",unsure about use,0.043143298,490,ETIR70FL.DTA,Ethiopia,2016
"Not Married, Not Sexually Active",use later,0.576228304,490,ETIR70FL.DTA,Ethiopia,2016
"Not Married, Sexually Active",does not intend,0.188906201,63,ETIR70FL.DTA,Ethiopia,2016
"Not Married, Sexually Active",unsure about use,0,63,ETIR70FL.DTA,Ethiopia,2016
"Not Married, Sexually Active",use later,0.811093799,63,ETIR70FL.DTA,Ethiopia,2016
All Never Users,does not intend,0.238693112,2085,ETIR61FL.DTA,Ethiopia,2011
All Never Users,unsure about use,0.020964908,2085,ETIR61FL.DTA,Ethiopia,2011
All Never Users,use later,0.73470711,2085,ETIR61FL.DTA,Ethiopia,2011
All Never Users,,0.00563487,2085,ETIR61FL.DTA,Ethiopia,2011
"Infecund, Menopausal",does not intend,0.735797232,169,ETIR61FL.DTA,Ethiopia,2011
"Infecund, Menopausal",unsure about use,0.020952836,169,ETIR61FL.DTA,Ethiopia,2011
"Infecund, Menopausal",use later,0.243249933,169,ETIR61FL.DTA,Ethiopia,2011
"Infecund, Menopausal",,0,169,ETIR61FL.DTA,Ethiopia,2011
"Married, Does Not Want Child within 2 Years",does not intend,0.15310224,1183,ETIR61FL.DTA,Ethiopia,2011
"Married, Does Not Want Child within 2 Years",unsure about use,0.016747606,1183,ETIR61FL.DTA,Ethiopia,2011
"Married, Does Not Want Child within 2 Years",use later,0.822573754,1183,ETIR61FL.DTA,Ethiopia,2011
"Married, Does Not Want Child within 2 Years",,0.0075764,1183,ETIR61FL.DTA,Ethiopia,2011
"Married, Wants Child within 2 Years",does not intend,0.304709217,265,ETIR61FL.DTA,Ethiopia,2011
"Married, Wants Child within 2 Years",unsure about use,0.037030318,265,ETIR61FL.DTA,Ethiopia,2011
"Married, Wants Child within 2 Years",use later,0.658170466,265,ETIR61FL.DTA,Ethiopia,2011
"Married, Wants Child within 2 Years",,9.00E-05,265,ETIR61FL.DTA,Ethiopia,2011
"Not Married, Not Sexually Active",does not intend,0.285884892,396,ETIR61FL.DTA,Ethiopia,2011
"Not Married, Not Sexually Active",unsure about use,0.030287843,396,ETIR61FL.DTA,Ethiopia,2011
"Not Married, Not Sexually Active",use later,0.680144882,396,ETIR61FL.DTA,Ethiopia,2011
"Not Married, Not Sexually Active",,0.003682382,396,ETIR61FL.DTA,Ethiopia,2011
"Not Married, Sexually Active",does not intend,0.12116035,72,ETIR61FL.DTA,Ethiopia,2011
"Not Married, Sexually Active",unsure about use,0,72,ETIR61FL.DTA,Ethiopia,2011
"Not Married, Sexually Active",use later,0.866588718,72,ETIR61FL.DTA,Ethiopia,2011
"Not Married, Sexually Active",,0.012250932,72,ETIR61FL.DTA,Ethiopia,2011
All Never Users,does not intend,0.295657097,1732,GAIR60FL.DTA,Gabon,2012
All Never Users,unsure about use,0.06200202,1732,GAIR60FL.DTA,Gabon,2012
All Never Users,use later,0.603017035,1732,GAIR60FL.DTA,Gabon,2012
All Never Users,,0.039323848,1732,GAIR60FL.DTA,Gabon,2012
"Infecund, Menopausal",does not intend,0.951813485,114,GAIR60FL.DTA,Gabon,2012
"Infecund, Menopausal",unsure about use,0.013134008,114,GAIR60FL.DTA,Gabon,2012
"Infecund, Menopausal",use later,0.028389667,114,GAIR60FL.DTA,Gabon,2012
"Infecund, Menopausal",,0.00666284,114,GAIR60FL.DTA,Gabon,2012
"Married, Does Not Want Child within 2 Years",does not intend,0.228884554,784,GAIR60FL.DTA,Gabon,2012
"Married, Does Not Want Child within 2 Years",unsure about use,0.055631557,784,GAIR60FL.DTA,Gabon,2012
"Married, Does Not Want Child within 2 Years",use later,0.676122856,784,GAIR60FL.DTA,Gabon,2012
"Married, Does Not Want Child within 2 Years",,0.039361033,784,GAIR60FL.DTA,Gabon,2012
"Married, Wants Child within 2 Years",does not intend,0.533569817,241,GAIR60FL.DTA,Gabon,2012
"Married, Wants Child within 2 Years",unsure about use,0.050258546,241,GAIR60FL.DTA,Gabon,2012
"Married, Wants Child within 2 Years",use later,0.407992365,241,GAIR60FL.DTA,Gabon,2012
"Married, Wants Child within 2 Years",,0.008179272,241,GAIR60FL.DTA,Gabon,2012
"Not Married, Not Sexually Active",does not intend,0.244969981,284,GAIR60FL.DTA,Gabon,2012
"Not Married, Not Sexually Active",unsure about use,0.090737784,284,GAIR60FL.DTA,Gabon,2012
"Not Married, Not Sexually Active",use later,0.625980229,284,GAIR60FL.DTA,Gabon,2012
"Not Married, Not Sexually Active",,0.038312006,284,GAIR60FL.DTA,Gabon,2012
"Not Married, Sexually Active",does not intend,0.101557367,309,GAIR60FL.DTA,Gabon,2012
"Not Married, Sexually Active",unsure about use,0.077754241,309,GAIR60FL.DTA,Gabon,2012
"Not Married, Sexually Active",use later,0.749702231,309,GAIR60FL.DTA,Gabon,2012
"Not Married, Sexually Active",,0.07098616,309,GAIR60FL.DTA,Gabon,2012
All Never Users,does not intend,0.435423646,2119,GMIR81FL.DTA,Gambia,2019
All Never Users,unsure about use,0.060527111,2119,GMIR81FL.DTA,Gambia,2019
All Never Users,use later,0.504049243,2119,GMIR81FL.DTA,Gambia,2019
"Infecund, Menopausal",does not intend,0.877469776,116,GMIR81FL.DTA,Gambia,2019
"Infecund, Menopausal",unsure about use,0.024422727,116,GMIR81FL.DTA,Gambia,2019
"Infecund, Menopausal",use later,0.098107497,116,GMIR81FL.DTA,Gambia,2019
"Married, Does Not Want Child within 2 Years",does not intend,0.325035987,1154,GMIR81FL.DTA,Gambia,2019
"Married, Does Not Want Child within 2 Years",unsure about use,0.05613446,1154,GMIR81FL.DTA,Gambia,2019
"Married, Does Not Want Child within 2 Years",use later,0.618829553,1154,GMIR81FL.DTA,Gambia,2019
"Married, Wants Child within 2 Years",does not intend,0.541472384,611,GMIR81FL.DTA,Gambia,2019
"Married, Wants Child within 2 Years",unsure about use,0.056356406,611,GMIR81FL.DTA,Gambia,2019
"Married, Wants Child within 2 Years",use later,0.40217121,611,GMIR81FL.DTA,Gambia,2019
"Not Married, Not Sexually Active",does not intend,0.494635306,202,GMIR81FL.DTA,Gambia,2019
"Not Married, Not Sexually Active",unsure about use,0.115660972,202,GMIR81FL.DTA,Gambia,2019
"Not Married, Not Sexually Active",use later,0.389703722,202,GMIR81FL.DTA,Gambia,2019
"Not Married, Sexually Active",does not intend,0.220768849,36,GMIR81FL.DTA,Gambia,2019
"Not Married, Sexually Active",unsure about use,0,36,GMIR81FL.DTA,Gambia,2019
"Not Married, Sexually Active",use later,0.779231151,36,GMIR81FL.DTA,Gambia,2019
All Never Users,Does not intend,0.45764032,783,GMIR60FL.DTA,Gambia,2013
All Never Users,Unsure about use,0.045327735,783,GMIR60FL.DTA,Gambia,2013
All Never Users,Use later,0.478490911,783,GMIR60FL.DTA,Gambia,2013
All Never Users,,0.018541033,783,GMIR60FL.DTA,Gambia,2013
"Infecund, Menopausal",Does not intend,0.876361587,43,GMIR60FL.DTA,Gambia,2013
"Infecund, Menopausal",Unsure about use,0,43,GMIR60FL.DTA,Gambia,2013
"Infecund, Menopausal",Use later,0.100893506,43,GMIR60FL.DTA,Gambia,2013
"Infecund, Menopausal",,0.022744907,43,GMIR60FL.DTA,Gambia,2013
"Married, Does Not Want Child within 2 Years",Does not intend,0.38061379,471,GMIR60FL.DTA,Gambia,2013
"Married, Does Not Want Child within 2 Years",Unsure about use,0.047542129,471,GMIR60FL.DTA,Gambia,2013
"Married, Does Not Want Child within 2 Years",Use later,0.549686379,471,GMIR60FL.DTA,Gambia,2013
"Married, Does Not Want Child within 2 Years",,0.022157702,471,GMIR60FL.DTA,Gambia,2013
"Married, Wants Child within 2 Years",Does not intend,0.566379137,178,GMIR60FL.DTA,Gambia,2013
"Married, Wants Child within 2 Years",Unsure about use,0.051591189,178,GMIR60FL.DTA,Gambia,2013
"Married, Wants Child within 2 Years",Use later,0.373043073,178,GMIR60FL.DTA,Gambia,2013
"Married, Wants Child within 2 Years",,0.008986602,178,GMIR60FL.DTA,Gambia,2013
"Not Married, Not Sexually Active",Does not intend,0.373531848,76,GMIR60FL.DTA,Gambia,2013
"Not Married, Not Sexually Active",Unsure about use,0.039843261,76,GMIR60FL.DTA,Gambia,2013
"Not Married, Not Sexually Active",Use later,0.585446112,76,GMIR60FL.DTA,Gambia,2013
"Not Married, Not Sexually Active",,0.001178779,76,GMIR60FL.DTA,Gambia,2013
"Not Married, Sexually Active",Does not intend,0.442250349,15,GMIR60FL.DTA,Gambia,2013
"Not Married, Sexually Active",Unsure about use,0,15,GMIR60FL.DTA,Gambia,2013
"Not Married, Sexually Active",Use later,0.375431349,15,GMIR60FL.DTA,Gambia,2013
"Not Married, Sexually Active",,0.182318302,15,GMIR60FL.DTA,Gambia,2013
All Never Users,does not intend,0.451815687,1932,GHIR72FL.DTA,Ghana,2014
All Never Users,unsure about use,0.056986521,1932,GHIR72FL.DTA,Ghana,2014
All Never Users,use later,0.491197793,1932,GHIR72FL.DTA,Ghana,2014
"Infecund, Menopausal",does not intend,0.928649875,123,GHIR72FL.DTA,Ghana,2014
"Infecund, Menopausal",unsure about use,0.005226819,123,GHIR72FL.DTA,Ghana,2014
"Infecund, Menopausal",use later,0.066123306,123,GHIR72FL.DTA,Ghana,2014
"Married, Does Not Want Child within 2 Years",does not intend,0.361805568,1015,GHIR72FL.DTA,Ghana,2014
"Married, Does Not Want Child within 2 Years",unsure about use,0.049227334,1015,GHIR72FL.DTA,Ghana,2014
"Married, Does Not Want Child within 2 Years",use later,0.588967098,1015,GHIR72FL.DTA,Ghana,2014
"Married, Wants Child within 2 Years",does not intend,0.558626808,254,GHIR72FL.DTA,Ghana,2014
"Married, Wants Child within 2 Years",unsure about use,0.080911041,254,GHIR72FL.DTA,Ghana,2014
"Married, Wants Child within 2 Years",use later,0.360462151,254,GHIR72FL.DTA,Ghana,2014
"Not Married, Not Sexually Active",does not intend,0.477214947,378,GHIR72FL.DTA,Ghana,2014
"Not Married, Not Sexually Active",unsure about use,0.08086146,378,GHIR72FL.DTA,Ghana,2014
"Not Married, Not Sexually Active",use later,0.441923594,378,GHIR72FL.DTA,Ghana,2014
"Not Married, Sexually Active",does not intend,0.412676702,162,GHIR72FL.DTA,Ghana,2014
"Not Married, Sexually Active",unsure about use,0.0513525,162,GHIR72FL.DTA,Ghana,2014
"Not Married, Sexually Active",use later,0.535970798,162,GHIR72FL.DTA,Ghana,2014
All Never Users,does not intend,0.27510691,4092,GUIR71FL.DTA,Guatemala,2014
All Never Users,unsure about use,0.003243687,4092,GUIR71FL.DTA,Guatemala,2014
All Never Users,use later,0.721649404,4092,GUIR71FL.DTA,Guatemala,2014
"Infecund, Menopausal",does not intend,0.881966874,544,GUIR71FL.DTA,Guatemala,2014
"Infecund, Menopausal",unsure about use,0.001392574,544,GUIR71FL.DTA,Guatemala,2014
"Infecund, Menopausal",use later,0.116640553,544,GUIR71FL.DTA,Guatemala,2014
"Married, Does Not Want Child within 2 Years",does not intend,0.14929335,1922,GUIR71FL.DTA,Guatemala,2014
"Married, Does Not Want Child within 2 Years",unsure about use,0.003070752,1922,GUIR71FL.DTA,Guatemala,2014
"Married, Does Not Want Child within 2 Years",use later,0.847635898,1922,GUIR71FL.DTA,Guatemala,2014
"Married, Wants Child within 2 Years",does not intend,0.316507961,414,GUIR71FL.DTA,Guatemala,2014
"Married, Wants Child within 2 Years",unsure about use,0.002363078,414,GUIR71FL.DTA,Guatemala,2014
"Married, Wants Child within 2 Years",use later,0.681128961,414,GUIR71FL.DTA,Guatemala,2014
"Not Married, Not Sexually Active",does not intend,0.21389741,1021,GUIR71FL.DTA,Guatemala,2014
"Not Married, Not Sexually Active",unsure about use,0.004739415,1021,GUIR71FL.DTA,Guatemala,2014
"Not Married, Not Sexually Active",use later,0.781363175,1021,GUIR71FL.DTA,Guatemala,2014
"Not Married, Sexually Active",does not intend,0.138632185,191,GUIR71FL.DTA,Guatemala,2014
"Not Married, Sexually Active",unsure about use,0.003590727,191,GUIR71FL.DTA,Guatemala,2014
"Not Married, Sexually Active",use later,0.857777089,191,GUIR71FL.DTA,Guatemala,2014
All Never Users,does not intend,0.336612477,960,GNIR71FL.DTA,Guinea,2018
All Never Users,unsure about use,0.101547707,960,GNIR71FL.DTA,Guinea,2018
All Never Users,use later,0.561839816,960,GNIR71FL.DTA,Guinea,2018
"Infecund, Menopausal",does not intend,0.76882943,70,GNIR71FL.DTA,Guinea,2018
"Infecund, Menopausal",unsure about use,0.023570364,70,GNIR71FL.DTA,Guinea,2018
"Infecund, Menopausal",use later,0.207600206,70,GNIR71FL.DTA,Guinea,2018
"Married, Does Not Want Child within 2 Years",does not intend,0.299754525,426,GNIR71FL.DTA,Guinea,2018
"Married, Does Not Want Child within 2 Years",unsure about use,0.120435162,426,GNIR71FL.DTA,Guinea,2018
"Married, Does Not Want Child within 2 Years",use later,0.579810313,426,GNIR71FL.DTA,Guinea,2018
"Married, Wants Child within 2 Years",does not intend,0.328095285,319,GNIR71FL.DTA,Guinea,2018
"Married, Wants Child within 2 Years",unsure about use,0.075073667,319,GNIR71FL.DTA,Guinea,2018
"Married, Wants Child within 2 Years",use later,0.596831048,319,GNIR71FL.DTA,Guinea,2018
"Not Married, Not Sexually Active",does not intend,0.246722621,102,GNIR71FL.DTA,Guinea,2018
"Not Married, Not Sexually Active",unsure about use,0.17408252,102,GNIR71FL.DTA,Guinea,2018
"Not Married, Not Sexually Active",use later,0.57919486,102,GNIR71FL.DTA,Guinea,2018
"Not Married, Sexually Active",does not intend,0.308121915,43,GNIR71FL.DTA,Guinea,2018
"Not Married, Sexually Active",unsure about use,0.069885645,43,GNIR71FL.DTA,Guinea,2018
"Not Married, Sexually Active",use later,0.621992439,43,GNIR71FL.DTA,Guinea,2018
All Never Users,does not intend,0.385757935,620,GNIR62FL.DTA,Guinea,2012
All Never Users,unsure about use,0.028924346,620,GNIR62FL.DTA,Guinea,2012
All Never Users,use later,0.585317719,620,GNIR62FL.DTA,Guinea,2012
"Infecund, Menopausal",does not intend,0.719196078,21,GNIR62FL.DTA,Guinea,2012
"Infecund, Menopausal",unsure about use,0.066395951,21,GNIR62FL.DTA,Guinea,2012
"Infecund, Menopausal",use later,0.214407971,21,GNIR62FL.DTA,Guinea,2012
"Married, Does Not Want Child within 2 Years",does not intend,0.285867643,339,GNIR62FL.DTA,Guinea,2012
"Married, Does Not Want Child within 2 Years",unsure about use,0.01913814,339,GNIR62FL.DTA,Guinea,2012
"Married, Does Not Want Child within 2 Years",use later,0.694994217,339,GNIR62FL.DTA,Guinea,2012
"Married, Wants Child within 2 Years",does not intend,0.541332903,154,GNIR62FL.DTA,Guinea,2012
"Married, Wants Child within 2 Years",unsure about use,0.024586096,154,GNIR62FL.DTA,Guinea,2012
"Married, Wants Child within 2 Years",use later,0.434081001,154,GNIR62FL.DTA,Guinea,2012
"Not Married, Not Sexually Active",does not intend,0.404075813,69,GNIR62FL.DTA,Guinea,2012
"Not Married, Not Sexually Active",unsure about use,0.099014821,69,GNIR62FL.DTA,Guinea,2012
"Not Married, Not Sexually Active",use later,0.496909366,69,GNIR62FL.DTA,Guinea,2012
"Not Married, Sexually Active",does not intend,0.433989142,37,GNIR62FL.DTA,Guinea,2012
"Not Married, Sexually Active",unsure about use,0,37,GNIR62FL.DTA,Guinea,2012
"Not Married, Sexually Active",use later,0.566010858,37,GNIR62FL.DTA,Guinea,2012
All Never Users,does not intend,0.145241608,5394,HNIR62FL.DTA,Honduras,2011
All Never Users,unsure about use,0.019789956,5394,HNIR62FL.DTA,Honduras,2011
All Never Users,use later,0.832171784,5394,HNIR62FL.DTA,Honduras,2011
All Never Users,,0.002796652,5394,HNIR62FL.DTA,Honduras,2011
"Infecund, Menopausal",does not intend,0.798240224,393,HNIR62FL.DTA,Honduras,2011
"Infecund, Menopausal",unsure about use,0.027091281,393,HNIR62FL.DTA,Honduras,2011
"Infecund, Menopausal",use later,0.172321905,393,HNIR62FL.DTA,Honduras,2011
"Infecund, Menopausal",,0.00234659,393,HNIR62FL.DTA,Honduras,2011
"Married, Does Not Want Child within 2 Years",does not intend,0.08607462,2002,HNIR62FL.DTA,Honduras,2011
"Married, Does Not Want Child within 2 Years",unsure about use,0.012936956,2002,HNIR62FL.DTA,Honduras,2011
"Married, Does Not Want Child within 2 Years",use later,0.896347989,2002,HNIR62FL.DTA,Honduras,2011
"Married, Does Not Want Child within 2 Years",,0.004640435,2002,HNIR62FL.DTA,Honduras,2011
"Married, Wants Child within 2 Years",does not intend,0.156060223,523,HNIR62FL.DTA,Honduras,2011
"Married, Wants Child within 2 Years",unsure about use,0.019089229,523,HNIR62FL.DTA,Honduras,2011
"Married, Wants Child within 2 Years",use later,0.823874747,523,HNIR62FL.DTA,Honduras,2011
"Married, Wants Child within 2 Years",,0.000975801,523,HNIR62FL.DTA,Honduras,2011
"Not Married, Not Sexually Active",does not intend,0.093871774,2323,HNIR62FL.DTA,Honduras,2011
"Not Married, Not Sexually Active",unsure about use,0.025262498,2323,HNIR62FL.DTA,Honduras,2011
"Not Married, Not Sexually Active",use later,0.87883225,2323,HNIR62FL.DTA,Honduras,2011
"Not Married, Not Sexually Active",,0.002033479,2323,HNIR62FL.DTA,Honduras,2011
"Not Married, Sexually Active",does not intend,0.086456561,153,HNIR62FL.DTA,Honduras,2011
"Not Married, Sexually Active",unsure about use,0.001367695,153,HNIR62FL.DTA,Honduras,2011
"Not Married, Sexually Active",use later,0.912175744,153,HNIR62FL.DTA,Honduras,2011
"Not Married, Sexually Active",,0,153,HNIR62FL.DTA,Honduras,2011
All Never Users,does not intend,0.423549928,81801,IAIR7DFL.DTA,India,2019
All Never Users,in next 12 months,0.350526396,81801,IAIR7DFL.DTA,India,2019
All Never Users,never had sex,1.08E-06,81801,IAIR7DFL.DTA,India,2019
All Never Users,unsure about use,0.041320178,81801,IAIR7DFL.DTA,India,2019
All Never Users,use later,0.184602418,81801,IAIR7DFL.DTA,India,2019
"Infecund, Menopausal",does not intend,0.896513747,18752,IAIR7DFL.DTA,India,2019
"Infecund, Menopausal",in next 12 months,0.062678844,18752,IAIR7DFL.DTA,India,2019
"Infecund, Menopausal",never had sex,0,18752,IAIR7DFL.DTA,India,2019
"Infecund, Menopausal",unsure about use,0.009158103,18752,IAIR7DFL.DTA,India,2019
"Infecund, Menopausal",use later,0.031649306,18752,IAIR7DFL.DTA,India,2019
"Married, Does Not Want Child within 2 Years",does not intend,0.277444516,42297,IAIR7DFL.DTA,India,2019
"Married, Does Not Want Child within 2 Years",in next 12 months,0.575892813,42297,IAIR7DFL.DTA,India,2019
"Married, Does Not Want Child within 2 Years",never had sex,0,42297,IAIR7DFL.DTA,India,2019
"Married, Does Not Want Child within 2 Years",unsure about use,0.045381105,42297,IAIR7DFL.DTA,India,2019
"Married, Does Not Want Child within 2 Years",use later,0.101281565,42297,IAIR7DFL.DTA,India,2019
"Married, Wants Child within 2 Years",does not intend,0.274057575,12632,IAIR7DFL.DTA,India,2019
"Married, Wants Child within 2 Years",in next 12 months,0.025384502,12632,IAIR7DFL.DTA,India,2019
"Married, Wants Child within 2 Years",never had sex,0,12632,IAIR7DFL.DTA,India,2019
"Married, Wants Child within 2 Years",unsure about use,0.052975409,12632,IAIR7DFL.DTA,India,2019
"Married, Wants Child within 2 Years",use later,0.647582515,12632,IAIR7DFL.DTA,India,2019
"Not Married, Not Sexually Active",does not intend,0.796301652,7951,IAIR7DFL.DTA,India,2019
"Not Married, Not Sexually Active",in next 12 months,0.076978622,7951,IAIR7DFL.DTA,India,2019
"Not Married, Not Sexually Active",never had sex,1.59E-05,7951,IAIR7DFL.DTA,India,2019
"Not Married, Not Sexually Active",unsure about use,0.060648548,7951,IAIR7DFL.DTA,India,2019
"Not Married, Not Sexually Active",use later,0.06605526,7951,IAIR7DFL.DTA,India,2019
"Not Married, Sexually Active",does not intend,0.541132465,169,IAIR7DFL.DTA,India,2019
"Not Married, Sexually Active",in next 12 months,0.296492952,169,IAIR7DFL.DTA,India,2019
"Not Married, Sexually Active",never had sex,0,169,IAIR7DFL.DTA,India,2019
"Not Married, Sexually Active",unsure about use,0.080011516,169,IAIR7DFL.DTA,India,2019
"Not Married, Sexually Active",use later,0.082363067,169,IAIR7DFL.DTA,India,2019
All Never Users,does not intend,0.441833076,68916,IAIR73FL.DTA,India,2015
All Never Users,in next 12 months,0.321801141,68916,IAIR73FL.DTA,India,2015
All Never Users,never had sex,0.000211857,68916,IAIR73FL.DTA,India,2015
All Never Users,unsure about use,0.044894659,68916,IAIR73FL.DTA,India,2015
All Never Users,use later/in the future,0.191259268,68916,IAIR73FL.DTA,India,2015
